step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/termination_penalty,Episode_Reward/flat_orientation_l2,Episode_Reward/base_height,Episode_Reward/action_rate_l1,Episode_Reward/dof_pos_limits,Episode_Reward/energy,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_air_time,Episode_Reward/feet_slide,Episode_Reward/stand_still,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/feet_contact_number,Episode_Reward/feet_clearance,Episode_Reward/undesired_contacts,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/illegal_contact,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
4498,0.888571,0.333068,0.289483,-0.007292,-0.004830,-0.004382,-0.099218,-0.001421,-0.002982,-0.030150,0.000000,0.020085,-0.024961,-0.012185,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.246336,0.583517,0.971985,0.028015,0.003740,-0.000223,10.368093,0.000384,0.638780,195429.000000,1.405211,0.606853,27.034697,971.169983,27.034697,971.169983
4499,0.893896,0.335266,0.290792,-0.006389,-0.004453,-0.004386,-0.099835,-0.001261,-0.002992,-0.029691,0.000000,0.020174,-0.024607,-0.006643,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.243298,0.579181,0.973134,0.026866,0.002726,0.000626,10.350916,0.000256,0.637448,191760.000000,1.367579,0.682983,26.790037,961.570007,26.790037,961.570007
4500,0.915978,0.342826,0.298002,-0.001389,-0.004196,-0.004513,-0.102147,-0.001386,-0.003078,-0.030326,0.000000,0.021110,-0.025197,-0.008317,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.248823,0.593546,0.973348,0.026652,0.002842,-0.003204,10.321445,0.000010,0.636715,192031.000000,1.363868,0.683798,27.320042,980.989990,27.320042,980.989990
4501,0.902648,0.337299,0.294100,-0.004167,-0.004950,-0.004468,-0.101074,-0.001300,-0.003034,-0.029853,0.000000,0.020123,-0.025674,-0.015563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.247988,0.591851,0.973307,0.026693,0.002308,-0.002622,10.315585,0.000256,0.636843,192891.000000,1.375782,0.662749,27.336681,981.049988,27.336681,981.049988
4502,0.910004,0.339866,0.296255,-0.002579,-0.004007,-0.004236,-0.101691,-0.001186,-0.002973,-0.029876,0.000000,0.020516,-0.025465,-0.015389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.247240,0.589563,0.973307,0.026693,0.001810,0.000009,10.302089,0.000577,0.635583,191906.000000,1.355307,0.693691,27.263971,980.650024,27.263971,980.650024
4503,0.882650,0.330262,0.287802,-0.008333,-0.004364,-0.004083,-0.099074,-0.001196,-0.002959,-0.029442,0.000000,0.019659,-0.025212,-0.014500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.242972,0.574050,0.973348,0.026652,0.001136,-0.001670,10.268764,0.000577,0.634209,200074.000000,1.282446,0.682903,27.688103,990.250000,27.688103,990.250000
4504,0.923667,0.345918,0.300002,0.000000,-0.003824,-0.004158,-0.103008,-0.001151,-0.002994,-0.029967,0.000000,0.020428,-0.025147,-0.012375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.246414,0.589712,0.974406,0.025594,0.002099,-0.001037,10.236930,0.000577,0.632666,195288.000000,1.418998,0.594510,27.977491,1000.000000,27.977491,1000.000000
4505,0.910117,0.341340,0.296949,-0.002083,-0.004127,-0.004390,-0.102063,-0.001311,-0.003081,-0.030389,0.000000,0.020819,-0.025615,-0.008099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.252181,0.589804,0.974965,0.025035,0.001976,0.002135,10.216211,0.000384,0.631912,195362.000000,1.378297,0.634452,27.682652,990.239990,27.682652,990.239990
4506,0.920121,0.344312,0.300002,0.000000,-0.004007,-0.004181,-0.103277,-0.001214,-0.003031,-0.030170,0.000000,0.019991,-0.026239,-0.025409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.252719,0.596224,0.975433,0.024567,0.003737,-0.000442,10.184535,0.000577,0.631018,194688.000000,1.362001,0.657718,27.870272,1000.000000,27.870272,1000.000000
4507,0.921766,0.346093,0.300002,0.000000,-0.004156,-0.004442,-0.103230,-0.001247,-0.003098,-0.030460,0.000000,0.020407,-0.025883,-0.006667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.250516,0.589282,0.976644,0.023356,0.004654,-0.000990,10.197777,0.000384,0.631679,193523.000000,1.371465,0.660413,28.052067,1000.000000,28.052067,1000.000000
4508,0.874495,0.327165,0.284087,-0.011042,-0.004600,-0.004182,-0.097697,-0.001449,-0.002845,-0.028821,0.000000,0.019455,-0.024149,-0.018964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.238583,0.573010,0.975850,0.024150,0.002200,-0.002804,10.191252,0.000577,0.631203,195774.000000,1.376874,0.631641,25.914722,942.289978,25.914722,942.289978
4509,0.877443,0.328831,0.285729,-0.010000,-0.005383,-0.004358,-0.098163,-0.001318,-0.002882,-0.029311,0.000000,0.019705,-0.024922,-0.018197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.244165,0.576351,0.975545,0.024455,0.006093,-0.001316,10.205570,0.000865,0.633266,194113.000000,1.388286,0.637411,27.130039,981.049988,27.130039,981.049988
4510,0.887687,0.333229,0.289635,-0.007222,-0.004356,-0.004089,-0.099661,-0.001311,-0.002927,-0.029000,0.000000,0.019781,-0.025390,-0.012059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.246723,0.581343,0.975911,0.024089,0.004539,0.000893,10.246330,0.000256,0.634268,195776.000000,1.502131,0.506361,27.129362,971.409973,27.129362,971.409973
4511,0.891249,0.334728,0.291378,-0.006111,-0.004710,-0.004498,-0.100552,-0.001464,-0.003071,-0.030282,0.000000,0.020059,-0.026098,-0.019175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.252367,0.592115,0.975881,0.024119,0.003495,-0.002340,10.251937,0.000577,0.634508,191721.000000,1.500180,0.550797,26.838570,971.710022,26.838570,971.710022
4512,0.899030,0.336387,0.292624,-0.005208,-0.004271,-0.004337,-0.100998,-0.001279,-0.003024,-0.029499,0.000000,0.020208,-0.025546,-0.013428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.245262,0.585673,0.975464,0.024536,0.001812,-0.001188,10.245946,0.000256,0.633562,192371.000000,1.487995,0.556050,26.508942,962.109985,26.508942,962.109985
4513,0.894115,0.335580,0.291207,-0.006111,-0.004497,-0.004274,-0.100028,-0.001294,-0.002971,-0.029731,0.000000,0.020468,-0.024524,-0.001645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.246524,0.581401,0.975291,0.024709,0.003436,-0.002984,10.237669,0.000384,0.634492,195438.000000,1.545207,0.466761,27.325951,971.289978,27.325951,971.289978
4514,0.909346,0.340837,0.297682,-0.001667,-0.004189,-0.004314,-0.102678,-0.001247,-0.003078,-0.030118,0.000000,0.020553,-0.026354,-0.009314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.258832,0.595834,0.975433,0.024567,0.004846,-0.002359,10.273360,0.000577,0.636224,196855.000000,1.505893,0.491594,27.707235,990.729980,27.707235,990.729980
4515,0.907686,0.339000,0.295294,-0.003264,-0.003917,-0.004064,-0.101692,-0.001190,-0.002964,-0.029526,0.000000,0.019805,-0.025598,-0.018144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.247220,0.590171,0.975769,0.024231,0.002411,0.000421,10.287782,0.000384,0.637020,201133.000000,1.369370,0.585633,26.835602,971.190002,26.835602,971.190002
4516,0.906965,0.339405,0.294973,-0.003472,-0.003898,-0.004196,-0.101631,-0.001305,-0.003004,-0.029921,0.000000,0.020290,-0.025407,-0.005772,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.245762,0.584793,0.975169,0.024831,0.003068,-0.000897,10.298664,0.000577,0.637614,197859.000000,1.380551,0.606795,27.465965,980.700012,27.465965,980.700012
4517,0.920672,0.343183,0.300002,0.000000,-0.003824,-0.004425,-0.103589,-0.001251,-0.003119,-0.030429,0.000000,0.020139,-0.027293,-0.028629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.252308,0.600070,0.975677,0.024323,0.002435,-0.000194,10.292512,0.000384,0.636520,197914.000000,1.332292,0.654505,27.800652,1000.000000,27.800652,1000.000000
4518,0.919743,0.344811,0.300002,0.000000,-0.004018,-0.004400,-0.103561,-0.001373,-0.003103,-0.030096,0.000000,0.020759,-0.026331,-0.009085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.253316,0.606120,0.976583,0.023417,0.001940,-0.001622,10.273947,0.000384,0.636281,196263.000000,1.347645,0.655870,28.069738,1000.000000,28.069738,1000.000000
4519,0.902187,0.339100,0.294164,-0.004167,-0.003916,-0.004131,-0.101502,-0.001207,-0.002996,-0.029716,0.000000,0.020195,-0.025946,-0.012590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.250664,0.584198,0.976837,0.023163,0.002896,-0.000311,10.266579,0.000577,0.636021,197883.000000,1.385987,0.601126,27.393873,981.179993,27.393873,981.179993
4520,0.916287,0.341575,0.297609,-0.001667,-0.003720,-0.004102,-0.102920,-0.001260,-0.002994,-0.029683,0.000000,0.019576,-0.026589,-0.019276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.246647,0.593381,0.977692,0.022308,0.003145,0.000408,10.264966,0.000384,0.636126,196006.000000,1.380121,0.626019,27.571203,990.440002,27.571203,990.440002
4521,0.915162,0.343064,0.297594,-0.001667,-0.003682,-0.004061,-0.102777,-0.001212,-0.002965,-0.029253,0.000000,0.019983,-0.026085,-0.019824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.247361,0.587966,0.978231,0.021769,0.003158,-0.002289,10.272696,0.000577,0.637785,196135.000000,1.431117,0.573699,27.474070,990.380005,27.474070,990.380005
4522,0.898302,0.332096,0.292180,-0.005417,-0.004241,-0.004193,-0.101306,-0.001376,-0.002976,-0.029593,0.000000,0.019105,-0.026729,-0.032467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.244904,0.599250,0.978343,0.021657,0.002722,-0.000290,10.301592,0.000010,0.638136,194920.000000,1.402697,0.614617,26.478924,961.530029,26.478924,961.530029
4523,0.882360,0.330816,0.287565,-0.008631,-0.004630,-0.004208,-0.098994,-0.001370,-0.002923,-0.029803,0.000000,0.019695,-0.024737,-0.001708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.244733,0.578576,0.977620,0.022380,0.002938,-0.002206,10.299904,0.000010,0.637919,197639.000000,1.373065,0.616493,26.762674,961.859985,26.762674,961.859985
4524,0.911520,0.341554,0.297052,-0.002083,-0.003966,-0.004130,-0.102467,-0.001270,-0.003041,-0.030268,0.000000,0.019803,-0.026047,-0.005402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.251604,0.592473,0.977519,0.022481,0.002624,-0.002119,10.292554,0.000023,0.637421,197309.000000,1.427668,0.565224,27.463640,980.929993,27.463640,980.929993
4525,0.891837,0.334004,0.291189,-0.006111,-0.004294,-0.004267,-0.100883,-0.001290,-0.003014,-0.029767,0.000000,0.019545,-0.025743,-0.011838,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.248836,0.588241,0.976949,0.023051,0.002717,-0.002259,10.284690,0.000051,0.637187,197845.000000,1.375465,0.612021,26.701151,961.559998,26.701151,961.559998
4526,0.888511,0.333460,0.289513,-0.007222,-0.004259,-0.004222,-0.100104,-0.001227,-0.003004,-0.028672,0.000000,0.019484,-0.025363,-0.005508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.245878,0.579817,0.976695,0.023305,0.002459,-0.001898,10.278885,0.000384,0.636837,198150.000000,1.385617,0.598819,27.523256,980.700012,27.523256,980.700012
4527,0.900008,0.337432,0.292916,-0.004861,-0.004027,-0.004168,-0.101357,-0.001251,-0.003017,-0.028708,0.000000,0.020026,-0.025881,-0.010527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.245656,0.582178,0.976593,0.023407,0.001363,0.000091,10.280762,0.000384,0.636672,197577.000000,1.386182,0.604003,27.498213,980.599976,27.498213,980.599976
4528,0.916447,0.342489,0.297577,-0.001667,-0.003803,-0.004156,-0.103113,-0.001348,-0.003035,-0.029937,0.000000,0.019680,-0.026357,-0.012582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.245013,0.590839,0.976888,0.023112,0.003158,-0.002798,10.285319,0.000577,0.637756,198485.000000,1.383147,0.597932,27.734667,990.309998,27.734667,990.309998
4529,0.902255,0.335986,0.294980,-0.003472,-0.004107,-0.004191,-0.102775,-0.001324,-0.003061,-0.029683,0.000000,0.019047,-0.026999,-0.030256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.254145,0.600528,0.977163,0.022837,0.003587,0.001250,10.303144,0.000171,0.638319,197543.000000,1.424491,0.566038,27.053852,980.729980,27.053852,980.729980
4530,0.918173,0.343844,0.300002,0.000000,-0.004005,-0.004351,-0.104262,-0.001289,-0.003145,-0.030228,0.000000,0.020101,-0.027024,-0.011797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.257509,0.600600,0.977346,0.022654,0.003764,-0.003103,10.312239,0.000051,0.638849,193525.000000,1.546811,0.485046,27.812717,1000.000000,27.812717,1000.000000
4531,0.878488,0.327225,0.286095,-0.009583,-0.004638,-0.004154,-0.099469,-0.001342,-0.002990,-0.028878,0.000000,0.018504,-0.026416,-0.012309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.244054,0.586911,0.977030,0.022970,0.003226,-0.002787,10.317063,0.000256,0.639117,188986.000000,1.403500,0.677153,26.233137,951.690002,26.233137,951.690002
4532,0.896628,0.333109,0.292210,-0.005417,-0.004194,-0.004146,-0.101672,-0.001335,-0.003015,-0.029113,0.000000,0.019073,-0.026998,-0.023831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.247043,0.594529,0.976746,0.023254,0.002300,-0.002025,10.317528,0.000384,0.639146,193209.000000,1.394607,0.640575,26.566153,961.799988,26.566153,961.799988
4533,0.892729,0.334805,0.291632,-0.005833,-0.004386,-0.004473,-0.101712,-0.001419,-0.003098,-0.030031,0.000000,0.019006,-0.026857,-0.012300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.253189,0.587729,0.976400,0.023600,0.002062,-0.002033,10.310740,0.000384,0.638130,196240.000000,1.355504,0.648238,26.922129,971.270020,26.922129,971.270020
4534,0.906762,0.337685,0.295135,-0.003333,-0.003889,-0.004097,-0.102872,-0.001277,-0.003050,-0.029263,0.000000,0.019062,-0.026954,-0.013096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.246913,0.596250,0.976359,0.023641,0.007651,-0.000787,10.319826,0.000171,0.639937,196142.000000,1.386871,0.617879,26.948404,961.109985,26.948404,961.109985
4535,0.906752,0.336737,0.294564,-0.003709,-0.003758,-0.004117,-0.102950,-0.001274,-0.003062,-0.029127,0.000000,0.018860,-0.027166,-0.022023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.243647,0.592636,0.975769,0.024231,0.004392,-0.000651,10.345783,0.000010,0.640223,190759.000000,1.389247,0.672071,26.713383,970.719971,26.713383,970.719971
4536,0.913312,0.339654,0.297143,-0.001968,-0.003824,-0.004156,-0.103884,-0.001316,-0.003093,-0.029678,0.000000,0.019313,-0.027002,-0.010241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.247413,0.598259,0.976898,0.023102,0.005073,-0.002012,10.349535,0.000010,0.640399,193758.000000,1.396546,0.632867,27.727888,990.369995,27.727888,990.369995
4537,0.908172,0.338542,0.295776,-0.002917,-0.003840,-0.004097,-0.103195,-0.001197,-0.003056,-0.029016,0.000000,0.018828,-0.027308,-0.015437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.248012,0.594994,0.977600,0.022400,0.005430,-0.000877,10.353107,0.000010,0.640499,193031.000000,1.368897,0.668158,27.491291,990.390015,27.491291,990.390015
4538,0.918194,0.341249,0.298505,-0.001042,-0.003754,-0.004202,-0.104413,-0.001250,-0.003128,-0.029719,0.000000,0.019145,-0.027676,-0.016966,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.247379,0.597927,0.978231,0.021769,0.003525,-0.000948,10.355519,0.000010,0.640549,196690.000000,1.412333,0.586827,27.538609,990.429993,27.538609,990.429993
4539,0.903712,0.335824,0.293663,-0.004444,-0.004061,-0.004173,-0.102776,-0.001220,-0.003049,-0.028653,0.000000,0.018883,-0.027442,-0.018419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.245205,0.592861,0.978414,0.021586,0.002260,-0.002433,10.348330,0.000256,0.639890,195490.000000,1.385969,0.625467,26.745214,971.530029,26.745214,971.530029
4540,0.919207,0.341556,0.298685,-0.000926,-0.003655,-0.003957,-0.104557,-0.001156,-0.003069,-0.029157,0.000000,0.018526,-0.028197,-0.031715,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.245697,0.598547,0.978933,0.021067,0.004127,-0.002984,10.328140,0.000171,0.639979,194496.000000,1.372506,0.649202,27.338726,990.530029,27.338726,990.530029
4541,0.888906,0.333922,0.291619,-0.006250,-0.004804,-0.004387,-0.101826,-0.001354,-0.003134,-0.029211,0.000000,0.018594,-0.026984,-0.012782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.261008,0.591372,0.979218,0.020782,0.003575,-0.002407,10.338424,0.000023,0.640497,199341.000000,1.389357,0.583219,26.869831,972.150024,26.869831,972.150024
4542,0.862467,0.323357,0.281751,-0.012579,-0.004383,-0.003969,-0.098524,-0.001443,-0.002950,-0.028360,0.000000,0.017935,-0.025808,-0.007407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.244623,0.578405,0.978292,0.021708,0.002264,-0.002606,10.338013,0.000051,0.640268,195403.000000,1.381881,0.630451,25.747458,932.330017,25.747458,932.330017
4543,0.924636,0.343417,0.300002,0.000000,-0.003718,-0.004131,-0.104864,-0.001256,-0.003140,-0.029193,0.000000,0.019328,-0.027916,-0.015027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.245564,0.600372,0.977854,0.022146,0.003983,-0.003112,10.320229,0.000384,0.639584,189092.000000,1.382060,0.697433,28.068718,1000.000000,28.068718,1000.000000
4544,0.904387,0.335644,0.293858,-0.004167,-0.003544,-0.003656,-0.102858,-0.001076,-0.002951,-0.027666,0.000000,0.017670,-0.027882,-0.033432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.242216,0.593424,0.978363,0.021637,0.002091,-0.000223,10.324741,0.000577,0.640771,195100.000000,1.376737,0.638715,27.440825,990.179993,27.440825,990.179993
4545,0.908215,0.340028,0.295993,-0.002778,-0.003833,-0.003881,-0.103373,-0.001181,-0.003039,-0.028747,0.000000,0.018631,-0.027479,-0.018392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.249698,0.591857,0.978292,0.021708,0.004037,-0.001452,10.354702,0.000010,0.641757,197712.000000,1.379319,0.609505,27.619015,990.390015,27.619015,990.390015
4546,0.864484,0.322113,0.281610,-0.012778,-0.004613,-0.004092,-0.098563,-0.001335,-0.002946,-0.028121,0.000000,0.018017,-0.026174,-0.022688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.241357,0.580411,0.977610,0.022390,0.002835,-0.002642,10.356871,0.000076,0.641560,195934.000000,1.380399,0.626472,25.723101,942.409973,25.723101,942.409973
4547,0.909315,0.339500,0.295249,-0.003333,-0.003692,-0.003980,-0.103291,-0.001178,-0.003055,-0.028532,0.000000,0.018944,-0.027014,-0.010034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.242780,0.586258,0.976746,0.023254,0.003044,-0.001867,10.347647,0.000010,0.641461,194698.000000,1.371956,0.647659,26.940317,971.150024,26.940317,971.150024
4548,0.902188,0.335315,0.293833,-0.004167,-0.003815,-0.004045,-0.103424,-0.001391,-0.003089,-0.028883,0.000000,0.018307,-0.028144,-0.019696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.247035,0.603349,0.976369,0.023631,0.002988,-0.001855,10.343452,0.000010,0.641239,188680.000000,1.428418,0.655612,27.632303,990.140015,27.632303,990.140015
4549,0.894251,0.333610,0.291131,-0.006134,-0.003893,-0.004097,-0.102208,-0.001204,-0.003071,-0.028243,0.000000,0.018466,-0.027739,-0.018286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.245822,0.585880,0.975983,0.024017,0.001503,-0.002935,10.332976,0.000023,0.640480,195167.000000,1.399747,0.615016,26.570837,961.400024,26.570837,961.400024
4550,0.912054,0.342655,0.298775,-0.000926,-0.003680,-0.004138,-0.104740,-0.001243,-0.003144,-0.029073,0.000000,0.018806,-0.028185,-0.009514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.259475,0.597019,0.976512,0.023488,0.001644,-0.002746,10.309802,0.000256,0.639071,194005.000000,1.385528,0.641303,27.314234,981.429993,27.314234,981.429993
4551,0.916660,0.341726,0.298485,-0.001042,-0.003796,-0.004168,-0.104785,-0.001295,-0.003166,-0.029092,0.000000,0.018939,-0.028135,-0.013164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.249656,0.597601,0.976878,0.023122,0.002210,-0.002352,10.281747,0.000171,0.638623,195289.000000,1.373625,0.639883,27.534649,990.299988,27.534649,990.299988
4552,0.915889,0.340934,0.297027,-0.002083,-0.003663,-0.003964,-0.104021,-0.001192,-0.003049,-0.028618,0.000000,0.018753,-0.027662,-0.016987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.243089,0.593174,0.977142,0.022858,0.002651,-0.002821,10.272811,0.000010,0.638323,192224.000000,1.376418,0.669186,27.651049,990.489990,27.651049,990.489990
4553,0.853341,0.318431,0.278852,-0.014583,-0.004306,-0.003967,-0.098051,-0.001322,-0.002977,-0.027687,0.000000,0.017766,-0.026760,-0.022692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.241187,0.573271,0.977142,0.022858,0.003628,-0.002179,10.262594,0.000171,0.637778,195870.000000,1.375334,0.632196,26.475590,961.190002,26.475590,961.190002
4554,0.903761,0.336733,0.293920,-0.004167,-0.003587,-0.003662,-0.103274,-0.001169,-0.003008,-0.028355,0.000000,0.018051,-0.027640,-0.029658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.242653,0.587938,0.977417,0.022583,0.002213,-0.002801,10.251846,0.000076,0.637198,197212.000000,1.479031,0.514835,27.472296,990.280029,27.472296,990.280029
4555,0.902335,0.336922,0.294869,-0.003472,-0.003653,-0.003763,-0.103927,-0.001236,-0.003038,-0.028449,0.000000,0.017854,-0.028114,-0.032780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.252582,0.596691,0.977783,0.022217,0.005119,-0.000961,10.250411,0.000010,0.637266,196807.000000,1.417879,0.580093,26.762747,980.330017,26.762747,980.330017
4556,0.879890,0.329763,0.286493,-0.009259,-0.004027,-0.003872,-0.100532,-0.001243,-0.002987,-0.028173,0.000000,0.018228,-0.026462,-0.009598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.239792,0.571590,0.977427,0.022573,0.004189,-0.003050,10.259479,0.000256,0.638248,197400.000000,1.400270,0.591703,27.013132,970.809998,27.013132,970.809998
4557,0.909453,0.340270,0.296244,-0.002593,-0.003931,-0.004304,-0.104146,-0.001306,-0.003172,-0.028926,0.000000,0.019181,-0.027862,-0.004533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.248565,0.590503,0.977702,0.022298,0.004184,-0.001965,10.293167,0.000577,0.640592,197101.000000,1.426974,0.568018,27.386614,980.739990,27.386614,980.739990
4558,0.916133,0.341078,0.297604,-0.001667,-0.003710,-0.003932,-0.104766,-0.001183,-0.003075,-0.028207,0.000000,0.018475,-0.028161,-0.018074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.246276,0.595364,0.977844,0.022156,0.003958,0.000582,10.326126,0.000384,0.640907,195846.000000,1.380672,0.627106,27.459768,990.419983,27.459768,990.419983
4559,0.919932,0.341341,0.297968,-0.001389,-0.003536,-0.003839,-0.104758,-0.001100,-0.003065,-0.028261,0.000000,0.018607,-0.028066,-0.019681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.240403,0.594257,0.977549,0.022451,0.004413,-0.001840,10.328747,0.000010,0.640917,196507.000000,1.440498,0.560527,27.622295,990.250000,27.622295,990.250000
4560,0.889755,0.332808,0.288659,-0.007917,-0.004136,-0.003944,-0.101556,-0.001270,-0.003023,-0.027855,0.000000,0.018424,-0.026708,-0.013744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.238343,0.577868,0.977122,0.022878,0.002521,-0.001155,10.326814,0.000010,0.640798,197615.000000,1.372586,0.617217,26.822985,971.330017,26.822985,971.330017
4561,0.898613,0.334324,0.292571,-0.005139,-0.004205,-0.004055,-0.103410,-0.001521,-0.003089,-0.028849,0.000000,0.018150,-0.028196,-0.033710,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.247127,0.593371,0.976715,0.023285,0.003259,-0.001771,10.310577,0.000010,0.639752,196459.000000,1.405847,0.595669,26.654413,971.109985,26.654413,971.109985
