step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/termination_penalty,Episode_Reward/flat_orientation_l2,Episode_Reward/base_height,Episode_Reward/action_rate_l1,Episode_Reward/dof_pos_limits,Episode_Reward/energy,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_air_time,Episode_Reward/feet_slide,Episode_Reward/stand_still,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/feet_contact_number,Episode_Reward/feet_clearance,Episode_Reward/undesired_contacts,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/illegal_contact,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
6934,0.840347,0.326192,0.271304,-0.020139,-0.005946,-0.004215,-0.093690,-0.001307,-0.003109,-0.024510,0.000000,0.017988,-0.024684,-0.011232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.218217,0.517168,0.977417,0.022583,0.004306,-0.002021,9.762729,0.000076,0.623029,198548.000000,1.387356,0.593093,26.374022,933.840027,26.374022,933.840027
6935,0.844104,0.327681,0.271410,-0.019722,-0.005748,-0.004358,-0.094033,-0.001718,-0.003078,-0.025080,0.000000,0.017836,-0.024389,-0.010603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.213815,0.506162,0.975993,0.024007,0.002311,-0.000709,9.766168,0.000010,0.622992,195000.000000,1.387185,0.629297,26.415918,932.590027,26.415918,932.590027
6936,0.923835,0.360139,0.297562,-0.001667,-0.004190,-0.004581,-0.102330,-0.001157,-0.003437,-0.025851,0.000000,0.020102,-0.026206,-0.003819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.228965,0.533759,0.975474,0.024526,0.002912,-0.001506,9.760118,0.000256,0.622746,189756.000000,1.372882,0.699334,28.469028,990.250000,28.469028,990.250000
6937,0.932189,0.363763,0.300002,0.000000,-0.004262,-0.004451,-0.102975,-0.001251,-0.003400,-0.025932,0.000000,0.020026,-0.026599,-0.008349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.228662,0.533467,0.976074,0.023926,0.003019,-0.002613,9.768021,0.000384,0.623769,190349.000000,1.367911,0.697845,28.803610,1000.000000,28.803610,1000.000000
6938,0.920223,0.356846,0.296995,-0.002083,-0.004460,-0.004483,-0.102361,-0.001272,-0.003369,-0.025844,0.000000,0.019664,-0.026452,-0.018220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.232659,0.544305,0.976705,0.023295,0.003882,0.000424,9.799074,0.000384,0.624719,187234.000000,1.383348,0.716777,28.296240,990.390015,28.296240,990.390015
6939,0.909075,0.353471,0.291604,-0.005833,-0.004898,-0.004361,-0.100832,-0.001314,-0.003313,-0.025152,0.000000,0.019442,-0.025919,-0.013909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.218052,0.527045,0.977203,0.022797,0.002253,-0.001854,9.809339,0.000010,0.624637,183390.000000,1.401336,0.742806,27.658546,971.229980,27.658546,971.229980
6940,0.917068,0.356780,0.296083,-0.002708,-0.004681,-0.004279,-0.102172,-0.001142,-0.003379,-0.025972,0.000000,0.019519,-0.026554,-0.015277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231794,0.540630,0.977193,0.022807,0.003008,-0.001569,9.806847,0.000010,0.624530,191357.000000,1.374839,0.680040,27.549435,971.109985,27.549435,971.109985
6941,0.920298,0.355239,0.295931,-0.002778,-0.004370,-0.004075,-0.102032,-0.001152,-0.003271,-0.024522,0.000000,0.018618,-0.026643,-0.022540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.225155,0.538519,0.977468,0.022532,0.003529,-0.001098,9.804398,0.000010,0.624442,192378.000000,1.380725,0.663249,27.974741,980.580017,27.974741,980.580017
6942,0.903593,0.353018,0.291378,-0.005982,-0.004805,-0.004452,-0.100359,-0.001307,-0.003351,-0.025347,0.000000,0.019577,-0.025582,-0.010104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.227076,0.525151,0.977224,0.022776,0.004403,-0.001584,9.804130,0.000114,0.624609,191942.000000,1.363767,0.684842,27.314777,961.650024,27.314777,961.650024
6943,0.894173,0.347777,0.288491,-0.007986,-0.004864,-0.004441,-0.099764,-0.001234,-0.003318,-0.025194,0.000000,0.019144,-0.026082,-0.008586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.227809,0.528063,0.976674,0.023326,0.003304,-0.000985,9.811002,0.000010,0.624681,192299.000000,1.359434,0.685379,27.304358,961.510010,27.304358,961.510010
6944,0.875869,0.338875,0.281622,-0.012778,-0.005348,-0.004303,-0.097240,-0.001388,-0.003168,-0.024612,0.000000,0.018054,-0.025364,-0.013986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.220763,0.524602,0.975627,0.024373,0.002361,-0.001298,9.809985,0.000010,0.624612,192584.000000,1.363550,0.678231,26.888321,952.049988,26.888321,952.049988
6945,0.925085,0.355722,0.298341,-0.001190,-0.005761,-0.004414,-0.103659,-0.001337,-0.003391,-0.025835,0.000000,0.018998,-0.028693,-0.029640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.233966,0.564441,0.974986,0.025014,0.001355,-0.001169,9.794720,0.000256,0.623344,195068.000000,1.375062,0.640725,27.869310,981.099976,27.869310,981.099976
6946,0.910010,0.353711,0.292942,-0.004861,-0.004496,-0.004241,-0.101320,-0.001139,-0.003308,-0.025644,0.000000,0.019002,-0.026376,-0.013764,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.225374,0.528510,0.974752,0.025248,0.003497,-0.001795,9.768450,0.000015,0.622969,196088.000000,1.356047,0.649248,27.949593,980.669983,27.949593,980.669983
6947,0.919166,0.355607,0.295547,-0.003056,-0.004872,-0.004354,-0.102055,-0.001261,-0.003391,-0.025421,0.000000,0.019217,-0.026842,-0.011916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.225575,0.541336,0.974752,0.025248,0.001832,-0.001947,9.764318,0.000010,0.622804,193567.000000,1.346931,0.684480,28.044195,980.590027,28.044195,980.590027
6948,0.917445,0.357197,0.295952,-0.002778,-0.004534,-0.004392,-0.102151,-0.001243,-0.003391,-0.025804,0.000000,0.019400,-0.026258,-0.003633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231189,0.536649,0.974436,0.025564,0.002167,-0.001747,9.760353,0.000010,0.622629,195795.000000,1.357332,0.650972,28.118769,980.580017,28.118769,980.580017
6949,0.905468,0.351979,0.291785,-0.005833,-0.005109,-0.004101,-0.102635,-0.001526,-0.003289,-0.026240,0.000000,0.018401,-0.026298,-0.014189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.227604,0.537772,0.975047,0.024953,0.002667,0.001232,9.754864,0.000010,0.622443,196185.000000,1.355587,0.648722,27.905693,981.270020,27.905693,981.270020
6950,0.920779,0.356905,0.295383,-0.003125,-0.004170,-0.004365,-0.102637,-0.001186,-0.003409,-0.026161,0.000000,0.019314,-0.025951,-0.016354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.220758,0.532166,0.975352,0.024648,0.003504,-0.002292,9.747715,0.000256,0.622082,193678.000000,1.355141,0.675105,27.999601,980.369995,27.999601,980.369995
6951,0.931968,0.360296,0.300002,0.000000,-0.004244,-0.004253,-0.104110,-0.001195,-0.003396,-0.025791,0.000000,0.019071,-0.027325,-0.012194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.229572,0.546817,0.975433,0.024567,0.005310,-0.001580,9.745780,0.000010,0.622218,189948.000000,1.361004,0.709114,28.538410,1000.000000,28.538410,1000.000000
6952,0.897799,0.348491,0.289007,-0.007569,-0.004907,-0.004267,-0.100541,-0.001387,-0.003294,-0.025285,0.000000,0.018838,-0.026037,-0.011131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.224644,0.530605,0.975566,0.024434,0.004274,-0.001588,9.747963,0.000010,0.622271,197379.000000,1.359705,0.632473,27.272100,961.330017,27.272100,961.330017
6953,0.899845,0.349510,0.290123,-0.007011,-0.004875,-0.004306,-0.100548,-0.001267,-0.003313,-0.025220,0.000000,0.019094,-0.025797,-0.009954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.228595,0.532174,0.974691,0.025309,0.007225,-0.001985,9.749255,0.000010,0.622317,197400.000000,1.354031,0.637937,26.853954,953.289978,26.853954,953.289978
6954,0.896709,0.347334,0.288406,-0.008168,-0.004832,-0.004335,-0.100243,-0.001778,-0.003320,-0.025357,0.000000,0.018960,-0.026242,-0.020722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.221733,0.530222,0.973979,0.026021,0.005363,-0.001647,9.752285,0.000010,0.622504,196730.000000,1.383420,0.615330,27.086422,962.520020,27.086422,962.520020
6955,0.891158,0.345653,0.286857,-0.008974,-0.004561,-0.004242,-0.099147,-0.001232,-0.003282,-0.024890,0.000000,0.018500,-0.025671,-0.007837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.220923,0.521370,0.973887,0.026113,0.003686,-0.001071,9.756661,0.000010,0.622684,202538.000000,1.367775,0.573660,27.730579,970.739990,27.730579,970.739990
6956,0.899646,0.349314,0.289982,-0.006944,-0.005058,-0.004329,-0.100645,-0.001305,-0.003344,-0.025297,0.000000,0.018902,-0.026257,-0.017080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.225838,0.532705,0.973663,0.026337,0.003331,-0.002040,9.764662,0.000010,0.623105,198020.000000,1.369266,0.616472,27.955395,980.799988,27.955395,980.799988
6957,0.920060,0.356968,0.295985,-0.002778,-0.004589,-0.004476,-0.102335,-0.001245,-0.003408,-0.025447,0.000000,0.019644,-0.026190,-0.005566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.227586,0.538420,0.973440,0.026560,0.002855,-0.001609,9.771097,0.000010,0.623187,194177.000000,1.379973,0.645056,28.146606,980.739990,28.146606,980.739990
6958,0.905618,0.350471,0.291760,-0.005833,-0.005092,-0.004455,-0.101161,-0.001320,-0.003367,-0.025206,0.000000,0.018936,-0.026578,-0.013463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.226611,0.538394,0.973582,0.026418,0.004250,-0.002418,9.770956,0.000256,0.623435,199077.000000,1.381231,0.593965,27.655519,971.719971,27.655519,971.719971
6959,0.915070,0.354237,0.294620,-0.003750,-0.004472,-0.004479,-0.102459,-0.001194,-0.003421,-0.025244,0.000000,0.018964,-0.026990,-0.015474,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.227194,0.536987,0.972911,0.027089,0.003265,-0.002402,9.781192,0.000010,0.623638,196396.000000,1.381392,0.620762,27.765041,980.859985,27.765041,980.859985
6960,0.927158,0.359002,0.298332,-0.001190,-0.004300,-0.004508,-0.103937,-0.001316,-0.003461,-0.025663,0.000000,0.019521,-0.026916,-0.009856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.228458,0.543262,0.972921,0.027079,0.004580,-0.002180,9.784399,0.000010,0.623728,193572.000000,1.372520,0.658840,28.298546,990.659973,28.298546,990.659973
6961,0.902980,0.350597,0.290619,-0.006597,-0.004819,-0.004343,-0.100400,-0.001232,-0.003326,-0.025200,0.000000,0.019059,-0.026041,-0.014989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.224003,0.531261,0.973124,0.026876,0.002048,-0.002025,9.781611,0.000051,0.623416,199082.000000,1.356898,0.618243,27.348341,961.929993,27.348341,961.929993
6962,0.921954,0.358008,0.296508,-0.002431,-0.004391,-0.004292,-0.102366,-0.001192,-0.003354,-0.024945,0.000000,0.019181,-0.026606,-0.011813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.225782,0.534951,0.973002,0.026998,0.004395,-0.001200,9.773623,0.000010,0.623280,200793.000000,1.348252,0.610062,28.068089,980.900024,28.068089,980.900024
6963,0.886068,0.343039,0.284776,-0.010496,-0.004701,-0.004441,-0.099861,-0.001843,-0.003302,-0.025466,0.000000,0.018191,-0.025747,-0.008124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.219306,0.522072,0.972717,0.027283,0.002272,0.000095,9.770419,0.000010,0.623093,198697.000000,1.372349,0.606617,26.739265,941.960022,26.739265,941.960022
6964,0.925856,0.357649,0.297039,-0.002083,-0.004418,-0.004198,-0.103045,-0.001096,-0.003335,-0.025111,0.000000,0.018707,-0.026733,-0.024339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.223020,0.541818,0.972422,0.027578,0.003057,-0.002046,9.758579,0.000114,0.622265,199290.000000,1.373099,0.599983,28.064434,990.530029,28.064434,990.530029
6965,0.888092,0.345283,0.285407,-0.010000,-0.004484,-0.004215,-0.098767,-0.001220,-0.003232,-0.023981,0.000000,0.018367,-0.025839,-0.011448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.218336,0.516560,0.972321,0.027679,0.003860,-0.001336,9.748042,0.000010,0.622213,199138.000000,1.373538,0.601050,28.029339,980.719971,28.029339,980.719971
6966,0.927742,0.359045,0.297562,-0.001667,-0.004136,-0.004352,-0.103563,-0.001394,-0.003368,-0.025341,0.000000,0.019355,-0.026640,-0.012891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.222248,0.535691,0.972483,0.027517,0.002804,-0.001026,9.747548,0.000010,0.622186,199548.000000,1.360990,0.609538,28.344419,990.250000,28.344419,990.250000
6967,0.926910,0.359420,0.297574,-0.001667,-0.004107,-0.004223,-0.103133,-0.001163,-0.003342,-0.025415,0.000000,0.018710,-0.026648,-0.017924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.221956,0.534696,0.973348,0.026652,0.003241,-0.001538,9.746224,0.000010,0.622113,197959.000000,1.400103,0.586241,28.278416,990.299988,28.278416,990.299988
6968,0.917416,0.355030,0.294354,-0.003968,-0.004458,-0.004354,-0.102232,-0.001295,-0.003358,-0.025404,0.000000,0.019101,-0.026063,-0.011750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.221469,0.534020,0.973918,0.026082,0.003586,-0.001442,9.743646,0.000010,0.622048,193127.000000,1.400485,0.635555,27.660526,971.609985,27.660526,971.609985
6969,0.931145,0.361386,0.300002,0.000000,-0.004055,-0.004374,-0.103829,-0.001201,-0.003390,-0.025138,0.000000,0.019272,-0.026401,-0.007599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.230102,0.541708,0.974416,0.025584,0.001955,-0.001439,9.742517,0.000010,0.622041,194701.000000,1.374647,0.644935,28.549311,1000.000000,28.549311,1000.000000
6970,0.921705,0.354512,0.295960,-0.002857,-0.004335,-0.004506,-0.103158,-0.001191,-0.003388,-0.025506,0.000000,0.018708,-0.027003,-0.015336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.223383,0.543919,0.974640,0.025360,0.002307,-0.001179,9.742622,0.000010,0.622036,196076.000000,1.390142,0.615278,27.861095,981.200012,27.861095,981.200012
6971,0.904280,0.351412,0.290795,-0.006250,-0.004225,-0.004237,-0.101538,-0.001225,-0.003300,-0.024664,0.000000,0.018435,-0.025893,-0.007044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.220876,0.525860,0.974640,0.025360,0.002978,-0.000503,9.742023,0.000010,0.621978,199335.000000,1.399125,0.573512,27.979078,980.450012,27.979078,980.450012
6972,0.907878,0.351503,0.292089,-0.005635,-0.004803,-0.004781,-0.101418,-0.001364,-0.003411,-0.025352,0.000000,0.019029,-0.026333,-0.008578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.224402,0.536505,0.973989,0.026011,0.002835,-0.000788,9.741037,0.000010,0.621971,198237.000000,1.390829,0.592729,27.802340,971.880005,27.802340,971.880005
6973,0.932421,0.363304,0.300002,0.000000,-0.004004,-0.004419,-0.103679,-0.001079,-0.003402,-0.024892,0.000000,0.018872,-0.026390,-0.008814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.227586,0.535453,0.973928,0.026072,0.002431,-0.000657,9.742577,0.000010,0.622032,198186.000000,1.364462,0.619609,28.804520,1000.000000,28.804520,1000.000000
6974,0.917006,0.354970,0.294590,-0.003750,-0.004301,-0.004371,-0.101913,-0.001150,-0.003328,-0.024912,0.000000,0.018805,-0.025861,-0.015119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.222663,0.534351,0.974213,0.025787,0.004209,-0.001277,9.744292,0.000010,0.622052,197704.000000,1.369782,0.619121,27.993437,980.750000,27.993437,980.750000
6975,0.917626,0.356060,0.294714,-0.003750,-0.004226,-0.004244,-0.102003,-0.001201,-0.003266,-0.024471,0.000000,0.018165,-0.026454,-0.016125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.223058,0.533754,0.974436,0.025564,0.004183,-0.002848,9.742911,0.000023,0.622013,197201.000000,1.361718,0.632258,27.963753,981.309998,27.963753,981.309998
6976,0.899170,0.349157,0.290019,-0.006875,-0.004647,-0.004334,-0.100348,-0.001213,-0.003254,-0.024692,0.000000,0.017710,-0.025874,-0.009899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231145,0.533392,0.975189,0.024811,0.003401,-0.001646,9.739914,0.000010,0.621856,196658.000000,1.358638,0.640846,27.198126,961.380005,27.198126,961.380005
6977,0.898360,0.347338,0.288989,-0.007569,-0.004319,-0.004350,-0.101224,-0.001518,-0.003265,-0.024658,0.000000,0.017660,-0.026692,-0.024907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.221816,0.529685,0.975647,0.024353,0.003524,-0.001040,9.736924,0.000010,0.621752,192893.000000,1.380828,0.657690,26.735703,951.409973,26.735703,951.409973
6978,0.902876,0.350194,0.289950,-0.006944,-0.004686,-0.004652,-0.100355,-0.001237,-0.003302,-0.024428,0.000000,0.018250,-0.025604,-0.004336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.223023,0.529913,0.975311,0.024689,0.003297,-0.001652,9.732860,0.000010,0.621609,191879.000000,1.381987,0.667298,27.813612,970.940002,27.813612,970.940002
6979,0.915973,0.355680,0.294572,-0.003750,-0.004349,-0.004732,-0.102495,-0.001690,-0.003413,-0.026139,0.000000,0.019041,-0.026412,-0.007369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.224635,0.545911,0.974854,0.025146,0.001589,-0.001371,9.727127,0.000023,0.621231,190425.000000,1.414442,0.650494,27.866829,971.119995,27.866829,971.119995
6980,0.934378,0.364505,0.300002,0.000000,-0.004064,-0.004439,-0.103800,-0.001122,-0.003370,-0.025679,0.000000,0.019205,-0.026478,-0.004567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.224925,0.532217,0.974854,0.025146,0.002504,-0.001318,9.720892,0.000010,0.621135,189143.000000,1.400849,0.678083,28.781525,1000.000000,28.781525,1000.000000
6981,0.918547,0.358240,0.295755,-0.002917,-0.004130,-0.004683,-0.102146,-0.001140,-0.003392,-0.025052,0.000000,0.019358,-0.026108,-0.001974,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.227918,0.528796,0.975057,0.024943,0.002647,-0.000952,9.720115,0.000010,0.621082,194500.000000,1.399542,0.622132,28.196136,980.669983,28.196136,980.669983
6982,0.904763,0.352518,0.291262,-0.006111,-0.004678,-0.004532,-0.101558,-0.001386,-0.003311,-0.025117,0.000000,0.018267,-0.025828,-0.012882,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.226013,0.533699,0.975057,0.024943,0.002554,-0.000590,9.719518,0.000010,0.621051,196086.000000,1.383545,0.621778,27.686911,971.330017,27.686911,971.330017
6983,0.913288,0.354994,0.294626,-0.003750,-0.004363,-0.004560,-0.102117,-0.001198,-0.003351,-0.025648,0.000000,0.018312,-0.026311,-0.017139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231008,0.536401,0.974772,0.025228,0.003129,-0.001246,9.718826,0.000010,0.621004,193993.000000,1.390067,0.636883,27.970209,980.909973,27.970209,980.909973
6984,0.904514,0.349754,0.290475,-0.006528,-0.004153,-0.004655,-0.101751,-0.001414,-0.003330,-0.024857,0.000000,0.017832,-0.026936,-0.019715,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.219228,0.529098,0.974884,0.025116,0.002073,-0.000449,9.718379,0.000010,0.620972,194845.000000,1.393348,0.624741,27.739594,970.880005,27.739594,970.880005
6985,0.909808,0.353214,0.292744,-0.005000,-0.004371,-0.004492,-0.101390,-0.001127,-0.003309,-0.025193,0.000000,0.018410,-0.026186,-0.007797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.223737,0.529439,0.975220,0.024780,0.003717,-0.000885,9.717864,0.000010,0.620972,189175.000000,1.418851,0.659721,28.010506,980.659973,28.010506,980.659973
6986,0.898616,0.350275,0.289925,-0.006944,-0.004477,-0.004733,-0.100263,-0.001194,-0.003331,-0.025199,0.000000,0.018616,-0.025784,-0.010857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.227117,0.526807,0.976186,0.023814,0.002215,-0.000726,9.717988,0.000010,0.620996,192361.000000,1.376731,0.667424,27.925777,980.690002,27.925777,980.690002
6987,0.906801,0.352835,0.291575,-0.005833,-0.004293,-0.004758,-0.100685,-0.001208,-0.003349,-0.026209,0.000000,0.018532,-0.025735,-0.004089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.223716,0.524104,0.976196,0.023804,0.002523,-0.001231,9.717726,0.000010,0.620979,190787.000000,1.372806,0.688208,27.821472,971.179993,27.821472,971.179993
6988,0.896404,0.348259,0.287791,-0.008472,-0.004787,-0.004502,-0.099753,-0.001215,-0.003219,-0.025104,0.000000,0.018027,-0.025504,-0.004456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.218474,0.522455,0.975667,0.024333,0.003369,-0.001095,9.716646,0.000010,0.621029,192115.000000,1.361791,0.684982,27.115395,952.049988,27.115395,952.049988
6989,0.898924,0.349994,0.288935,-0.007639,-0.004456,-0.004588,-0.100621,-0.001658,-0.003306,-0.025862,0.000000,0.018596,-0.025119,-0.005734,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.221686,0.526749,0.975515,0.024485,0.003079,-0.000798,9.716417,0.000010,0.621033,193689.000000,1.381580,0.648559,27.421144,961.340027,27.421144,961.340027
6990,0.923815,0.358339,0.297049,-0.002083,-0.004177,-0.004853,-0.102763,-0.001130,-0.003410,-0.025529,0.000000,0.018855,-0.026751,-0.010700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.226181,0.536805,0.975627,0.024373,0.001496,-0.002192,9.710475,0.000171,0.620563,190749.000000,1.382644,0.678786,28.307829,990.559998,28.307829,990.559998
6991,0.936854,0.364027,0.300002,0.000000,-0.004070,-0.004589,-0.103303,-0.001110,-0.003359,-0.025496,0.000000,0.019493,-0.025894,-0.000115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.220698,0.531571,0.975840,0.024160,0.002693,-0.002002,9.698881,0.000010,0.620425,189086.000000,1.351686,0.727869,29.020424,1000.000000,29.020424,1000.000000
6992,0.908125,0.353437,0.292186,-0.005357,-0.004293,-0.004499,-0.100978,-0.001096,-0.003280,-0.024952,0.000000,0.018418,-0.026000,-0.011557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.223173,0.525620,0.975973,0.024028,0.004745,-0.000837,9.698094,0.000010,0.620430,192036.000000,1.368854,0.678762,28.080500,980.580017,28.080500,980.580017
6993,0.903073,0.350794,0.291079,-0.006250,-0.004702,-0.004438,-0.100881,-0.001364,-0.003254,-0.025362,0.000000,0.018031,-0.026405,-0.015998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.226460,0.535672,0.975118,0.024882,0.003555,-0.001023,9.698031,0.000010,0.620455,190293.000000,1.394369,0.671996,27.746857,971.659973,27.746857,971.659973
6994,0.910888,0.354436,0.292901,-0.004960,-0.004574,-0.004520,-0.101140,-0.001161,-0.003281,-0.025097,0.000000,0.018588,-0.026099,-0.015507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.224661,0.531194,0.975037,0.024963,0.003536,-0.000731,9.699402,0.000010,0.620542,188960.000000,1.390616,0.690327,28.224792,981.130005,28.224792,981.130005
6995,0.905872,0.353179,0.291188,-0.006085,-0.004441,-0.004573,-0.101065,-0.001521,-0.003279,-0.025721,0.000000,0.018780,-0.025365,-0.002748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.222653,0.524344,0.975474,0.024526,0.003460,-0.000234,9.701495,0.000010,0.620597,190538.000000,1.387050,0.676665,27.279037,951.840027,27.279037,951.840027
6996,0.908385,0.352703,0.291711,-0.005694,-0.004621,-0.004377,-0.100691,-0.001194,-0.003232,-0.025329,0.000000,0.018328,-0.025715,-0.013422,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.220303,0.527358,0.975861,0.024139,0.006996,-0.000955,9.703045,0.000010,0.620656,191105.000000,1.383132,0.674451,27.141777,961.280029,27.141777,961.280029
6997,0.907183,0.351972,0.291569,-0.005833,-0.004500,-0.004907,-0.101100,-0.001227,-0.003338,-0.025799,0.000000,0.018722,-0.026445,-0.013444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.224059,0.530828,0.975647,0.024353,0.005031,-0.002864,9.710023,0.000051,0.621162,192009.000000,1.403289,0.644611,27.351023,961.590027,27.351023,961.590027
