step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/base_height,Episode_Reward/flat_orientation_l2,Episode_Reward/action_rate_l1,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/energy,Episode_Reward/dof_pos_limits,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_contact_number,Episode_Reward/feet_slide,Episode_Reward/feet_clearance,Episode_Reward/stand_still,Episode_Reward/undesired_contacts,Curriculum/terrain_levels,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/base_height,Episode_Termination/bad_orientation,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
983,0.023097,0.008297,0.008341,-0.019832,-0.012585,-0.020566,-0.002137,-0.018220,-0.003978,-0.007553,-0.000315,-0.000068,-0.004909,-0.008338,0.007107,-0.001366,0.022864,-0.019269,-0.000014,0.000000,0.100000,0.100000,0.064848,0.088398,0.000000,0.000000,1.000000,0.102559,-0.028463,16.683727,0.000878,0.992219,105415.000000,3.158252,0.571887,-1.648802,29.350000,-1.648802,29.350000
984,0.023366,0.008255,0.008382,-0.020704,-0.012419,-0.020696,-0.002180,-0.018518,-0.004012,-0.007528,-0.000318,-0.000069,-0.004940,-0.008388,0.007112,-0.001353,0.022695,-0.018020,-0.000009,0.000000,0.100000,0.100000,0.064405,0.089994,0.000000,0.000000,1.000000,0.102804,-0.024656,16.677172,0.000878,0.992599,104417.000000,3.218582,0.547220,-1.065729,32.799999,-1.065729,32.799999
985,0.023278,0.008305,0.008415,-0.022604,-0.012490,-0.020747,-0.002081,-0.018408,-0.004028,-0.007630,-0.000318,-0.000070,-0.004965,-0.008395,0.007180,-0.001361,0.022346,-0.018378,-0.000014,0.000000,0.100000,0.100000,0.065468,0.089790,0.000000,0.000000,1.000000,0.101461,-0.025589,16.684525,0.001317,0.992928,107383.000000,3.141285,0.520492,-1.222649,25.379999,-1.222649,25.379999
986,0.021743,0.008043,0.008032,-0.019946,-0.012339,-0.019778,-0.002272,-0.018366,-0.003869,-0.007004,-0.000305,-0.000065,-0.004744,-0.008160,0.006884,-0.001299,0.021804,-0.018154,-0.000017,0.000000,0.100000,0.100000,0.063106,0.085122,0.000000,0.000000,1.000000,0.106632,-0.020701,16.684744,0.000878,0.992752,107440.000000,3.139148,0.520702,-1.117741,24.680000,-1.117741,24.680000
987,0.024704,0.008564,0.008621,-0.019280,-0.012545,-0.021308,-0.002505,-0.018470,-0.004119,-0.007800,-0.000326,-0.000070,-0.005086,-0.008570,0.007324,-0.001396,0.023931,-0.019445,-0.000014,0.000000,0.100000,0.100000,0.064604,0.091644,0.000000,0.000000,1.000000,0.110615,-0.024432,16.689264,0.000878,0.992634,105863.000000,3.178362,0.535995,-1.510767,32.529999,-1.510767,32.529999
988,0.025132,0.008658,0.008684,-0.021014,-0.012508,-0.021415,-0.002090,-0.018551,-0.004123,-0.007941,-0.000327,-0.000072,-0.005146,-0.008517,0.007385,-0.001407,0.023734,-0.020542,-0.000012,0.000000,0.100000,0.100000,0.065219,0.092058,0.000000,0.000000,1.000000,0.099891,-0.024642,16.688225,0.000585,0.993062,104867.000000,3.154272,0.595376,-1.256324,25.930000,-1.256324,25.930000
989,0.024523,0.008527,0.008623,-0.022787,-0.012489,-0.021280,-0.002006,-0.018517,-0.004112,-0.007731,-0.000326,-0.000067,-0.005083,-0.008494,0.007327,-0.001385,0.023030,-0.018905,-0.000006,0.000000,0.100000,0.100000,0.065411,0.092194,0.000000,0.000000,1.000000,0.101193,-0.025721,16.692936,0.000390,0.993578,106595.000000,3.156480,0.532365,-1.809339,30.559999,-1.809339,30.559999
990,0.025300,0.008661,0.008747,-0.022632,-0.012490,-0.021583,-0.002121,-0.018693,-0.004184,-0.007904,-0.000331,-0.000072,-0.005160,-0.008580,0.007350,-0.001398,0.023502,-0.020044,-0.000012,0.000000,0.100000,0.100000,0.065365,0.093244,0.000000,0.000000,1.000000,0.100634,-0.027695,16.690804,0.000390,0.993789,109325.000000,3.095399,0.501346,-1.163018,31.309999,-1.163018,31.309999
991,0.023689,0.008493,0.008515,-0.021307,-0.012610,-0.020992,-0.002626,-0.018416,-0.004053,-0.007816,-0.000321,-0.000070,-0.005046,-0.008399,0.007307,-0.001374,0.023036,-0.018884,-0.000015,0.000000,0.100000,0.100000,0.065988,0.089928,0.000000,0.000000,1.000000,0.112516,-0.021922,16.687002,0.001317,0.993615,112250.000000,3.011239,0.491769,-1.264461,23.980000,-1.264461,23.980000
992,0.024234,0.008546,0.008595,-0.022656,-0.012502,-0.021262,-0.002028,-0.018545,-0.004116,-0.008130,-0.000325,-0.000070,-0.005055,-0.008428,0.007302,-0.001385,0.022918,-0.018845,-0.000013,0.000000,0.100000,0.100000,0.065646,0.091154,0.000000,0.000000,1.000000,0.103428,-0.011035,16.671200,0.000010,0.991184,109744.000000,2.993398,0.589618,-1.528795,32.070000,-1.528795,32.070000
993,0.024395,0.008522,0.008588,-0.020694,-0.012474,-0.021166,-0.002041,-0.018579,-0.004098,-0.007821,-0.000324,-0.000068,-0.005067,-0.008436,0.007293,-0.001389,0.023459,-0.019234,-0.000014,0.000000,0.100000,0.100000,0.065176,0.091273,0.000000,0.000000,1.000000,0.096226,-0.023195,16.666544,0.000577,0.991240,105664.000000,3.151337,0.570040,-1.063687,32.020000,-1.063687,32.020000
994,0.022811,0.008207,0.008291,-0.019942,-0.012437,-0.020378,-0.002143,-0.018403,-0.003970,-0.007562,-0.000313,-0.000062,-0.004862,-0.008315,0.007135,-0.001323,0.022664,-0.018961,-0.000010,0.000000,0.100000,0.100000,0.064500,0.088601,0.000000,0.000000,1.000000,0.101092,-0.018372,16.648720,0.000384,0.990358,106693.000000,3.153751,0.531735,-1.622556,30.180000,-1.622556,30.180000
995,0.023250,0.008266,0.008327,-0.021647,-0.012372,-0.020464,-0.002137,-0.018508,-0.003975,-0.007262,-0.000314,-0.000062,-0.004873,-0.008282,0.007135,-0.001346,0.022381,-0.021707,-0.000010,0.000000,0.100000,0.100000,0.064253,0.088729,0.000000,0.000000,1.000000,0.094969,-0.029386,16.655361,0.000577,0.990312,106138.000000,3.144651,0.560077,-1.162729,29.879999,-1.162729,29.879999
996,0.022357,0.008079,0.008219,-0.018667,-0.012402,-0.020160,-0.001938,-0.018462,-0.003933,-0.007229,-0.000310,-0.000067,-0.004822,-0.008217,0.007046,-0.001321,0.022768,-0.018712,-0.000013,0.000000,0.100000,0.100000,0.064562,0.088305,0.000000,0.000000,1.000000,0.099695,-0.026812,16.657692,0.000384,0.990826,104363.000000,3.222852,0.544899,-0.693705,34.560001,-0.693705,34.560001
997,0.024801,0.008552,0.008666,-0.023499,-0.012486,-0.021289,-0.002054,-0.018557,-0.004112,-0.007828,-0.000325,-0.000069,-0.005098,-0.008512,0.007379,-0.001391,0.022980,-0.018242,-0.000015,0.000000,0.100000,0.100000,0.065539,0.092352,0.000000,0.000000,1.000000,0.093504,-0.027002,16.658514,0.000256,0.990969,106582.000000,3.130485,0.558822,-0.903441,33.770000,-0.903441,33.770000
998,0.022317,0.008156,0.008144,-0.019047,-0.012402,-0.019975,-0.002045,-0.018305,-0.003890,-0.007125,-0.000307,-0.000065,-0.004786,-0.008162,0.007054,-0.001318,0.022406,-0.019647,-0.000014,0.000000,0.100000,0.100000,0.063807,0.085825,0.000000,0.000000,1.000000,0.097381,-0.028885,16.664392,0.000577,0.990892,107017.000000,3.148574,0.525740,-1.677323,32.090000,-1.677323,32.090000
999,0.023383,0.008261,0.008344,-0.019237,-0.012357,-0.020466,-0.002317,-0.018673,-0.003949,-0.007268,-0.000314,-0.000068,-0.004870,-0.008325,0.007166,-0.001333,0.023068,-0.019313,-0.000013,0.000000,0.100000,0.100000,0.064169,0.088738,0.000000,0.000000,1.000000,0.099933,-0.024309,16.670269,0.000865,0.991344,107567.000000,3.159878,0.495667,-0.776865,35.500000,-0.776865,35.500000
1000,0.022735,0.008133,0.008194,-0.019476,-0.012362,-0.020137,-0.002550,-0.018533,-0.003902,-0.007442,-0.000310,-0.000064,-0.004796,-0.008233,0.007030,-0.001324,0.022526,-0.019113,-0.000006,0.000000,0.100000,0.100000,0.063536,0.087132,0.000000,0.000000,1.000000,0.103908,-0.025213,16.670372,0.000577,0.991204,108559.000000,3.074701,0.547426,-1.166091,28.940001,-1.166091,28.940001
1001,0.024525,0.008536,0.008599,-0.021199,-0.012574,-0.021106,-0.002208,-0.018427,-0.004047,-0.007814,-0.000321,-0.000069,-0.005011,-0.008465,0.007315,-0.001382,0.023345,-0.019194,-0.000013,0.000000,0.100000,0.100000,0.065321,0.091309,0.000000,0.000000,1.000000,0.096900,-0.027389,16.663414,0.000384,0.991031,104552.000000,3.216650,0.544303,-0.987849,31.200001,-0.987849,31.200001
1002,0.024267,0.008492,0.008508,-0.020075,-0.012502,-0.020863,-0.002204,-0.018218,-0.004010,-0.007572,-0.000318,-0.000070,-0.004976,-0.008374,0.007284,-0.001362,0.023371,-0.018963,-0.000007,0.000000,0.100000,0.100000,0.064727,0.089716,0.000000,0.000000,1.000000,0.100099,-0.024910,16.664557,0.001297,0.991474,107346.000000,3.102551,0.560506,-0.785871,30.450001,-0.785871,30.450001
1003,0.024112,0.008314,0.008491,-0.022013,-0.012660,-0.020830,-0.002033,-0.018089,-0.004022,-0.007596,-0.000319,-0.000068,-0.004953,-0.008481,0.007229,-0.001385,0.022771,-0.018408,-0.000010,0.000000,0.100000,0.100000,0.064649,0.091245,0.000000,0.000000,1.000000,0.102058,-0.020311,16.669182,0.001297,0.991290,108846.000000,3.079113,0.533477,-1.182977,24.500000,-1.182977,24.500000
1004,0.023987,0.008411,0.008445,-0.019618,-0.012608,-0.020700,-0.002765,-0.018155,-0.003983,-0.007471,-0.000315,-0.000069,-0.004929,-0.008435,0.007190,-0.001366,0.023294,-0.019842,-0.000010,0.000000,0.100000,0.100000,0.064264,0.089415,0.000000,0.000000,1.000000,0.116111,-0.017568,16.659389,0.000577,0.990632,108216.000000,3.089320,0.544300,-1.033818,24.959999,-1.033818,24.959999
1005,0.024005,0.008310,0.008448,-0.022949,-0.012512,-0.020701,-0.002135,-0.018152,-0.003999,-0.007527,-0.000316,-0.000067,-0.004941,-0.008462,0.007132,-0.001371,0.022388,-0.019202,-0.000015,0.000000,0.100000,0.100000,0.064272,0.090707,0.000000,0.000000,1.000000,0.099312,-0.025566,16.661268,0.000577,0.990331,108609.000000,3.108901,0.511566,-1.220667,32.080002,-1.220667,32.080002
1006,0.025754,0.008725,0.008761,-0.023217,-0.012730,-0.021466,-0.002854,-0.018143,-0.004074,-0.007995,-0.000325,-0.000073,-0.005106,-0.008616,0.007367,-0.001398,0.023370,-0.018461,-0.000007,0.000000,0.100000,0.100000,0.064832,0.092315,0.000000,0.000000,1.000000,0.136740,-0.018808,16.662582,0.000577,0.990898,107757.000000,3.091594,0.557492,-0.919872,26.570000,-0.919872,26.570000
1007,0.021523,0.008003,0.007960,-0.018267,-0.012554,-0.019447,-0.002009,-0.017708,-0.003763,-0.006997,-0.000297,-0.000062,-0.004653,-0.008114,0.006883,-0.001276,0.022026,-0.018705,-0.000016,0.000000,0.100000,0.100000,0.063315,0.084045,0.000000,0.000000,1.000000,0.095196,-0.026472,16.662815,0.000577,0.990603,104655.000000,3.178057,0.579202,-1.284689,33.810001,-1.284689,33.810001
1008,0.022232,0.008133,0.008125,-0.020965,-0.012560,-0.019852,-0.003231,-0.018016,-0.003830,-0.007133,-0.000303,-0.000066,-0.004759,-0.008166,0.006971,-0.001321,0.021871,-0.018085,-0.000015,0.000000,0.100000,0.100000,0.063902,0.086144,0.000000,0.000000,1.000000,0.186179,-0.016195,16.667603,0.000384,0.991411,106027.000000,3.156602,0.552035,-0.933546,29.090000,-0.933546,29.090000
1009,0.021739,0.007925,0.008044,-0.018757,-0.012533,-0.019661,-0.002125,-0.017973,-0.003815,-0.006967,-0.000302,-0.000068,-0.004688,-0.008181,0.006891,-0.001302,0.022164,-0.018961,-0.000015,0.000000,0.100000,0.100000,0.063742,0.086309,0.000000,0.000000,1.000000,0.095886,-0.025566,16.668909,0.001297,0.990938,110512.000000,3.028705,0.529418,-0.906356,27.400000,-0.906356,27.400000
1010,0.021753,0.008005,0.007970,-0.017743,-0.012494,-0.019493,-0.002615,-0.017886,-0.003762,-0.006825,-0.000299,-0.000063,-0.004643,-0.008108,0.006846,-0.001278,0.022217,-0.019295,-0.000010,0.000000,0.100000,0.100000,0.062919,0.084191,0.000000,0.000000,1.000000,0.128965,-0.009668,16.649117,0.000384,0.990024,109622.000000,3.061171,0.525826,-1.452155,27.540001,-1.452155,27.540001
1011,0.021890,0.008001,0.008019,-0.020899,-0.012522,-0.019677,-0.001998,-0.017956,-0.003821,-0.006941,-0.000303,-0.000067,-0.004707,-0.008207,0.006857,-0.001285,0.021543,-0.017845,-0.000010,0.000000,0.100000,0.100000,0.062974,0.085205,0.000000,0.000000,1.000000,0.093189,-0.023603,16.653330,0.000384,0.989930,107542.000000,3.097672,0.558718,-1.256079,26.450001,-1.256079,26.450001
1012,0.020147,0.007678,0.007698,-0.017651,-0.012440,-0.018849,-0.001997,-0.017861,-0.003662,-0.006609,-0.000291,-0.000064,-0.004438,-0.007918,0.006656,-0.001238,0.021354,-0.018717,-0.000010,0.000000,0.100000,0.100000,0.062446,0.081638,0.000000,0.000000,1.000000,0.099018,-0.025284,16.645662,0.000384,0.990058,107426.000000,3.107719,0.552616,-1.316768,27.920000,-1.316768,27.920000
1013,0.022804,0.008108,0.008155,-0.022492,-0.012551,-0.019984,-0.002103,-0.017981,-0.003849,-0.007210,-0.000306,-0.000066,-0.004752,-0.008246,0.006935,-0.001306,0.021546,-0.019175,-0.000012,0.000000,0.100000,0.100000,0.063187,0.086398,0.000000,0.000000,1.000000,0.096117,-0.030011,16.660139,0.000577,0.990006,104829.000000,3.176004,0.574986,-1.610371,29.650000,-1.610371,29.650000
1014,0.022856,0.008167,0.008218,-0.018917,-0.012498,-0.020192,-0.002148,-0.018136,-0.003901,-0.007156,-0.000309,-0.000064,-0.004774,-0.008220,0.007034,-0.001342,0.022701,-0.018235,-0.000009,0.000000,0.100000,0.100000,0.063770,0.087449,0.000000,0.000000,1.000000,0.095528,-0.028154,16.664892,0.000384,0.990824,105936.000000,3.145222,0.566571,-1.118545,32.990002,-1.118545,32.990002
1015,0.021362,0.007896,0.007894,-0.019581,-0.012395,-0.019353,-0.002702,-0.018045,-0.003744,-0.006937,-0.000298,-0.000064,-0.004600,-0.008066,0.006766,-0.001270,0.021485,-0.018543,-0.000015,0.000000,0.100000,0.100000,0.062620,0.083607,0.000000,0.000000,1.000000,0.109321,-0.023214,16.661455,0.000865,0.990712,106238.000000,3.137863,0.563395,-1.085622,26.440001,-1.085622,26.440001
1016,0.020190,0.007701,0.007704,-0.019188,-0.012490,-0.018908,-0.001935,-0.017805,-0.003683,-0.006638,-0.000293,-0.000064,-0.004499,-0.007985,0.006674,-0.001236,0.020932,-0.017901,-0.000016,0.000000,0.100000,0.100000,0.062387,0.081966,0.000000,0.000000,1.000000,0.093900,-0.025796,16.668396,0.000865,0.990730,106130.000000,3.152925,0.552085,-1.070879,25.770000,-1.070879,25.770000
1017,0.021699,0.008037,0.007974,-0.019873,-0.012449,-0.019517,-0.001895,-0.017938,-0.003773,-0.006696,-0.000299,-0.000067,-0.004633,-0.008090,0.006818,-0.001294,0.021709,-0.018557,-0.000011,0.000000,0.100000,0.100000,0.063173,0.083624,0.000000,0.000000,1.000000,0.096524,-0.021150,16.664316,0.000577,0.990518,105663.000000,3.166356,0.555048,-1.258044,25.290001,-1.258044,25.290001
1018,0.022559,0.008073,0.008172,-0.019672,-0.012546,-0.020093,-0.001971,-0.017886,-0.003874,-0.006916,-0.000308,-0.000064,-0.004718,-0.008244,0.007021,-0.001314,0.022325,-0.018696,-0.000009,0.000000,0.100000,0.100000,0.063618,0.087231,0.000000,0.000000,1.000000,0.098527,-0.027266,16.667324,0.000384,0.990944,105369.000000,3.185664,0.546133,-1.066519,24.900000,-1.066519,24.900000
1019,0.022976,0.008133,0.008156,-0.019579,-0.012476,-0.020031,-0.002275,-0.018175,-0.003874,-0.007346,-0.000307,-0.000062,-0.004751,-0.008208,0.006977,-0.001324,0.022301,-0.018650,-0.000015,0.000000,0.100000,0.100000,0.062994,0.086502,0.000000,0.000000,1.000000,0.099596,-0.027458,16.664095,0.000865,0.990559,107731.000000,3.111901,0.538052,-1.686542,35.869999,-1.686542,35.869999
1020,0.020255,0.007750,0.007736,-0.020623,-0.012605,-0.018932,-0.002580,-0.017578,-0.003710,-0.006765,-0.000292,-0.000066,-0.004493,-0.008004,0.006674,-0.001258,0.020697,-0.017961,-0.000011,0.000000,0.100000,0.100000,0.062731,0.081684,0.000000,0.000000,1.000000,0.124540,-0.016118,16.663446,0.000384,0.990518,108062.000000,3.057838,0.580951,-1.274015,29.080000,-1.274015,29.080000
1021,0.021075,0.007804,0.007896,-0.021387,-0.012549,-0.019375,-0.002476,-0.017839,-0.003770,-0.006816,-0.000299,-0.000061,-0.004621,-0.008065,0.006769,-0.001263,0.020991,-0.018599,-0.000007,0.000000,0.100000,0.100000,0.063141,0.084574,0.000000,0.000000,1.000000,0.107611,-0.027480,16.659624,0.000577,0.990161,108788.000000,3.107446,0.507047,-0.989396,23.450001,-0.989396,23.450001
1022,0.021578,0.007926,0.007934,-0.020397,-0.012490,-0.019447,-0.002345,-0.017874,-0.003783,-0.006895,-0.000299,-0.000061,-0.004627,-0.008104,0.006834,-0.001268,0.021313,-0.019331,-0.000011,0.000000,0.100000,0.100000,0.062585,0.083981,0.000000,0.000000,1.000000,0.105304,-0.023991,16.649704,0.001297,0.989942,106529.000000,3.175431,0.515730,-1.552781,20.850000,-1.552781,20.850000
1023,0.023715,0.008389,0.008355,-0.021631,-0.012582,-0.020528,-0.002015,-0.017983,-0.003938,-0.007383,-0.000313,-0.000064,-0.004869,-0.008352,0.007081,-0.001347,0.022441,-0.020113,-0.000014,0.000000,0.100000,0.100000,0.063776,0.087656,0.000000,0.000000,1.000000,0.104639,-0.022171,16.642733,0.000577,0.989428,105767.000000,3.175550,0.542190,-1.159280,36.480000,-1.159280,36.480000
1024,0.023589,0.008296,0.008323,-0.019026,-0.012561,-0.020411,-0.002018,-0.018042,-0.003938,-0.007347,-0.000312,-0.000068,-0.004871,-0.008326,0.007015,-0.001345,0.023022,-0.018971,-0.000013,0.000000,0.100000,0.100000,0.063330,0.088097,0.000000,0.000000,1.000000,0.102093,-0.015391,16.627243,0.000171,0.988263,107915.000000,3.098627,0.545097,-0.919092,23.379999,-0.919092,23.379999
1025,0.022244,0.008009,0.007994,-0.020100,-0.012441,-0.019543,-0.002062,-0.017920,-0.003778,-0.006979,-0.000300,-0.000059,-0.004639,-0.008134,0.006837,-0.001279,0.021693,-0.018918,-0.000003,0.000000,0.100000,0.100000,0.061658,0.084419,0.000000,0.000000,1.000000,0.099173,-0.028591,16.657543,0.000384,0.990381,109613.000000,3.078350,0.508949,-0.777113,27.209999,-0.777113,27.209999
1026,0.024582,0.008353,0.008477,-0.020470,-0.012494,-0.020830,-0.002393,-0.018259,-0.004004,-0.007693,-0.000318,-0.000065,-0.004943,-0.008420,0.007183,-0.001344,0.023160,-0.019238,-0.000011,0.000000,0.100000,0.100000,0.063569,0.090669,0.000000,0.000000,1.000000,0.101257,-0.026916,16.662296,0.000384,0.990279,107094.000000,3.109621,0.562050,-1.045505,28.430000,-1.045505,28.430000
1027,0.023677,0.008357,0.008346,-0.019534,-0.012568,-0.020451,-0.002328,-0.018001,-0.003932,-0.007559,-0.000311,-0.000066,-0.004878,-0.008291,0.007037,-0.001357,0.022989,-0.018110,-0.000007,0.000000,0.100000,0.100000,0.063946,0.088291,0.000000,0.000000,1.000000,0.106062,-0.024728,16.652782,0.000865,0.990248,108286.000000,3.094020,0.537230,-1.124611,24.469999,-1.124611,24.469999
1028,0.023593,0.008276,0.008319,-0.021551,-0.012558,-0.020359,-0.002082,-0.017974,-0.003897,-0.007580,-0.000309,-0.000064,-0.004862,-0.008276,0.007011,-0.001327,0.022359,-0.019757,-0.000008,0.000000,0.100000,0.100000,0.063673,0.088123,0.000000,0.000000,1.000000,0.103568,-0.023068,16.650429,0.000865,0.989861,107866.000000,3.080442,0.564968,-1.168187,28.500000,-1.168187,28.500000
1029,0.023762,0.008375,0.008478,-0.022746,-0.012719,-0.020722,-0.002004,-0.017763,-0.003961,-0.007631,-0.000313,-0.000063,-0.004926,-0.008376,0.007204,-0.001350,0.022546,-0.018619,-0.000006,0.000000,0.100000,0.100000,0.064979,0.090650,0.000000,0.000000,1.000000,0.104443,-0.021846,16.651743,0.000577,0.989988,107627.000000,3.108684,0.544811,-1.366027,25.930000,-1.366027,25.930000
1030,0.023723,0.008416,0.008446,-0.019782,-0.012732,-0.020592,-0.002090,-0.017748,-0.003932,-0.007460,-0.000312,-0.000067,-0.004933,-0.008427,0.007119,-0.001344,0.023204,-0.018919,-0.000010,0.000000,0.100000,0.100000,0.064492,0.089252,0.000000,0.000000,1.000000,0.099859,-0.025440,16.643349,0.000865,0.989744,107387.000000,3.118802,0.542843,-0.920740,21.760000,-0.920740,21.760000
1031,0.022337,0.008173,0.008231,-0.020402,-0.012820,-0.020072,-0.001869,-0.017486,-0.003843,-0.007191,-0.000304,-0.000060,-0.004797,-0.008249,0.006935,-0.001314,0.022351,-0.018325,-0.000007,0.000000,0.100000,0.100000,0.065128,0.087882,0.000000,0.000000,1.000000,0.101532,-0.024920,16.629919,0.000865,0.988865,106751.000000,3.119260,0.564224,-1.149362,24.150000,-1.149362,24.150000
1032,0.024661,0.008579,0.008675,-0.018438,-0.012939,-0.021138,-0.003360,-0.017825,-0.004037,-0.007875,-0.000320,-0.000069,-0.005078,-0.008554,0.007294,-0.001407,0.024278,-0.018379,-0.000008,0.000000,0.100000,0.100000,0.066038,0.092131,0.000000,0.000000,1.000000,0.195703,-0.014752,16.645487,0.000865,0.989066,107842.000000,3.124814,0.521378,-0.888845,32.470001,-0.888845,32.470001
1033,0.024217,0.008504,0.008493,-0.023129,-0.012659,-0.020717,-0.002038,-0.017877,-0.003943,-0.007401,-0.000313,-0.000061,-0.004945,-0.008399,0.007172,-0.001368,0.022517,-0.019327,-0.000010,0.000000,0.100000,0.100000,0.064572,0.089373,0.000000,0.000000,1.000000,0.097589,-0.023762,16.644363,0.000577,0.989038,107403.000000,3.091616,0.569500,-1.306477,30.020000,-1.306477,30.020000
1034,0.026360,0.008761,0.008938,-0.022856,-0.012754,-0.021875,-0.002334,-0.018251,-0.004137,-0.008107,-0.000329,-0.000067,-0.005211,-0.008710,0.007491,-0.001408,0.024039,-0.018799,-0.000012,0.000000,0.100000,0.100000,0.065359,0.095996,0.000000,0.000000,1.000000,0.103825,-0.026844,16.637268,0.000384,0.989023,107339.000000,3.146210,0.517095,-1.575125,29.510000,-1.575125,29.510000
1035,0.022953,0.008161,0.008260,-0.020526,-0.012641,-0.020127,-0.002000,-0.017842,-0.003866,-0.007190,-0.000306,-0.000069,-0.004790,-0.008258,0.006963,-0.001325,0.022391,-0.018684,-0.000010,0.000000,0.100000,0.100000,0.063745,0.087695,0.000000,0.000000,1.000000,0.100516,-0.025971,16.631765,0.000865,0.988951,109056.000000,3.103700,0.501906,-0.888578,36.619999,-0.888578,36.619999
1036,0.023345,0.008297,0.008330,-0.021133,-0.012588,-0.020346,-0.002080,-0.018068,-0.003885,-0.007419,-0.000309,-0.000063,-0.004805,-0.008310,0.006988,-0.001317,0.022540,-0.018530,-0.000006,0.000000,0.100000,0.100000,0.063995,0.088223,0.000000,0.000000,1.000000,0.102962,-0.022069,16.635059,0.000865,0.989378,107469.000000,3.122172,0.536703,-0.893185,29.889999,-0.893185,29.889999
1037,0.023721,0.008296,0.008425,-0.021444,-0.012725,-0.020639,-0.002552,-0.018044,-0.003963,-0.007560,-0.000313,-0.000065,-0.004858,-0.008324,0.007125,-0.001335,0.022709,-0.019102,-0.000005,0.000000,0.100000,0.100000,0.064241,0.089959,0.000000,0.000000,1.000000,0.109661,-0.026642,16.642490,0.000577,0.989136,108831.000000,3.097023,0.516034,-1.282662,22.299999,-1.282662,22.299999
1038,0.024966,0.008590,0.008678,-0.019819,-0.012728,-0.021236,-0.002167,-0.018168,-0.004048,-0.007787,-0.000321,-0.000063,-0.005026,-0.008556,0.007270,-0.001388,0.023998,-0.019636,-0.000010,0.000000,0.100000,0.100000,0.064962,0.092352,0.000000,0.000000,1.000000,0.102867,-0.021457,16.633808,0.000865,0.989372,110154.000000,3.035292,0.534395,-1.323916,24.980000,-1.323916,24.980000
1039,0.023724,0.008337,0.008427,-0.022947,-0.012591,-0.020617,-0.003548,-0.018229,-0.003945,-0.007623,-0.000312,-0.000065,-0.004884,-0.008332,0.007061,-0.001344,0.022438,-0.018805,-0.000008,0.000000,0.100000,0.100000,0.064444,0.090081,0.000000,0.000000,1.000000,0.206483,-0.010309,16.645489,0.000865,0.989863,109544.000000,3.050917,0.538630,-1.179480,29.530001,-1.179480,29.530001
1040,0.025249,0.008691,0.008749,-0.020259,-0.012683,-0.021384,-0.002368,-0.018198,-0.004072,-0.008149,-0.000323,-0.000070,-0.005072,-0.008508,0.007297,-0.001395,0.024082,-0.019485,-0.000011,0.000000,0.100000,0.100000,0.065328,0.092277,0.000000,0.000000,1.000000,0.103970,-0.026841,16.650764,0.000577,0.990283,106540.000000,3.169963,0.520788,-1.693142,28.129999,-1.693142,28.129999
1041,0.023723,0.008326,0.008471,-0.020187,-0.012619,-0.020680,-0.002294,-0.018071,-0.003962,-0.007772,-0.000314,-0.000065,-0.004884,-0.008350,0.007112,-0.001326,0.023196,-0.018890,-0.000007,0.000000,0.100000,0.100000,0.064610,0.090531,0.000000,0.000000,1.000000,0.108084,-0.027385,16.659428,0.000577,0.990826,106858.000000,3.134869,0.544930,-0.920244,31.959999,-0.920244,31.959999
1042,0.024280,0.008492,0.008604,-0.020826,-0.012650,-0.021058,-0.002577,-0.018343,-0.004019,-0.007810,-0.000319,-0.000068,-0.004993,-0.008427,0.007156,-0.001363,0.023458,-0.018830,-0.000008,0.000000,0.100000,0.100000,0.065649,0.091884,0.000000,0.000000,1.000000,0.106207,-0.023660,16.660519,0.001297,0.991126,109349.000000,3.056763,0.539192,-1.356993,25.969999,-1.356993,25.969999
1043,0.024820,0.008606,0.008682,-0.021007,-0.012616,-0.021214,-0.002089,-0.018307,-0.004029,-0.007570,-0.000320,-0.000068,-0.005041,-0.008423,0.007208,-0.001389,0.023633,-0.019277,-0.000009,0.000000,0.100000,0.100000,0.065348,0.091978,0.000000,0.000000,1.000000,0.105824,-0.019594,16.652861,0.000577,0.990129,110230.000000,3.052695,0.514517,-1.661107,32.020000,-1.661107,32.020000
1044,0.025950,0.008690,0.008873,-0.019499,-0.012622,-0.021682,-0.002528,-0.018527,-0.004134,-0.008282,-0.000327,-0.000070,-0.005169,-0.008584,0.007352,-0.001394,0.024782,-0.018875,-0.000009,0.000000,0.100000,0.100000,0.065621,0.095707,0.000000,0.000000,1.000000,0.107736,-0.025471,16.653070,0.000865,0.989886,106948.000000,3.107081,0.569599,-1.395694,29.040001,-1.395694,29.040001
