step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/base_height,Episode_Reward/flat_orientation_l2,Episode_Reward/action_rate_l1,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/energy,Episode_Reward/dof_pos_limits,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_contact_number,Episode_Reward/feet_slide,Episode_Reward/feet_clearance,Episode_Reward/stand_still,Episode_Reward/undesired_contacts,Curriculum/terrain_levels,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/base_height,Episode_Termination/bad_orientation,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
3725,0.056901,0.012692,0.014650,-0.039023,-0.012638,-0.038197,-0.003578,-0.023460,-0.007431,-0.016136,-0.000596,-0.000217,-0.009611,-0.014070,0.010867,-0.002461,0.038500,-0.016355,-0.000012,0.000000,0.100000,0.100000,0.075700,0.175885,0.000203,0.000000,0.999797,0.136558,0.003863,17.472034,0.000010,1.055418,112252.000000,2.943804,0.559167,-0.650650,43.950001,-0.650650,43.950001
3726,0.059925,0.012900,0.014999,-0.033181,-0.012543,-0.039080,-0.003478,-0.024007,-0.007611,-0.016611,-0.000608,-0.000217,-0.009812,-0.014415,0.011071,-0.002484,0.041025,-0.018072,-0.000004,0.000000,0.100000,0.100000,0.074840,0.182779,0.000244,0.000000,0.999756,0.138974,-0.022065,17.461697,0.000384,1.055140,110568.000000,2.993638,0.562681,-0.449682,45.430000,-0.449682,45.430000
3727,0.054077,0.012154,0.013995,-0.037598,-0.012531,-0.036483,-0.003265,-0.023275,-0.007173,-0.016043,-0.000571,-0.000219,-0.009165,-0.013708,0.010465,-0.002324,0.036768,-0.016848,-0.000010,0.000000,0.100000,0.100000,0.073106,0.168896,0.000244,0.000000,0.999756,0.137522,-0.025086,17.470070,0.000577,1.055846,110687.000000,3.005379,0.547100,-0.927012,51.480000,-0.927012,51.480000
3728,0.053778,0.011975,0.014061,-0.034275,-0.012740,-0.036636,-0.003395,-0.023176,-0.007224,-0.015703,-0.000574,-0.000222,-0.009224,-0.013746,0.010472,-0.002299,0.037818,-0.016112,-0.000009,0.000000,0.100000,0.100000,0.074495,0.171712,0.000326,0.000000,0.999674,0.134109,-0.017763,17.464813,0.000577,1.055898,108644.000000,3.071388,0.547894,-1.182605,47.880001,-1.182605,47.880001
3729,0.058133,0.012775,0.014625,-0.030932,-0.012736,-0.038040,-0.003328,-0.023123,-0.007350,-0.016425,-0.000590,-0.000219,-0.009503,-0.014153,0.010861,-0.002384,0.040500,-0.016332,-0.000005,0.000000,0.100000,0.100000,0.074082,0.175177,0.000244,0.000000,0.999756,0.136851,-0.015669,17.472801,0.000865,1.056612,108872.000000,3.088898,0.522825,-1.054257,40.160000,-1.054257,40.160000
3730,0.062069,0.013474,0.015585,-0.040400,-0.012841,-0.040602,-0.003534,-0.023715,-0.007830,-0.017612,-0.000628,-0.000225,-0.010181,-0.014778,0.011568,-0.002614,0.041164,-0.016754,-0.000013,0.000000,0.100000,0.100000,0.078314,0.187619,0.000244,0.000000,0.999756,0.132277,-0.019037,17.483654,0.000865,1.056944,105517.000000,3.169894,0.556662,-1.026076,54.700001,-1.026076,54.700001
3731,0.054875,0.012129,0.014064,-0.035319,-0.012687,-0.036627,-0.003574,-0.023203,-0.007145,-0.015842,-0.000573,-0.000212,-0.009191,-0.013764,0.010480,-0.002312,0.037528,-0.016709,-0.000007,0.000000,0.100000,0.100000,0.073009,0.169870,0.000244,0.000000,0.999756,0.143657,-0.017021,17.492012,0.000384,1.057723,109189.000000,3.076709,0.524513,-0.574374,44.689999,-0.574374,44.689999
3732,0.057282,0.012536,0.014574,-0.031552,-0.012572,-0.037931,-0.003394,-0.023680,-0.007381,-0.016857,-0.000592,-0.000212,-0.009564,-0.013969,0.010776,-0.002424,0.040200,-0.016671,-0.000007,0.000000,0.100000,0.100000,0.074652,0.176649,0.000244,0.000000,0.999756,0.128455,-0.024413,17.500013,0.000384,1.058694,111357.000000,3.009507,0.521604,-0.682746,52.459999,-0.682746,52.459999
3733,0.050427,0.011560,0.013369,-0.034660,-0.012581,-0.034821,-0.003102,-0.022916,-0.006916,-0.014522,-0.000551,-0.000196,-0.008825,-0.013266,0.009999,-0.002214,0.035281,-0.017571,-0.000009,0.000000,0.100000,0.100000,0.072473,0.162758,0.000051,0.000000,0.999949,0.137554,-0.023670,17.503319,0.000865,1.058895,108278.000000,3.061745,0.569771,-1.039355,44.820000,-1.039355,44.820000
3734,0.056670,0.012470,0.014478,-0.033886,-0.012612,-0.037788,-0.003417,-0.023267,-0.007403,-0.016466,-0.000591,-0.000225,-0.009604,-0.013898,0.010720,-0.002420,0.039184,-0.017504,-0.000019,0.000000,0.100000,0.100000,0.074656,0.174831,0.000285,0.000000,0.999715,0.136730,-0.019298,17.510727,0.000384,1.059137,108652.000000,3.082908,0.536128,-0.762067,48.400002,-0.762067,48.400002
3735,0.060392,0.013041,0.015244,-0.034145,-0.012814,-0.039859,-0.003557,-0.023879,-0.007833,-0.017538,-0.000622,-0.000222,-0.010084,-0.014516,0.011161,-0.002570,0.041615,-0.018984,-0.000002,0.000000,0.100000,0.100000,0.076169,0.186299,0.000244,0.000000,0.999756,0.133856,-0.023842,17.510780,0.000577,1.059420,112035.000000,3.010031,0.499729,-1.089322,50.400002,-1.089322,50.400002
3736,0.056688,0.012603,0.014466,-0.034455,-0.012713,-0.037782,-0.003279,-0.023098,-0.007329,-0.016504,-0.000590,-0.000215,-0.009591,-0.013997,0.010654,-0.002389,0.038923,-0.017363,-0.000006,0.000000,0.100000,0.100000,0.074307,0.172728,0.000244,0.000000,0.999756,0.137378,-0.019155,17.512186,0.000577,1.059892,112424.000000,2.982557,0.515038,-0.824240,41.380001,-0.824240,41.380001
3737,0.059167,0.012827,0.014855,-0.034034,-0.012630,-0.038790,-0.003285,-0.023544,-0.007526,-0.016720,-0.000605,-0.000220,-0.009824,-0.014212,0.011091,-0.002489,0.040512,-0.018985,-0.000007,0.000000,0.100000,0.100000,0.074630,0.179011,0.000407,0.000000,0.999593,0.135591,-0.020724,17.519073,0.000256,1.060370,111363.000000,3.018811,0.512110,-0.789418,57.189999,-0.789418,57.189999
3738,0.055930,0.012455,0.014395,-0.041699,-0.012710,-0.037550,-0.003432,-0.023368,-0.007371,-0.016516,-0.000590,-0.000214,-0.009631,-0.013923,0.010646,-0.002396,0.036857,-0.018256,-0.000006,0.000000,0.100000,0.100000,0.074698,0.173742,0.000315,0.000000,0.999685,0.135357,-0.022891,17.529387,0.000865,1.061330,106837.000000,3.129112,0.551400,-0.559684,56.950001,-0.559684,56.950001
3739,0.052154,0.011535,0.013539,-0.037009,-0.012496,-0.035320,-0.003179,-0.023160,-0.007017,-0.015337,-0.000559,-0.000202,-0.009005,-0.013210,0.010148,-0.002247,0.035240,-0.018725,-0.000012,0.000000,0.100000,0.100000,0.072334,0.165653,0.000407,0.000000,0.999593,0.139437,-0.021972,17.541929,0.000865,1.062125,110399.000000,2.994069,0.567692,-1.187438,38.540001,-1.187438,38.540001
3740,0.060437,0.013252,0.015474,-0.043932,-0.012897,-0.040490,-0.003492,-0.023783,-0.007924,-0.017819,-0.000633,-0.000227,-0.010386,-0.014720,0.011405,-0.002592,0.039814,-0.016288,-0.000010,0.000000,0.100000,0.100000,0.078910,0.188476,0.000264,0.000000,0.999736,0.143124,-0.009494,17.526802,0.000114,1.060860,108153.000000,3.080972,0.554744,-1.211060,38.290001,-1.211060,38.290001
3741,0.061857,0.013297,0.015431,-0.038173,-0.012736,-0.040426,-0.003765,-0.024119,-0.007861,-0.017776,-0.000631,-0.000229,-0.010309,-0.014590,0.011367,-0.002607,0.041226,-0.017084,-0.000015,0.000000,0.100000,0.100000,0.076787,0.186227,0.000244,0.000000,0.999756,0.137024,-0.028194,17.542261,0.000384,1.062167,108629.000000,3.095991,0.523799,-0.618988,46.040001,-0.618988,46.040001
3742,0.064662,0.013817,0.016064,-0.039853,-0.012942,-0.042108,-0.003864,-0.024235,-0.008163,-0.018837,-0.000655,-0.000229,-0.010745,-0.015128,0.011780,-0.002680,0.042834,-0.017563,-0.000023,0.000000,0.100000,0.100000,0.078686,0.194700,0.000244,0.000000,0.999756,0.132350,-0.021839,17.543823,0.001297,1.062766,107433.000000,3.127341,0.532733,-0.953814,38.680000,-0.953814,38.680000
3743,0.058329,0.012703,0.014794,-0.034938,-0.012758,-0.038725,-0.003479,-0.023621,-0.007586,-0.016893,-0.000606,-0.000223,-0.009842,-0.014238,0.010890,-0.002450,0.039802,-0.017791,-0.000017,0.000000,0.100000,0.100000,0.075352,0.179809,0.000244,0.000000,0.999756,0.138574,-0.020670,17.550785,0.000865,1.062880,106871.000000,3.096015,0.583320,-0.778132,49.130001,-0.778132,49.130001
3744,0.054371,0.012185,0.014099,-0.037419,-0.012634,-0.036929,-0.003271,-0.023168,-0.007226,-0.016523,-0.000580,-0.000201,-0.009390,-0.013664,0.010384,-0.002368,0.037110,-0.018270,-0.000007,0.000000,0.100000,0.100000,0.073926,0.169671,0.000081,0.000000,0.999919,0.133826,-0.019319,17.548563,0.000577,1.062968,107501.000000,3.099423,0.558366,-0.771388,61.599998,-0.771388,61.599998
3745,0.057160,0.012444,0.014660,-0.031921,-0.012741,-0.038618,-0.003462,-0.023698,-0.007651,-0.017040,-0.000608,-0.000228,-0.009799,-0.014196,0.010694,-0.002468,0.040322,-0.018783,-0.000017,0.000000,0.100000,0.100000,0.075441,0.180828,0.000000,0.000000,1.000000,0.142909,-0.023439,17.565521,0.000865,1.063994,109329.000000,3.064441,0.532157,-1.325444,39.869999,-1.325444,39.869999
3746,0.061882,0.013321,0.015518,-0.030919,-0.012757,-0.040937,-0.003622,-0.024119,-0.007971,-0.017422,-0.000640,-0.000234,-0.010364,-0.014711,0.011369,-0.002554,0.043436,-0.017651,-0.000011,0.000000,0.100000,0.100000,0.077122,0.188751,0.000000,0.000000,1.000000,0.140636,-0.012711,17.557554,0.000577,1.064096,111041.000000,3.008273,0.532886,-0.752048,59.669998,-0.752048,59.669998
3747,0.055218,0.012359,0.014165,-0.031967,-0.012502,-0.037283,-0.003195,-0.023300,-0.007338,-0.016665,-0.000587,-0.000210,-0.009443,-0.013771,0.010602,-0.002394,0.038668,-0.018195,-0.000010,0.000000,0.100000,0.100000,0.073809,0.170091,0.000000,0.000000,1.000000,0.137160,-0.023692,17.568939,0.000577,1.064356,110420.000000,3.030412,0.530660,-0.790775,45.740002,-0.790775,45.740002
3748,0.061780,0.013198,0.015500,-0.039325,-0.012799,-0.040880,-0.003481,-0.024145,-0.008016,-0.018237,-0.000641,-0.000231,-0.010347,-0.014730,0.011410,-0.002586,0.041010,-0.019229,-0.000012,0.000000,0.100000,0.100000,0.077096,0.188439,0.000000,0.000000,1.000000,0.139591,-0.023430,17.572098,0.000577,1.065329,111778.000000,2.998903,0.518920,-0.381629,61.939999,-0.381629,61.939999
3749,0.059617,0.012799,0.015020,-0.039896,-0.012599,-0.039696,-0.003699,-0.024351,-0.007865,-0.017535,-0.000626,-0.000220,-0.010042,-0.014394,0.011076,-0.002578,0.039533,-0.019308,-0.000010,0.000000,0.100000,0.100000,0.075470,0.183915,0.000000,0.000000,1.000000,0.138053,-0.019705,17.581503,0.000865,1.065919,107849.000000,3.106842,0.539136,-0.690353,38.889999,-0.690353,38.889999
3750,0.057441,0.012518,0.014751,-0.037177,-0.012603,-0.039030,-0.003733,-0.023905,-0.007741,-0.016965,-0.000616,-0.000228,-0.009858,-0.014235,0.010964,-0.002489,0.039355,-0.017447,-0.000007,0.000000,0.100000,0.100000,0.075918,0.181748,0.000081,0.000000,0.999919,0.138390,-0.023683,17.593649,0.000577,1.066806,111841.000000,2.970824,0.544999,-0.711960,45.980000,-0.711960,45.980000
3751,0.050676,0.011408,0.013424,-0.032537,-0.012443,-0.035491,-0.003605,-0.023326,-0.007144,-0.015097,-0.000565,-0.000210,-0.008996,-0.013285,0.010061,-0.002249,0.036038,-0.017951,-0.000011,0.000000,0.100000,0.100000,0.072510,0.166066,0.000000,0.000000,1.000000,0.140202,-0.019062,17.584105,0.000865,1.066164,108366.000000,3.071033,0.557536,-0.925499,35.380001,-0.925499,35.380001
3752,0.066089,0.013687,0.016232,-0.041397,-0.012843,-0.042977,-0.003732,-0.024555,-0.008370,-0.018476,-0.000672,-0.000237,-0.010795,-0.015373,0.011995,-0.002716,0.042808,-0.018894,-0.000009,0.000000,0.100000,0.100000,0.077923,0.199595,0.000000,0.000000,1.000000,0.138842,-0.016449,17.591171,0.000865,1.066252,110025.000000,3.043368,0.530480,-0.808939,58.450001,-0.808939,58.450001
3753,0.063927,0.013370,0.015816,-0.039337,-0.012881,-0.041776,-0.003560,-0.024137,-0.008107,-0.018336,-0.000653,-0.000225,-0.010601,-0.014983,0.011687,-0.002637,0.042083,-0.017011,-0.000011,0.000000,0.100000,0.100000,0.077155,0.194239,0.000000,0.000000,1.000000,0.137471,-0.023717,17.599552,0.000256,1.066893,113606.000000,2.948607,0.512617,-0.422525,58.570000,-0.422525,58.570000
3754,0.053427,0.011989,0.013946,-0.032518,-0.012617,-0.036873,-0.003470,-0.023030,-0.007264,-0.015989,-0.000582,-0.000219,-0.009268,-0.013722,0.010381,-0.002323,0.037767,-0.017213,-0.000016,0.000000,0.100000,0.100000,0.073455,0.170007,0.000000,0.000000,1.000000,0.137409,-0.026166,17.597595,0.000865,1.067172,109123.000000,3.081689,0.521718,-0.378130,55.450001,-0.378130,55.450001
3755,0.061462,0.013104,0.015400,-0.033682,-0.012683,-0.040778,-0.003522,-0.024197,-0.008064,-0.018326,-0.000644,-0.000231,-0.010355,-0.014797,0.011330,-0.002678,0.042147,-0.019954,-0.000015,0.000000,0.100000,0.100000,0.076640,0.188665,0.000000,0.000000,1.000000,0.137979,-0.020749,17.598253,0.000256,1.067740,108326.000000,3.084717,0.545207,-0.609638,51.259998,-0.609638,51.259998
3756,0.064578,0.013743,0.015949,-0.040630,-0.012899,-0.042308,-0.003666,-0.024220,-0.008213,-0.018613,-0.000662,-0.000239,-0.010692,-0.015204,0.011765,-0.002661,0.042262,-0.019194,-0.000016,0.000000,0.100000,0.100000,0.077937,0.193018,0.000000,0.000000,1.000000,0.139111,-0.020947,17.608925,0.000384,1.068315,108942.000000,3.048560,0.560842,-1.387508,48.330002,-1.387508,48.330002
3757,0.057622,0.012462,0.014652,-0.035287,-0.012613,-0.038820,-0.003666,-0.023891,-0.007741,-0.017005,-0.000615,-0.000220,-0.009840,-0.014274,0.010900,-0.002526,0.039523,-0.019194,-0.000015,0.000000,0.100000,0.100000,0.074573,0.179471,0.000000,0.000000,1.000000,0.134291,-0.025085,17.616587,0.000384,1.068479,107966.000000,3.099683,0.542341,-0.871475,37.830002,-0.871475,37.830002
3758,0.056366,0.012357,0.014455,-0.032785,-0.012585,-0.038271,-0.006167,-0.023814,-0.007590,-0.016533,-0.000607,-0.000223,-0.009692,-0.014122,0.010796,-0.002460,0.039294,-0.016399,-0.000014,0.000000,0.100000,0.100000,0.074718,0.177234,0.000000,0.000000,1.000000,0.262935,-0.011654,17.621967,0.000256,1.069407,109154.000000,3.054512,0.547857,-0.425315,54.639999,-0.425315,54.639999
3759,0.063201,0.013469,0.015676,-0.040093,-0.012721,-0.041591,-0.003768,-0.024278,-0.008149,-0.018166,-0.000653,-0.000233,-0.010483,-0.015053,0.011538,-0.002621,0.041498,-0.016927,-0.000010,0.000000,0.100000,0.100000,0.076840,0.190845,0.000000,0.000000,1.000000,0.152080,-0.016928,17.624573,0.000577,1.069235,107963.000000,3.114521,0.527582,-0.128776,56.410000,-0.128776,56.410000
3760,0.063809,0.013427,0.015916,-0.041144,-0.012775,-0.042276,-0.003672,-0.024597,-0.008294,-0.018749,-0.000666,-0.000243,-0.010633,-0.015251,0.011603,-0.002686,0.041928,-0.018068,-0.000010,0.000000,0.100000,0.100000,0.078122,0.196264,0.000203,0.000000,0.999797,0.138332,-0.021346,17.625967,0.000577,1.069072,108040.000000,3.098888,0.540637,-0.481519,64.970001,-0.481519,64.970001
3761,0.061936,0.013119,0.015582,-0.042441,-0.012746,-0.041417,-0.004197,-0.024454,-0.008128,-0.018514,-0.000653,-0.000233,-0.010444,-0.014933,0.011497,-0.002626,0.040490,-0.018992,-0.000012,0.000000,0.100000,0.100000,0.078018,0.192870,0.000163,0.000000,0.999837,0.141744,-0.020432,17.630768,0.000865,1.069711,108366.000000,3.104856,0.523729,-0.568444,54.630001,-0.568444,54.630001
3762,0.055706,0.012153,0.014428,-0.036794,-0.012780,-0.038356,-0.003755,-0.023769,-0.007620,-0.016650,-0.000608,-0.000217,-0.009693,-0.014151,0.010675,-0.002421,0.038243,-0.016350,-0.000008,0.000000,0.100000,0.100000,0.075338,0.178667,0.000244,0.000000,0.999756,0.133313,-0.021972,17.624138,0.000384,1.069298,108577.000000,3.091487,0.530045,-0.832719,42.740002,-0.832719,42.740002
3763,0.053519,0.011691,0.013865,-0.031637,-0.012618,-0.036824,-0.003558,-0.023447,-0.007342,-0.016084,-0.000585,-0.000218,-0.009320,-0.013754,0.010422,-0.002262,0.037668,-0.017577,-0.000019,0.000000,0.100000,0.100000,0.072447,0.171416,0.000244,0.000000,0.999756,0.135055,-0.018004,17.623816,0.000384,1.069297,109495.000000,3.035432,0.555721,-1.264991,42.299999,-1.264991,42.299999
3764,0.058769,0.012575,0.014990,-0.033702,-0.012775,-0.039769,-0.003564,-0.023947,-0.007898,-0.017323,-0.000631,-0.000231,-0.010110,-0.014526,0.011036,-0.002586,0.040965,-0.018601,-0.000022,0.000000,0.100000,0.100000,0.076603,0.186596,0.000244,0.000000,0.999756,0.140942,-0.022818,17.631056,0.000577,1.070140,109494.000000,3.026231,0.564973,-0.347258,44.889999,-0.347258,44.889999
3765,0.056282,0.012178,0.014316,-0.035156,-0.012673,-0.038045,-0.005601,-0.023668,-0.007545,-0.016697,-0.000604,-0.000207,-0.009614,-0.014138,0.010691,-0.002414,0.038367,-0.018569,-0.000008,0.000000,0.100000,0.100000,0.073227,0.175021,0.000244,0.000000,0.999756,0.243830,-0.011206,17.640364,0.001297,1.070577,109043.000000,3.087998,0.518054,-0.272277,52.110001,-0.272277,52.110001
3766,0.055658,0.012055,0.014224,-0.032664,-0.012586,-0.037750,-0.003427,-0.023652,-0.007493,-0.016313,-0.000599,-0.000220,-0.009572,-0.014072,0.010533,-0.002449,0.038712,-0.017632,-0.000022,0.000000,0.100000,0.100000,0.073012,0.174567,0.000244,0.000000,0.999756,0.136430,-0.021004,17.639751,0.000577,1.070201,106415.000000,3.117984,0.577117,-0.661131,44.599998,-0.661131,44.599998
3767,0.061004,0.012862,0.015325,-0.035027,-0.012719,-0.040795,-0.003656,-0.024248,-0.008091,-0.017524,-0.000646,-0.000224,-0.010391,-0.014748,0.011354,-0.002656,0.041520,-0.016743,-0.000008,0.000000,0.100000,0.100000,0.076275,0.189409,0.000244,0.000000,0.999756,0.138253,-0.020224,17.628841,0.001297,1.069957,110413.000000,3.033371,0.527942,-1.792106,44.119999,-1.792106,44.119999
3768,0.059023,0.012564,0.014861,-0.036332,-0.012725,-0.039506,-0.003656,-0.023671,-0.007737,-0.017442,-0.000622,-0.000229,-0.010035,-0.014382,0.011083,-0.002456,0.039891,-0.017555,-0.000012,0.000000,0.100000,0.100000,0.074798,0.182632,0.000244,0.000000,0.999756,0.141051,-0.001323,17.627695,0.000015,1.068849,109565.000000,3.075994,0.512885,-0.812321,53.770000,-0.812321,53.770000
3769,0.055550,0.012102,0.014313,-0.035473,-0.012733,-0.038002,-0.004073,-0.023351,-0.007508,-0.015910,-0.000602,-0.000208,-0.009637,-0.014007,0.010668,-0.002405,0.038325,-0.017357,-0.000011,0.000000,0.100000,0.100000,0.074647,0.175800,0.000244,0.000000,0.999756,0.145138,-0.024290,17.626762,0.000577,1.069145,108489.000000,3.076470,0.547991,-0.954903,38.610001,-0.954903,38.610001
3770,0.061253,0.012884,0.015383,-0.034225,-0.012862,-0.040879,-0.003606,-0.024164,-0.008096,-0.017924,-0.000646,-0.000225,-0.010386,-0.014903,0.011369,-0.002618,0.042016,-0.019028,-0.000017,0.000000,0.100000,0.100000,0.076552,0.191687,0.000244,0.000000,0.999756,0.134768,-0.019175,17.601675,0.000171,1.068075,106773.000000,3.100584,0.582139,-1.140428,69.330002,-1.140428,69.330002
3771,0.057907,0.012443,0.014609,-0.037828,-0.012681,-0.038740,-0.003631,-0.023608,-0.007590,-0.017495,-0.000612,-0.000217,-0.009824,-0.014271,0.010881,-0.002459,0.038726,-0.017775,-0.000014,0.000000,0.100000,0.100000,0.073755,0.179341,0.000244,0.000000,0.999756,0.133450,-0.021877,17.620256,0.000577,1.068036,109170.000000,3.089619,0.512218,-1.315163,41.639999,-1.315163,41.639999
3772,0.059040,0.012540,0.014997,-0.032128,-0.012724,-0.039811,-0.003595,-0.024100,-0.007893,-0.017180,-0.000630,-0.000225,-0.010073,-0.014554,0.011161,-0.002540,0.041452,-0.018037,-0.000010,0.000000,0.100000,0.100000,0.076229,0.187369,0.000071,0.000000,0.999929,0.140464,-0.024065,17.621630,0.000577,1.069111,110470.000000,3.044820,0.514656,-0.537629,60.400002,-0.537629,60.400002
3773,0.055509,0.011991,0.014182,-0.042128,-0.012575,-0.037637,-0.003422,-0.023364,-0.007443,-0.015440,-0.000595,-0.000215,-0.009503,-0.013897,0.010631,-0.002449,0.036156,-0.017822,-0.000017,0.000000,0.100000,0.100000,0.073202,0.174909,0.000000,0.000000,1.000000,0.142246,-0.021498,17.615578,0.001297,1.069126,105662.000000,3.198598,0.522840,-1.270424,34.110001,-1.270424,34.110001
3774,0.061205,0.013031,0.015351,-0.041824,-0.012859,-0.040787,-0.003637,-0.023788,-0.007994,-0.017997,-0.000642,-0.000234,-0.010333,-0.014848,0.011423,-0.002611,0.040174,-0.017295,-0.000008,0.000000,0.100000,0.100000,0.076474,0.188303,0.000000,0.000000,1.000000,0.137591,-0.017096,17.620525,0.000865,1.068775,107171.000000,3.145731,0.523304,-1.241337,46.740002,-1.241337,46.740002
3775,0.059729,0.012579,0.014966,-0.033278,-0.012752,-0.039708,-0.003534,-0.023721,-0.007845,-0.017361,-0.000624,-0.000226,-0.010074,-0.014464,0.011068,-0.002559,0.040968,-0.017226,-0.000013,0.000000,0.100000,0.100000,0.074811,0.185554,0.000000,0.000000,1.000000,0.135479,-0.016772,17.616306,0.000384,1.068051,107493.000000,3.134046,0.523990,-0.736087,47.360001,-0.736087,47.360001
3776,0.060998,0.012693,0.015225,-0.036589,-0.012706,-0.040424,-0.003431,-0.023916,-0.007893,-0.017659,-0.000635,-0.000227,-0.010177,-0.014688,0.011331,-0.002560,0.040976,-0.018255,-0.000007,0.000000,0.100000,0.100000,0.075411,0.189706,0.000000,0.000000,1.000000,0.132271,-0.025647,17.615341,0.000577,1.068518,106062.000000,3.128880,0.578510,-0.979202,45.500000,-0.979202,45.500000
3777,0.057953,0.012501,0.014760,-0.033847,-0.012841,-0.039188,-0.003538,-0.023534,-0.007731,-0.017456,-0.000618,-0.000221,-0.009898,-0.014369,0.011129,-0.002469,0.040254,-0.016832,-0.000018,0.000000,0.100000,0.100000,0.075383,0.182117,0.000000,0.000000,1.000000,0.129185,-0.022348,17.605818,0.000384,1.068514,106413.000000,3.124641,0.570531,-1.846827,50.880001,-1.846827,50.880001
3778,0.048149,0.010813,0.012851,-0.027601,-0.012435,-0.034048,-0.003292,-0.022774,-0.006874,-0.014329,-0.000544,-0.000201,-0.008612,-0.012964,0.009776,-0.002184,0.035536,-0.016474,-0.000009,0.000000,0.100000,0.100000,0.070413,0.160335,0.000000,0.000000,1.000000,0.134837,-0.025076,17.622950,0.000577,1.069129,106233.000000,3.130821,0.570627,-1.269932,40.529999,-1.269932,40.529999
3779,0.053899,0.011783,0.013852,-0.035398,-0.012522,-0.036702,-0.003333,-0.023131,-0.007223,-0.015126,-0.000580,-0.000217,-0.009293,-0.013678,0.010358,-0.002352,0.036634,-0.016535,-0.000009,0.000000,0.100000,0.100000,0.071666,0.169457,0.000000,0.000000,1.000000,0.131629,-0.023722,17.630232,0.000256,1.070121,107820.000000,3.119901,0.527051,-0.407267,72.440002,-0.407267,72.440002
3780,0.057615,0.012398,0.014678,-0.034206,-0.012667,-0.038940,-0.003382,-0.023538,-0.007641,-0.016564,-0.000611,-0.000224,-0.009842,-0.014251,0.010941,-0.002462,0.039743,-0.017695,-0.000015,0.000000,0.100000,0.100000,0.075019,0.181650,0.000071,0.000000,0.999929,0.137001,-0.023578,17.632744,0.000865,1.070724,108095.000000,3.094414,0.543265,-0.570208,56.910000,-0.570208,56.910000
3781,0.057461,0.012394,0.014689,-0.027970,-0.012602,-0.038868,-0.003570,-0.023505,-0.007698,-0.016616,-0.000613,-0.000218,-0.009943,-0.014318,0.010863,-0.002579,0.041474,-0.018375,-0.000012,0.000000,0.100000,0.100000,0.075442,0.180719,0.000031,0.000000,0.999969,0.135092,-0.016229,17.641335,0.000114,1.070916,110369.000000,3.031024,0.531693,-0.526479,56.680000,-0.526479,56.680000
3782,0.057341,0.012307,0.014583,-0.032731,-0.012605,-0.038543,-0.003327,-0.023451,-0.007611,-0.016617,-0.000606,-0.000214,-0.009856,-0.014157,0.010851,-0.002512,0.039802,-0.016015,-0.000007,0.000000,0.100000,0.100000,0.074038,0.180295,0.000000,0.000000,1.000000,0.140635,-0.024590,17.647289,0.000865,1.071058,110459.000000,3.037686,0.522133,-0.627754,45.290001,-0.627754,45.290001
3783,0.052961,0.011898,0.013790,-0.035370,-0.012571,-0.036425,-0.003246,-0.022914,-0.007186,-0.015283,-0.000575,-0.000214,-0.009275,-0.013559,0.010281,-0.002343,0.036705,-0.017219,-0.000013,0.000000,0.100000,0.100000,0.073187,0.167159,0.000000,0.000000,1.000000,0.146017,-0.014648,17.640898,0.000865,1.071209,110294.000000,3.033108,0.532027,-1.172735,50.000000,-1.172735,50.000000
3784,0.057063,0.012270,0.014480,-0.042345,-0.012627,-0.038283,-0.003454,-0.023502,-0.007542,-0.016062,-0.000603,-0.000218,-0.009685,-0.014136,0.010787,-0.002446,0.037021,-0.016260,-0.000018,0.000000,0.100000,0.100000,0.073794,0.178431,0.000000,0.000000,1.000000,0.137026,-0.019281,17.645205,0.000865,1.071474,109393.000000,3.069088,0.525421,-0.610929,65.000000,-0.610929,65.000000
3785,0.055479,0.012082,0.014226,-0.040077,-0.012458,-0.037789,-0.003335,-0.023805,-0.007512,-0.016655,-0.000599,-0.000218,-0.009571,-0.014012,0.010656,-0.002424,0.036751,-0.017664,-0.000014,0.000000,0.100000,0.100000,0.072925,0.176027,0.000000,0.000000,1.000000,0.136826,-0.022086,17.660992,0.001297,1.072237,108801.000000,3.054448,0.559617,-1.524498,47.630001,-1.524498,47.630001
3786,0.052037,0.011565,0.013624,-0.031169,-0.012398,-0.036074,-0.003105,-0.023303,-0.007194,-0.015798,-0.000573,-0.000209,-0.009154,-0.013540,0.010280,-0.002269,0.037079,-0.016740,-0.000006,0.000000,0.100000,0.100000,0.072497,0.168129,0.000000,0.000000,1.000000,0.133478,-0.015606,17.654676,0.000256,1.071396,105652.000000,3.167630,0.554156,-1.063736,54.750000,-1.063736,54.750000
