step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/termination_penalty,Episode_Reward/flat_orientation_l2,Episode_Reward/base_height,Episode_Reward/action_rate_l1,Episode_Reward/dof_pos_limits,Episode_Reward/energy,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_air_time,Episode_Reward/feet_slide,Episode_Reward/stand_still,Episode_Reward/undesired_contacts,Episode_Reward/feet_clearance,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/feet_contact_number,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/illegal_contact,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
8530,1.210280,0.213808,0.193945,-0.008611,-0.015211,-0.013159,-0.259977,-0.013461,-0.009485,-0.056898,0.000000,0.004183,-0.096667,-0.140099,-0.001669,0.460291,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.555393,2.560098,0.944234,0.055766,0.047093,-0.003500,21.180820,0.000015,1.480708,188597.000000,1.900163,0.184779,29.298542,972.000000,29.298542,972.000000
8531,1.159688,0.209886,0.189683,-0.017857,-0.017702,-0.013038,-0.253977,-0.013723,-0.009470,-0.056874,0.000000,0.004251,-0.093113,-0.123264,-0.003627,0.447870,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.585918,2.534960,0.944285,0.055715,0.062860,-0.002847,21.183022,0.000010,1.480861,187950.000000,1.916835,0.175294,28.149742,957.070007,28.149742,957.070007
8532,1.159310,0.207814,0.186916,-0.017083,-0.016127,-0.012441,-0.250833,-0.013193,-0.009272,-0.055778,0.000000,0.004203,-0.092897,-0.106797,-0.002617,0.441849,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.547926,2.481102,0.943380,0.056620,0.052358,-0.002487,21.183886,0.000010,1.480976,189274.000000,1.905408,0.172087,28.201157,936.719971,28.201157,936.719971
8533,1.184214,0.212415,0.193540,-0.015278,-0.018321,-0.013562,-0.262061,-0.014965,-0.009735,-0.059134,0.000000,0.004162,-0.098317,-0.188010,-0.002599,0.456317,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.596536,2.615210,0.942942,0.057058,0.048996,-0.004765,21.184597,0.000076,1.481181,190522.000000,1.889335,0.174549,28.203993,969.219971,28.203993,969.219971
8534,1.159209,0.208595,0.188538,-0.022569,-0.017053,-0.012785,-0.254509,-0.013187,-0.009435,-0.056118,0.000000,0.003854,-0.096628,-0.175650,-0.004196,0.440606,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.574656,2.522424,0.943583,0.056417,0.048551,-0.002462,21.185650,0.000010,1.481269,189321.000000,1.901294,0.175686,26.583616,955.989990,26.583616,955.989990
8535,1.209604,0.217165,0.196291,-0.007844,-0.016837,-0.013880,-0.262612,-0.014153,-0.009724,-0.058574,0.000000,0.004458,-0.098273,-0.108431,-0.004456,0.463053,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.589006,2.611818,0.943156,0.056844,0.057822,-0.003039,21.185898,0.000010,1.481334,186828.000000,1.931621,0.173065,28.419918,964.619995,28.419918,964.619995
8536,1.189883,0.212246,0.194501,-0.011802,-0.016938,-0.014219,-0.261826,-0.013974,-0.009711,-0.058101,0.000000,0.004146,-0.098481,-0.157749,-0.004296,0.454488,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.591904,2.626710,0.943298,0.056702,0.063765,-0.004978,21.188103,0.000076,1.482123,181508.000000,1.977724,0.188650,27.772022,963.979980,27.772022,963.979980
8537,1.092689,0.195008,0.178134,-0.028958,-0.017471,-0.012216,-0.241371,-0.013190,-0.008990,-0.054136,0.000000,0.003949,-0.089606,-0.087673,-0.003671,0.417371,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.540964,2.401417,0.943105,0.056895,0.054371,-0.004160,21.193449,0.000010,1.482402,178791.000000,2.028713,0.170588,27.561359,930.190002,27.561359,930.190002
8538,1.153650,0.206178,0.187905,-0.020083,-0.017514,-0.012535,-0.253572,-0.012960,-0.009400,-0.056127,0.000000,0.003826,-0.095358,-0.169828,-0.003666,0.442581,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.571638,2.526177,0.942179,0.057821,0.056463,-0.003979,21.193823,0.000023,1.482460,183633.000000,1.968119,0.173192,26.699650,939.260010,26.699650,939.260010
8539,1.197935,0.213160,0.195069,-0.008988,-0.016712,-0.013052,-0.262560,-0.013751,-0.009730,-0.058035,0.000000,0.004233,-0.098474,-0.124903,-0.003097,0.458717,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.585260,2.610113,0.941793,0.058207,0.057035,-0.002381,21.193375,0.000010,1.482453,182387.000000,1.973982,0.181951,28.822123,958.380005,28.822123,958.380005
8540,1.129898,0.202515,0.184450,-0.019028,-0.018753,-0.013866,-0.249765,-0.014474,-0.009346,-0.056549,0.000000,0.004079,-0.092927,-0.151482,-0.003546,0.431525,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.565256,2.481434,0.942139,0.057861,0.053558,-0.001149,21.192923,0.000010,1.482438,182869.000000,1.967026,0.183227,26.609140,931.750000,26.609140,931.750000
8541,1.206505,0.213752,0.194397,-0.009815,-0.016763,-0.012905,-0.262554,-0.013467,-0.009635,-0.056742,0.000000,0.004021,-0.099452,-0.167312,-0.002683,0.460054,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.569808,2.594909,0.941833,0.058167,0.058858,-0.001351,21.192795,0.000010,1.482444,180779.000000,1.989654,0.185459,28.442293,969.960022,28.442293,969.960022
8542,1.204338,0.211850,0.194053,-0.015169,-0.016130,-0.013258,-0.262644,-0.013102,-0.009602,-0.056570,0.000000,0.003939,-0.098352,-0.188194,-0.003116,0.457468,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.570639,2.598053,0.941579,0.058421,0.064627,-0.001419,21.192728,0.000010,1.482480,181737.000000,1.979904,0.183748,27.764277,969.119995,27.764277,969.119995
8543,1.191796,0.211327,0.192262,-0.012440,-0.016334,-0.012409,-0.260907,-0.013657,-0.009537,-0.057056,0.000000,0.003926,-0.097984,-0.173250,-0.002689,0.454964,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.566860,2.567325,0.940023,0.059977,0.063467,-0.001384,21.192825,0.000010,1.482528,182677.000000,1.959892,0.192619,28.174110,965.409973,28.174110,965.409973
8544,1.134631,0.204347,0.187652,-0.019385,-0.019143,-0.012650,-0.254021,-0.014235,-0.009621,-0.057232,0.000000,0.004020,-0.095788,-0.128148,-0.004420,0.436064,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.592299,2.561809,0.939535,0.060465,0.058210,-0.004994,21.194178,0.000034,1.483256,183340.000000,1.955340,0.189394,26.350374,927.109985,26.350374,927.109985
8545,1.177031,0.208717,0.190281,-0.019322,-0.017518,-0.012560,-0.257099,-0.013491,-0.009550,-0.056576,0.000000,0.004007,-0.096454,-0.148212,-0.003014,0.447821,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.563747,2.550355,0.939677,0.060323,0.061315,-0.006201,21.200666,0.000051,1.484126,186943.000000,1.924145,0.179250,27.582449,944.239990,27.582449,944.239990
8546,1.153585,0.209893,0.192297,-0.010172,-0.018145,-0.013876,-0.259559,-0.014559,-0.009832,-0.058073,0.000000,0.004202,-0.097178,-0.164540,-0.004045,0.446918,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.620022,2.613877,0.940033,0.059967,0.056193,-0.003962,21.205011,0.000010,1.484434,183802.000000,1.956466,0.182880,27.115627,958.059998,27.115627,958.059998
8547,1.106137,0.196738,0.180292,-0.023542,-0.019705,-0.012955,-0.245033,-0.013506,-0.009177,-0.054268,0.000000,0.003887,-0.091785,-0.164865,-0.003542,0.423321,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.549331,2.448437,0.941121,0.058879,0.054667,-0.005114,21.206732,0.000256,1.484938,183226.000000,1.965740,0.180329,26.508770,927.049988,26.508770,927.049988
8548,1.159865,0.207942,0.191936,-0.013343,-0.019229,-0.015225,-0.259949,-0.015381,-0.009890,-0.058868,0.000000,0.004281,-0.097386,-0.122212,-0.005431,0.446246,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.616068,2.619050,0.940664,0.059336,0.049289,-0.006038,21.215513,0.000171,1.486625,177288.000000,2.041279,0.176665,27.551470,964.760010,27.551470,964.760010
8549,1.167215,0.210737,0.193368,-0.009170,-0.018591,-0.015651,-0.260717,-0.015034,-0.009892,-0.059059,0.000000,0.004441,-0.096732,-0.120919,-0.004637,0.448041,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.614667,2.614045,0.940826,0.059174,0.047879,-0.004003,21.228554,0.000256,1.488720,179393.000000,2.000888,0.191032,28.134323,958.510010,28.134323,958.510010
8550,1.140414,0.206142,0.187259,-0.020139,-0.017582,-0.012781,-0.254151,-0.013330,-0.009471,-0.055338,0.000000,0.003901,-0.095062,-0.199750,-0.003111,0.442406,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.582415,2.515785,0.940359,0.059642,0.057941,-0.005090,21.249256,0.000384,1.491559,180848.000000,1.988069,0.186221,27.278824,962.830017,27.278824,962.830017
8551,1.149264,0.206001,0.188395,-0.018839,-0.017952,-0.013380,-0.255962,-0.014188,-0.009623,-0.056810,0.000000,0.003975,-0.095476,-0.140721,-0.004020,0.438496,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.584342,2.544643,0.939748,0.060252,0.051045,-0.003639,21.262379,0.000010,1.492154,179500.000000,2.008961,0.181651,26.613186,938.270020,26.613186,938.270020
8552,1.186535,0.209776,0.191579,-0.017222,-0.017495,-0.014089,-0.258882,-0.013664,-0.009582,-0.056901,0.000000,0.004161,-0.097184,-0.126266,-0.003934,0.451892,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.564223,2.560552,0.938599,0.061401,0.054198,-0.005160,21.264616,0.000051,1.492610,179440.000000,2.004949,0.186397,28.847698,971.789978,28.847698,971.789978
8553,1.205195,0.215476,0.196182,-0.006792,-0.017516,-0.014202,-0.265169,-0.014624,-0.009881,-0.058486,0.000000,0.004257,-0.099103,-0.136052,-0.003617,0.459529,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.589507,2.631209,0.939585,0.060415,0.047062,-0.006763,21.269571,0.000114,1.493422,181427.000000,1.973285,0.194054,28.405087,972.039978,28.405087,972.039978
8554,1.211516,0.216994,0.197148,-0.007504,-0.016969,-0.013518,-0.266955,-0.014161,-0.009927,-0.058806,0.000000,0.004369,-0.099615,-0.141453,-0.003046,0.463496,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.590517,2.628047,0.940908,0.059092,0.046276,-0.006331,21.278328,0.000076,1.494642,183747.000000,1.953947,0.186029,28.892527,982.229980,28.892527,982.229980
8555,1.181433,0.210447,0.190985,-0.016607,-0.016983,-0.012347,-0.258753,-0.013123,-0.009482,-0.056478,0.000000,0.004047,-0.096106,-0.154666,-0.003296,0.453927,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.566544,2.543384,0.941488,0.058512,0.046595,-0.002360,21.283310,0.000010,1.494693,184345.000000,1.947224,0.185817,27.655846,947.739990,27.655846,947.739990
8556,1.192019,0.214420,0.195395,-0.010903,-0.018780,-0.013807,-0.266435,-0.014568,-0.010021,-0.058550,0.000000,0.004044,-0.101210,-0.171557,-0.006428,0.457349,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.606110,2.641905,0.941274,0.058726,0.044424,-0.005143,21.284927,0.000384,1.495814,182454.000000,1.961002,0.194147,27.882643,966.820007,27.882643,966.820007
8557,1.191539,0.212895,0.194872,-0.008690,-0.018241,-0.013869,-0.264969,-0.014233,-0.009909,-0.058355,0.000000,0.004116,-0.099674,-0.154775,-0.004802,0.454644,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.602003,2.650272,0.941437,0.058563,0.053661,-0.003740,21.311646,0.000865,1.500813,186881.000000,1.908600,0.195491,28.478256,973.950012,28.478256,973.950012
8558,1.223788,0.216367,0.197115,-0.004884,-0.015860,-0.013271,-0.268819,-0.013619,-0.009800,-0.057296,0.000000,0.004046,-0.102171,-0.181475,-0.003088,0.463352,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.573014,2.622405,0.942342,0.057658,0.061181,-0.002501,21.347139,0.000865,1.504555,184762.000000,1.932554,0.195671,28.238646,978.780029,28.238646,978.780029
8559,1.192472,0.212480,0.192264,-0.014464,-0.017399,-0.012549,-0.261565,-0.013701,-0.009690,-0.057522,0.000000,0.004082,-0.098187,-0.128042,-0.003304,0.456085,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.566825,2.570910,0.941701,0.058299,0.050125,-0.002302,21.365639,0.000015,1.505169,184002.000000,1.947075,0.189935,27.695860,951.659973,27.695860,951.659973
8560,1.158455,0.208472,0.189834,-0.016181,-0.016839,-0.012475,-0.258329,-0.013669,-0.009658,-0.056991,0.000000,0.004066,-0.096569,-0.139650,-0.004221,0.444235,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.585399,2.552777,0.940969,0.059031,0.054769,-0.004617,21.367920,0.000171,1.505430,182557.000000,1.969418,0.184507,27.527315,959.969971,27.527315,959.969971
8561,1.171050,0.209493,0.189278,-0.014028,-0.016424,-0.012349,-0.257941,-0.013300,-0.009564,-0.055957,0.000000,0.003971,-0.096397,-0.148025,-0.003635,0.445243,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.558864,2.515031,0.941416,0.058584,0.056459,-0.006292,21.371822,0.000034,1.505844,183489.000000,1.962168,0.180821,27.732891,946.359985,27.732891,946.359985
8562,1.165465,0.204831,0.188421,-0.018333,-0.017116,-0.011678,-0.258274,-0.012947,-0.009544,-0.056102,0.000000,0.003850,-0.095734,-0.154007,-0.003156,0.445465,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.564716,2.541694,0.940918,0.059082,0.056606,-0.005957,21.371872,0.000015,1.505961,181784.000000,1.964587,0.198497,27.634039,943.830017,27.634039,943.830017
8563,1.214847,0.215695,0.194898,-0.011062,-0.017317,-0.012997,-0.265017,-0.014254,-0.009804,-0.057377,0.000000,0.004189,-0.098500,-0.126086,-0.002591,0.463644,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.560522,2.582741,0.940623,0.059377,0.052782,-0.005728,21.372206,0.000384,1.507034,182817.000000,1.957339,0.193532,28.444998,963.109985,28.444998,963.109985
8564,1.195954,0.213448,0.195125,-0.008333,-0.017065,-0.013849,-0.267511,-0.013903,-0.009880,-0.057800,0.000000,0.004118,-0.099687,-0.165471,-0.003473,0.455665,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.589853,2.621346,0.940694,0.059306,0.047958,-0.003962,21.379656,0.000010,1.507565,183390.000000,1.953606,0.190544,28.228983,980.070007,28.228983,980.070007
8565,1.175703,0.207973,0.191897,-0.017321,-0.017720,-0.013618,-0.262553,-0.013843,-0.009796,-0.056494,0.000000,0.003966,-0.097458,-0.173802,-0.005852,0.445303,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.584075,2.606011,0.941203,0.058797,0.056479,-0.005196,21.383718,0.000256,1.508796,181430.000000,1.972832,0.194477,26.404802,950.349976,26.404802,950.349976
8566,1.148589,0.203345,0.186304,-0.018333,-0.018581,-0.011622,-0.254743,-0.013471,-0.009546,-0.056065,0.000000,0.003863,-0.095539,-0.155253,-0.003101,0.439208,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.561651,2.541912,0.940928,0.059072,0.044475,-0.004000,21.399178,0.000010,1.509934,187320.000000,1.921383,0.177781,27.005537,941.080017,27.005537,941.080017
8567,1.239971,0.219255,0.197288,-0.006528,-0.016033,-0.010561,-0.270242,-0.012969,-0.009821,-0.057371,0.000000,0.004002,-0.100903,-0.153009,-0.001511,0.471368,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.550444,2.594963,0.940806,0.059194,0.060543,-0.004664,21.400774,0.000171,1.510021,184455.000000,1.947116,0.184652,29.917549,987.719971,29.917549,987.719971
8568,1.209155,0.215641,0.198134,-0.005126,-0.018591,-0.014705,-0.269970,-0.015307,-0.010187,-0.059705,0.000000,0.004432,-0.100422,-0.119930,-0.004941,0.459091,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.607763,2.673563,0.940857,0.059143,0.055218,-0.006414,21.402790,0.000015,1.510965,182959.000000,1.964913,0.184285,29.087446,984.510010,29.087446,984.510010
8569,1.191850,0.212531,0.194850,-0.010764,-0.018388,-0.013486,-0.267754,-0.014226,-0.009985,-0.058015,0.000000,0.004021,-0.099897,-0.179508,-0.004290,0.455129,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.597856,2.642168,0.941895,0.058105,0.050777,-0.005591,21.411249,0.000577,1.513330,183993.000000,1.949718,0.187397,27.501482,973.710022,27.501482,973.710022
8570,1.187991,0.210316,0.190094,-0.017659,-0.016964,-0.012160,-0.261175,-0.013552,-0.009628,-0.055981,0.000000,0.004051,-0.095598,-0.133517,-0.003505,0.449821,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.544309,2.527258,0.941986,0.058014,0.044536,-0.003472,21.430338,0.000010,1.514234,183021.000000,1.964644,0.183824,28.359114,954.539978,28.359114,954.539978
8571,1.206398,0.211290,0.193733,-0.007440,-0.016005,-0.010625,-0.266246,-0.013210,-0.009779,-0.056562,0.000000,0.003976,-0.099050,-0.175690,-0.001079,0.463508,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.558751,2.595488,0.941722,0.058278,0.062656,-0.002916,21.431969,0.000010,1.514385,184352.000000,1.977858,0.155096,28.363134,966.859985,28.363134,966.859985
8572,1.165740,0.207267,0.188881,-0.018611,-0.017625,-0.012229,-0.259388,-0.013680,-0.009638,-0.055743,0.000000,0.004042,-0.096160,-0.138121,-0.002494,0.448217,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.565726,2.534043,0.941203,0.058797,0.047857,-0.004873,21.435442,0.000384,1.516040,184746.000000,1.945637,0.182776,28.150837,948.359985,28.150837,948.359985
8573,1.168019,0.207883,0.192463,-0.015506,-0.019654,-0.011968,-0.265530,-0.014016,-0.009947,-0.057109,0.000000,0.003907,-0.098975,-0.208366,-0.005164,0.452966,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.606099,2.634501,0.940430,0.059570,0.051246,-0.004643,21.449324,0.000010,1.516981,182992.000000,1.956753,0.192061,26.303152,954.909973,26.303152,954.909973
8574,1.171715,0.207211,0.190635,-0.017163,-0.017393,-0.013574,-0.262595,-0.013888,-0.009800,-0.056255,0.000000,0.003964,-0.097433,-0.163213,-0.005513,0.440365,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.569440,2.579775,0.939809,0.060191,0.049141,-0.005324,21.449450,0.000384,1.517131,177869.000000,2.014709,0.195987,27.253151,947.479980,27.253151,947.479980
8575,1.192938,0.208479,0.193650,-0.012857,-0.019597,-0.012814,-0.267148,-0.014838,-0.010100,-0.057634,0.000000,0.003965,-0.101337,-0.168310,-0.004476,0.456904,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.586834,2.662118,0.939067,0.060933,0.047628,-0.004887,21.455355,0.000171,1.518485,182831.000000,1.963013,0.187688,28.054483,969.719971,28.054483,969.719971
8576,1.183047,0.209376,0.193413,-0.010347,-0.017869,-0.013092,-0.266673,-0.014001,-0.009967,-0.057281,0.000000,0.003945,-0.100195,-0.180828,-0.005351,0.451879,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.590031,2.625559,0.939748,0.060252,0.062764,-0.007229,21.464071,0.000577,1.520461,182740.000000,1.954672,0.197097,26.788334,954.030029,26.788334,954.030029
8577,1.136356,0.201529,0.183997,-0.023079,-0.017373,-0.011168,-0.254086,-0.013099,-0.009394,-0.054647,0.000000,0.003841,-0.094642,-0.158828,-0.003456,0.434067,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.551977,2.472780,0.939758,0.060242,0.056856,-0.003553,21.477070,0.000010,1.521222,179913.000000,2.002611,0.182974,26.891611,937.429993,26.891611,937.429993
8578,1.168184,0.204668,0.190588,-0.018998,-0.019671,-0.015033,-0.262625,-0.014869,-0.009984,-0.057168,0.000000,0.004083,-0.097160,-0.153308,-0.006332,0.442531,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.584229,2.623555,0.939392,0.060608,0.048120,-0.004426,21.477005,0.000114,1.520980,180000.000000,1.987202,0.197331,26.704096,948.309998,26.704096,948.309998
8579,1.157152,0.203745,0.186473,-0.018565,-0.017463,-0.011665,-0.256131,-0.013372,-0.009552,-0.055756,0.000000,0.004000,-0.097489,-0.127465,-0.002479,0.443275,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.548057,2.502680,0.938955,0.061045,0.048285,-0.005024,21.474216,0.000010,1.520942,180947.000000,1.967218,0.205882,27.701378,944.200012,27.701378,944.200012
8580,1.195424,0.210382,0.193273,-0.009524,-0.017302,-0.011972,-0.267872,-0.013511,-0.009907,-0.056578,0.000000,0.003882,-0.099841,-0.172624,-0.003824,0.452446,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.565519,2.601709,0.939748,0.060252,0.047148,-0.005016,21.474655,0.000010,1.521224,182865.000000,1.955894,0.194408,27.460245,963.099976,27.460245,963.099976
8581,1.210742,0.217956,0.197966,-0.004167,-0.017091,-0.011871,-0.272138,-0.014473,-0.010235,-0.058931,0.000000,0.004380,-0.101180,-0.127647,-0.001900,0.468379,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.602837,2.650461,0.940582,0.059418,0.046279,-0.005723,21.476852,0.000256,1.521885,180004.000000,1.995442,0.189034,29.528187,990.260010,29.528187,990.260010
8582,1.141372,0.199086,0.188872,-0.016944,-0.019221,-0.013502,-0.261446,-0.015000,-0.010005,-0.057384,0.000000,0.003951,-0.098042,-0.140994,-0.004869,0.438904,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.602154,2.637965,0.939891,0.060109,0.044339,-0.005370,21.482218,0.000010,1.522288,179355.000000,2.008520,0.183865,27.438021,953.500000,27.438021,953.500000
8583,1.212236,0.214473,0.195645,-0.007510,-0.016877,-0.012291,-0.269043,-0.014204,-0.009995,-0.057653,0.000000,0.004226,-0.099220,-0.109312,-0.002626,0.463198,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.574025,2.623659,0.940643,0.059357,0.052609,-0.005077,21.481833,0.000171,1.522426,182110.000000,1.972269,0.186946,29.837982,982.770020,29.837982,982.770020
8584,1.206501,0.212857,0.197383,-0.004792,-0.017797,-0.012518,-0.272989,-0.014159,-0.010205,-0.058033,0.000000,0.003992,-0.101094,-0.175671,-0.003353,0.465902,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.598635,2.686405,0.941406,0.058594,0.053080,-0.006212,21.482462,0.000384,1.523364,181191.000000,1.984146,0.186024,28.454865,982.869995,28.454865,982.869995
8585,1.177790,0.209168,0.191910,-0.010069,-0.017746,-0.011793,-0.265047,-0.013847,-0.009863,-0.056631,0.000000,0.003951,-0.097544,-0.157112,-0.003688,0.453361,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.583160,2.599463,0.942068,0.057933,0.054021,-0.004861,21.488733,0.000010,1.523825,178566.000000,2.013927,0.188139,27.471870,963.390015,27.471870,963.390015
8586,1.149393,0.203949,0.188511,-0.019375,-0.018531,-0.013424,-0.262007,-0.014400,-0.009918,-0.056374,0.000000,0.004028,-0.097961,-0.150307,-0.004470,0.436414,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.581020,2.575074,0.942251,0.057749,0.051864,-0.003836,21.492046,0.000114,1.524646,185680.000000,1.931330,0.186374,25.786175,924.679993,25.786175,924.679993
8587,1.181920,0.207378,0.191710,-0.012302,-0.016844,-0.011886,-0.265550,-0.013719,-0.009906,-0.056732,0.000000,0.003981,-0.098498,-0.140918,-0.002481,0.451520,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.570341,2.599285,0.942332,0.057668,0.046622,-0.006597,21.501720,0.000023,1.525653,186879.000000,1.909904,0.194213,27.204121,953.469971,27.204121,953.469971
8588,1.111427,0.198310,0.183224,-0.022116,-0.019487,-0.012561,-0.254069,-0.013994,-0.009615,-0.055340,0.000000,0.003886,-0.092048,-0.119594,-0.003634,0.426063,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.578489,2.497215,0.942078,0.057922,0.050736,-0.005849,21.510847,0.000577,1.528309,184599.000000,1.936014,0.194094,26.860622,937.340027,26.860622,937.340027
8589,1.141259,0.202822,0.189215,-0.017192,-0.021116,-0.016161,-0.263033,-0.015362,-0.010122,-0.057928,0.000000,0.003995,-0.097717,-0.135263,-0.006735,0.429872,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.608858,2.624905,0.941213,0.058787,0.051246,-0.003488,21.533447,0.000010,1.529391,178856.000000,2.009471,0.189034,25.752003,921.130005,25.752003,921.130005
8590,1.153273,0.205397,0.187680,-0.017718,-0.017269,-0.011541,-0.261455,-0.013469,-0.009720,-0.055621,0.000000,0.003924,-0.097109,-0.153925,-0.002487,0.444682,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.567849,2.527031,0.940908,0.059092,0.049443,-0.003624,21.535410,0.000010,1.529580,180084.000000,1.998091,0.185419,27.419546,941.760010,27.419546,941.760010
8591,1.170924,0.206209,0.193088,-0.011042,-0.019643,-0.012820,-0.268260,-0.014986,-0.010229,-0.058033,0.000000,0.004038,-0.099477,-0.156657,-0.003565,0.450664,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.607757,2.672165,0.940704,0.059296,0.048582,-0.005003,21.537365,0.000076,1.530318,176589.000000,2.046508,0.180219,27.035278,959.650024,27.035278,959.650024
8592,1.128228,0.200271,0.185630,-0.021806,-0.018003,-0.013090,-0.257574,-0.014041,-0.009725,-0.055602,0.000000,0.003978,-0.095170,-0.129574,-0.005632,0.434140,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.578602,2.551685,0.940745,0.059255,0.055509,-0.004747,21.541218,0.000010,1.530639,181496.000000,1.978729,0.187788,26.939678,942.020020,26.939678,942.020020
8593,1.141420,0.203370,0.188326,-0.017870,-0.018748,-0.011928,-0.262348,-0.014202,-0.009942,-0.056200,0.000000,0.003855,-0.097576,-0.157541,-0.005459,0.437334,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.596972,2.587784,0.940542,0.059458,0.060969,-0.005283,21.541351,0.000076,1.530803,182969.000000,1.962636,0.186440,25.941389,922.039978,25.941389,922.039978
