step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/termination_penalty,Episode_Reward/flat_orientation_l2,Episode_Reward/base_height,Episode_Reward/action_rate_l1,Episode_Reward/dof_pos_limits,Episode_Reward/energy,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_air_time,Episode_Reward/feet_slide,Episode_Reward/stand_still,Episode_Reward/undesired_contacts,Episode_Reward/feet_clearance,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/feet_contact_number,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/illegal_contact,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
7518,0.977803,0.337157,0.155250,-0.057361,-0.014869,-0.011743,-0.100042,-0.003654,-0.003197,-0.047865,0.000000,0.004932,-0.042324,-0.084559,-0.003562,0.366164,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.441499,0.957724,0.835459,0.164541,0.128519,-0.001610,11.665547,0.000010,0.703254,186136.000000,1.932536,0.179979,30.652258,797.159973,30.652258,797.159973
7519,0.976137,0.342193,0.156427,-0.059735,-0.016205,-0.013204,-0.101568,-0.004019,-0.003300,-0.050636,0.000000,0.005379,-0.041382,-0.083539,-0.003640,0.366795,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.469609,0.957966,0.835744,0.164256,0.138808,-0.000635,11.673529,0.000010,0.703501,187726.000000,1.904083,0.190537,31.556639,826.059998,31.556639,826.059998
7520,1.057029,0.364354,0.164977,-0.046767,-0.013217,-0.011951,-0.104473,-0.003369,-0.003214,-0.051540,0.000000,0.005346,-0.041919,-0.077977,-0.003286,0.394697,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.443907,0.964597,0.837240,0.162760,0.147910,-0.001586,11.681153,0.000010,0.703879,191087.000000,1.868405,0.189369,30.424572,785.630005,30.424572,785.630005
7521,1.036213,0.360363,0.164320,-0.050159,-0.014824,-0.014319,-0.104636,-0.003765,-0.003355,-0.053299,0.000000,0.005656,-0.042901,-0.079404,-0.004514,0.389137,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.472287,0.981673,0.836609,0.163391,0.130592,-0.001332,11.687983,0.000010,0.704123,191553.000000,1.869570,0.183199,30.254665,798.020020,30.254665,798.020020
7522,0.989328,0.342955,0.157594,-0.055913,-0.015549,-0.013029,-0.101136,-0.003746,-0.003217,-0.049842,0.000000,0.005136,-0.041568,-0.092199,-0.004297,0.370097,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.462855,0.977179,0.836650,0.163350,0.138371,-0.001251,11.693472,0.000010,0.704363,186204.000000,1.928107,0.183635,30.403704,802.099976,30.403704,802.099976
7523,0.995522,0.349787,0.160312,-0.056645,-0.015586,-0.014433,-0.101931,-0.004150,-0.003304,-0.052476,0.000000,0.005601,-0.041575,-0.064530,-0.005222,0.375292,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.488458,0.985234,0.837850,0.162150,0.124018,-0.001949,11.699729,0.000010,0.704715,189681.000000,1.890708,0.182323,28.849028,775.349976,28.849028,775.349976
7524,1.025006,0.353715,0.161003,-0.052004,-0.013926,-0.012689,-0.104043,-0.003940,-0.003230,-0.051235,0.000000,0.005326,-0.042599,-0.093538,-0.003795,0.382599,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.444493,0.964948,0.837738,0.162262,0.137846,-0.001151,11.706246,0.000010,0.704980,189738.000000,1.892214,0.180191,31.219521,805.719971,31.219521,805.719971
7525,0.958873,0.334667,0.153013,-0.068244,-0.016933,-0.013561,-0.100020,-0.004590,-0.003268,-0.051322,0.000000,0.005325,-0.040182,-0.067443,-0.004696,0.358199,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.459221,0.947278,0.838593,0.161407,0.132148,-0.000915,11.710902,0.000010,0.705178,190458.000000,1.884722,0.179858,28.634851,757.200012,28.634851,757.200012
7526,1.077134,0.373723,0.171173,-0.040284,-0.014610,-0.014737,-0.109154,-0.003986,-0.003466,-0.054534,0.000000,0.005822,-0.045367,-0.090189,-0.004999,0.404331,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.488175,1.029891,0.840668,0.159332,0.123308,-0.001094,11.714842,0.000010,0.705359,190765.000000,1.872565,0.188689,32.479485,843.809998,32.479485,843.809998
7527,1.050239,0.362451,0.165203,-0.049112,-0.015020,-0.013245,-0.105129,-0.003571,-0.003327,-0.052457,0.000000,0.005351,-0.044090,-0.097589,-0.003956,0.391067,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.457508,0.992028,0.841868,0.158132,0.129748,-0.001130,11.718041,0.000010,0.705532,190375.000000,1.877348,0.188126,31.044411,819.390015,31.044411,819.390015
7528,0.992214,0.344878,0.158129,-0.057887,-0.015481,-0.013323,-0.102345,-0.004089,-0.003295,-0.051148,0.000000,0.005271,-0.042314,-0.072098,-0.004601,0.372138,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.469679,0.973831,0.843943,0.156057,0.132683,-0.001696,11.725221,0.000010,0.705980,189324.000000,1.894847,0.182097,32.821091,836.380005,32.821091,836.380005
7529,0.885273,0.309423,0.143315,-0.079187,-0.018808,-0.014139,-0.092635,-0.004115,-0.003156,-0.048079,0.000000,0.004951,-0.038543,-0.081681,-0.005060,0.333482,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.458792,0.939729,0.844065,0.155935,0.136579,-0.001144,11.732800,0.000010,0.706247,188126.000000,1.911307,0.178865,24.938652,705.809998,24.938652,705.809998
7530,1.020608,0.353523,0.161143,-0.058492,-0.014824,-0.013845,-0.102177,-0.003597,-0.003245,-0.052604,0.000000,0.005649,-0.041461,-0.064198,-0.003488,0.379271,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.457139,0.960532,0.843679,0.156321,0.137087,-0.001073,11.739290,0.000010,0.706550,188303.000000,1.911012,0.177193,29.751938,783.059998,29.751938,783.059998
7531,0.906887,0.317357,0.146117,-0.071214,-0.016903,-0.012876,-0.092979,-0.003708,-0.003049,-0.048520,0.000000,0.004992,-0.038713,-0.089867,-0.002970,0.344991,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.456820,0.910208,0.842753,0.157247,0.132014,-0.001273,11.746167,0.000010,0.706887,187041.000000,1.921432,0.180865,29.071026,780.739990,29.071026,780.739990
7532,0.949036,0.331387,0.152965,-0.063175,-0.017023,-0.013248,-0.097825,-0.004044,-0.003273,-0.051274,0.000000,0.005397,-0.040634,-0.077985,-0.004916,0.359629,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.467239,0.955378,0.842255,0.157745,0.121235,-0.000707,11.750899,0.000010,0.707042,189232.000000,1.900301,0.177646,29.288471,782.409973,29.288471,782.409973
7533,1.020076,0.352372,0.162321,-0.054382,-0.015404,-0.014059,-0.107113,-0.004430,-0.003426,-0.054100,0.000000,0.005553,-0.043096,-0.090872,-0.003695,0.382914,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.471488,0.992414,0.842753,0.157247,0.134455,-0.000226,11.755117,0.000010,0.707267,188781.000000,1.865496,0.217421,29.135139,785.369995,29.135139,785.369995
7534,0.901347,0.311338,0.144764,-0.075794,-0.015105,-0.014138,-0.093549,-0.003394,-0.003004,-0.045835,0.000000,0.004578,-0.039911,-0.085014,-0.003589,0.335919,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.438375,0.900744,0.842560,0.157440,0.125417,-0.000810,11.761713,0.000010,0.707624,187977.000000,1.893768,0.198055,26.928322,738.330017,26.928322,738.330017
7535,0.957164,0.334086,0.154088,-0.059339,-0.015015,-0.012732,-0.099324,-0.003758,-0.003154,-0.050396,0.000000,0.005083,-0.040516,-0.071109,-0.005467,0.361839,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.462382,0.949635,0.843689,0.156311,0.132397,-0.000255,11.766532,0.000010,0.707803,186904.000000,1.923744,0.180087,26.592236,727.070007,26.592236,727.070007
7536,1.074125,0.370611,0.168407,-0.042817,-0.012712,-0.013756,-0.107087,-0.003560,-0.003344,-0.054383,0.000000,0.005516,-0.044207,-0.073114,-0.003156,0.399643,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.460649,0.987983,0.845215,0.154785,0.128139,-0.001659,11.773225,0.000010,0.708167,188854.000000,1.899240,0.182868,31.195538,805.320007,31.195538,805.320007
7537,0.953725,0.331733,0.153335,-0.064504,-0.016226,-0.013599,-0.098631,-0.003741,-0.003189,-0.049730,0.000000,0.005026,-0.042232,-0.090723,-0.004683,0.359841,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.462695,0.948380,0.845530,0.154470,0.135243,-0.001408,11.779833,0.000010,0.708417,188444.000000,1.906259,0.180384,26.973989,740.679993,26.973989,740.679993
7538,1.038866,0.361474,0.167365,-0.048942,-0.016198,-0.015024,-0.107625,-0.004241,-0.003528,-0.055159,0.000000,0.005755,-0.045232,-0.092412,-0.005366,0.393008,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.505943,1.039983,0.845459,0.154541,0.126966,-0.001182,11.784213,0.000010,0.708625,190209.000000,1.884706,0.182571,31.941088,840.309998,31.941088,840.309998
7539,0.966011,0.331959,0.153273,-0.068611,-0.015019,-0.014515,-0.099096,-0.003783,-0.003180,-0.050463,0.000000,0.004958,-0.041202,-0.075024,-0.005145,0.358689,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.446023,0.948767,0.845245,0.154755,0.123494,-0.001012,11.788364,0.000010,0.708828,190423.000000,1.884479,0.180480,29.426714,776.219971,29.426714,776.219971
7540,1.007088,0.345494,0.158652,-0.056567,-0.015510,-0.014693,-0.102100,-0.003950,-0.003228,-0.051816,0.000000,0.005209,-0.041720,-0.076932,-0.003469,0.375940,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.446193,0.962784,0.844584,0.155416,0.120119,-0.001361,11.795972,0.000010,0.709246,189284.000000,1.887272,0.190113,30.039658,787.880005,30.039658,787.880005
7541,1.039217,0.358203,0.164544,-0.047646,-0.015756,-0.014515,-0.105491,-0.003749,-0.003347,-0.053711,0.000000,0.005517,-0.043422,-0.081932,-0.004838,0.388825,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.465848,1.016785,0.844777,0.155223,0.122436,-0.000682,11.801611,0.000010,0.709449,189857.000000,1.891837,0.179275,32.140945,828.099976,32.140945,828.099976
7542,1.059461,0.363481,0.167155,-0.044451,-0.014807,-0.013484,-0.106833,-0.003932,-0.003398,-0.055297,0.000000,0.005695,-0.043557,-0.077132,-0.003024,0.397122,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.464009,1.014202,0.845439,0.154561,0.121816,-0.000865,11.809404,0.000010,0.709862,191473.000000,1.877693,0.175936,30.557240,804.500000,30.557240,804.500000
7543,0.931552,0.325517,0.152007,-0.075292,-0.018466,-0.014683,-0.099266,-0.004317,-0.003328,-0.051230,0.000000,0.005208,-0.041526,-0.074096,-0.007222,0.354433,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.482165,0.974570,0.845276,0.154724,0.123386,-0.000660,11.815879,0.000010,0.710101,190441.000000,1.888044,0.176719,28.692549,771.020020,28.692549,771.020020
7544,0.990153,0.336390,0.156900,-0.066647,-0.017224,-0.015299,-0.100959,-0.004100,-0.003259,-0.052604,0.000000,0.005259,-0.041830,-0.065890,-0.005098,0.369914,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.455741,1.004112,0.844828,0.155172,0.120213,-0.000759,11.821497,0.000010,0.710365,185329.000000,1.943739,0.177970,30.963604,803.679993,30.963604,803.679993
7545,1.028553,0.352335,0.161829,-0.050688,-0.015101,-0.014388,-0.103470,-0.003715,-0.003288,-0.054193,0.000000,0.005515,-0.041962,-0.072359,-0.004823,0.384226,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.451667,0.980021,0.842845,0.157155,0.132641,-0.001745,11.827100,0.000010,0.710629,188189.000000,1.911546,0.177921,30.147158,791.130005,30.147158,791.130005
7546,0.996137,0.346111,0.160175,-0.058793,-0.016836,-0.014700,-0.103678,-0.004115,-0.003363,-0.054483,0.000000,0.005593,-0.042616,-0.057885,-0.005887,0.375134,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.476092,0.994248,0.841278,0.158722,0.119065,-0.000947,11.832623,0.000010,0.710867,189455.000000,1.883183,0.192319,31.105742,806.630005,31.105742,806.630005
7547,0.992361,0.343032,0.160480,-0.057579,-0.016921,-0.014283,-0.104109,-0.004014,-0.003416,-0.053956,0.000000,0.005382,-0.043604,-0.080681,-0.004565,0.378432,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.498454,1.010299,0.840403,0.159597,0.127183,-0.001732,11.840134,0.000010,0.711307,189411.000000,1.891048,0.184939,29.252281,784.349976,29.252281,784.349976
7548,0.984276,0.338554,0.157202,-0.062751,-0.017141,-0.014148,-0.101390,-0.003854,-0.003258,-0.051949,0.000000,0.005250,-0.042484,-0.075896,-0.005383,0.369354,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.462801,0.985277,0.840434,0.159566,0.122431,-0.001624,11.847576,0.000010,0.711579,190301.000000,1.879354,0.186922,29.468046,778.130005,29.468046,778.130005
7549,1.076249,0.373245,0.169768,-0.042523,-0.014102,-0.013894,-0.108065,-0.003496,-0.003401,-0.056701,0.000000,0.005927,-0.043361,-0.071949,-0.003822,0.403047,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.475528,0.999211,0.841756,0.158244,0.125539,-0.001584,11.853186,0.000010,0.711848,193384.000000,1.846444,0.186898,33.837269,859.979980,33.837269,859.979980
7550,1.099782,0.374481,0.172748,-0.037663,-0.014360,-0.014538,-0.109994,-0.003718,-0.003487,-0.057117,0.000000,0.005701,-0.045688,-0.076586,-0.003807,0.410694,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.476782,1.049104,0.842896,0.157104,0.132203,-0.001291,11.858596,0.000010,0.712092,188587.000000,1.904674,0.180388,32.371479,841.530029,32.371479,841.530029
7551,1.022678,0.348606,0.161856,-0.055222,-0.014861,-0.013460,-0.104501,-0.003869,-0.003255,-0.051529,0.000000,0.004970,-0.043137,-0.095484,-0.003808,0.381157,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.464086,1.004531,0.843282,0.156718,0.121805,-0.002539,11.869533,0.000010,0.712957,189470.000000,1.892803,0.182533,30.881300,814.080017,30.881300,814.080017
7552,0.970185,0.329104,0.152813,-0.064077,-0.014951,-0.014341,-0.099421,-0.003804,-0.003121,-0.050682,0.000000,0.004920,-0.040608,-0.078658,-0.004155,0.356126,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.431531,0.962000,0.844208,0.155792,0.132985,-0.001110,11.880879,0.000010,0.713201,191658.000000,1.871366,0.180286,30.767498,798.719971,30.767498,798.719971
7553,1.042687,0.356394,0.163898,-0.047447,-0.014781,-0.013870,-0.105113,-0.003730,-0.003335,-0.055367,0.000000,0.005720,-0.042058,-0.063340,-0.002677,0.387483,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.452959,0.989980,0.845724,0.154277,0.118236,-0.001371,11.886668,0.000010,0.713493,189599.000000,1.896978,0.176951,30.903242,806.900024,30.903242,806.900024
7554,1.001049,0.346468,0.161867,-0.057793,-0.016325,-0.014913,-0.104185,-0.004388,-0.003498,-0.055537,0.000000,0.005658,-0.043900,-0.067114,-0.003918,0.378597,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.495818,1.022133,0.844920,0.155080,0.137674,-0.001311,11.891436,0.000010,0.713666,191643.000000,1.864160,0.187648,29.667177,798.500000,29.667177,798.500000
7555,1.088591,0.368266,0.171317,-0.041409,-0.013705,-0.013568,-0.111072,-0.003441,-0.003404,-0.054187,0.000000,0.005428,-0.046418,-0.110598,-0.004347,0.406521,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.471521,1.046861,0.845083,0.154917,0.119987,-0.001032,11.895331,0.000010,0.713828,195912.000000,1.813238,0.193860,32.423435,851.609985,32.423435,851.609985
7556,0.918182,0.316056,0.149603,-0.073902,-0.018496,-0.014095,-0.098740,-0.004526,-0.003326,-0.050202,0.000000,0.004872,-0.041672,-0.100742,-0.007426,0.346695,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.480074,0.999275,0.845154,0.154846,0.111799,-0.001230,11.899122,0.000010,0.714003,192276.000000,1.861275,0.183784,27.660498,775.809998,27.660498,775.809998
7557,0.938277,0.323963,0.152727,-0.078512,-0.019640,-0.015791,-0.099125,-0.004502,-0.003358,-0.052535,0.000000,0.005290,-0.041788,-0.070893,-0.006375,0.353528,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.484396,0.997518,0.845235,0.154765,0.105022,-0.000992,11.903114,0.000010,0.714205,188115.000000,1.916299,0.173988,28.858606,794.349976,28.858606,794.349976
7558,1.057212,0.359627,0.167258,-0.045222,-0.015123,-0.016064,-0.108117,-0.003604,-0.003382,-0.053650,0.000000,0.005322,-0.044942,-0.105988,-0.007544,0.391172,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.467806,1.025274,0.845225,0.154775,0.129572,-0.001278,11.908530,0.000010,0.714482,188551.000000,1.908218,0.177244,31.689199,835.109985,31.689199,835.109985
7559,1.074165,0.366120,0.169962,-0.043090,-0.014727,-0.013850,-0.109470,-0.003869,-0.003499,-0.056015,0.000000,0.005578,-0.045894,-0.083834,-0.004924,0.401110,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.474738,1.044798,0.845662,0.154338,0.125852,-0.001387,11.915226,0.000010,0.714871,189806.000000,1.893586,0.178083,33.861584,866.989990,33.861584,866.989990
7560,1.023185,0.348847,0.160841,-0.052143,-0.015832,-0.013944,-0.105015,-0.003813,-0.003325,-0.053958,0.000000,0.005336,-0.042912,-0.093200,-0.003516,0.380166,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.445351,0.995248,0.846212,0.153788,0.133308,-0.001144,11.921022,0.000010,0.715096,188879.000000,1.899429,0.182403,31.582895,814.830017,31.582895,814.830017
7561,1.023861,0.345167,0.160074,-0.057577,-0.016027,-0.015290,-0.104392,-0.004024,-0.003365,-0.054843,0.000000,0.005429,-0.041874,-0.071593,-0.005732,0.374713,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.435572,0.995017,0.845439,0.154561,0.135532,-0.001435,11.926682,0.000010,0.715419,187240.000000,1.916605,0.183458,32.137184,825.650024,32.137184,825.650024
7562,0.910509,0.313011,0.147521,-0.075437,-0.016624,-0.013192,-0.098207,-0.004233,-0.003172,-0.049396,0.000000,0.004802,-0.040560,-0.078169,-0.005410,0.342208,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.450830,0.954102,0.846100,0.153900,0.128484,-0.001157,11.932314,0.000010,0.715655,187122.000000,1.908949,0.192432,28.677431,769.969971,28.677431,769.969971
7563,1.077086,0.365915,0.169270,-0.043085,-0.015142,-0.015837,-0.109651,-0.003896,-0.003441,-0.055234,0.000000,0.005427,-0.045702,-0.097183,-0.004064,0.401916,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.472211,1.037519,0.847941,0.152059,0.123428,-0.001077,11.938001,0.000010,0.715946,187298.000000,1.907637,0.191768,31.330677,823.729980,31.330677,823.729980
7564,0.990326,0.339226,0.157687,-0.058099,-0.016282,-0.014790,-0.103694,-0.004404,-0.003322,-0.054291,0.000000,0.005293,-0.042414,-0.064690,-0.005544,0.369478,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.458721,0.997949,0.846842,0.153158,0.121489,-0.001305,11.944119,0.000010,0.716257,191490.000000,1.871628,0.181823,30.465458,797.859985,30.465458,797.859985
7565,0.956015,0.324068,0.151858,-0.063477,-0.014871,-0.012873,-0.098946,-0.003858,-0.003135,-0.049856,0.000000,0.004794,-0.041330,-0.080819,-0.004117,0.358394,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.443944,0.962815,0.847198,0.152802,0.128332,-0.000919,11.948549,0.000010,0.716407,187833.000000,1.911438,0.181986,26.900826,731.409973,26.900826,731.409973
7566,1.023234,0.345800,0.161416,-0.057038,-0.014455,-0.014280,-0.105533,-0.003839,-0.003326,-0.053919,0.000000,0.005326,-0.043388,-0.081253,-0.004746,0.381138,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.456088,1.004262,0.847127,0.152873,0.129835,-0.000731,11.952664,0.000010,0.716618,189038.000000,1.897305,0.182783,28.086189,761.679993,28.086189,761.679993
7567,0.986458,0.335093,0.158626,-0.059950,-0.017103,-0.014678,-0.103651,-0.004428,-0.003337,-0.052882,0.000000,0.005158,-0.043506,-0.106341,-0.005024,0.374053,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.485107,1.034664,0.845978,0.154022,0.110686,-0.000931,11.956268,0.000010,0.716811,189069.000000,1.896681,0.183063,29.972298,809.719971,29.972298,809.719971
7568,0.958970,0.326616,0.153932,-0.064889,-0.016438,-0.014221,-0.100822,-0.004207,-0.003309,-0.051963,0.000000,0.005109,-0.042416,-0.086915,-0.006166,0.360686,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.466663,0.982880,0.845449,0.154551,0.119741,-0.000791,11.960376,0.000010,0.717012,185339.000000,1.941783,0.179810,29.268324,787.190002,29.268324,787.190002
7569,0.955911,0.325373,0.152865,-0.060443,-0.015511,-0.015497,-0.100431,-0.004322,-0.003280,-0.052751,0.000000,0.005179,-0.041110,-0.074918,-0.005454,0.357297,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.464603,0.978460,0.845266,0.154734,0.114266,-0.000734,11.964550,0.000010,0.717219,186430.000000,1.918098,0.191089,29.247562,782.570007,29.247562,782.570007
7570,0.979139,0.333013,0.157631,-0.062321,-0.016464,-0.016017,-0.103728,-0.004650,-0.003395,-0.053248,0.000000,0.005065,-0.043366,-0.095052,-0.008271,0.365432,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.474539,1.024129,0.845022,0.154978,0.112549,-0.000993,11.968949,0.000010,0.717428,187104.000000,1.910013,0.191568,28.555685,784.119995,28.555685,784.119995
7571,0.960099,0.324540,0.153269,-0.065274,-0.015895,-0.013985,-0.099949,-0.004187,-0.003275,-0.051534,0.000000,0.005090,-0.041439,-0.081638,-0.003737,0.359383,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.457897,0.987565,0.844310,0.155691,0.121729,-0.001124,11.973697,0.000010,0.717665,189207.000000,1.896936,0.181296,28.691957,771.059998,28.691957,771.059998
7572,1.008189,0.344632,0.162019,-0.053036,-0.015536,-0.016135,-0.106283,-0.004566,-0.003465,-0.056242,0.000000,0.005687,-0.043484,-0.069708,-0.006006,0.379449,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.486278,1.024263,0.844340,0.155660,0.133879,-0.000932,11.978627,0.000010,0.717896,190374.000000,1.883576,0.181908,30.357151,815.559998,30.357151,815.559998
7573,1.027141,0.347530,0.162150,-0.055840,-0.015914,-0.012371,-0.105664,-0.003953,-0.003300,-0.053162,0.000000,0.005277,-0.043347,-0.082541,-0.003143,0.386135,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.452410,1.006642,0.844299,0.155701,0.116688,-0.001296,11.984741,0.000010,0.718219,191231.000000,1.864215,0.192020,31.383814,826.640015,31.383814,826.640015
7574,1.077791,0.358038,0.167570,-0.048224,-0.015819,-0.013511,-0.108129,-0.003769,-0.003413,-0.053618,0.000000,0.005256,-0.045338,-0.107672,-0.004226,0.398347,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.439916,1.043249,0.842784,0.157216,0.113936,-0.001303,11.990978,0.000010,0.718462,191613.000000,1.867560,0.184576,31.126135,816.809998,31.126135,816.809998
7575,0.988906,0.334807,0.157216,-0.055744,-0.015561,-0.014874,-0.102983,-0.003978,-0.003323,-0.053139,0.000000,0.005240,-0.042624,-0.084063,-0.005952,0.366851,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.455803,0.997653,0.842316,0.157684,0.115523,-0.001516,11.997462,0.000010,0.718810,189298.000000,1.892714,0.184517,29.669600,793.030029,29.669600,793.030029
7576,1.010556,0.342674,0.160634,-0.054375,-0.015495,-0.014660,-0.104317,-0.004050,-0.003348,-0.054243,0.000000,0.005473,-0.043029,-0.071709,-0.004074,0.377438,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.464501,1.006351,0.842946,0.157054,0.122560,-0.002652,12.008475,0.000010,0.719582,187950.000000,1.896127,0.195995,30.266983,800.619995,30.266983,800.619995
7577,0.989198,0.336042,0.159157,-0.055952,-0.014940,-0.013457,-0.104831,-0.004093,-0.003345,-0.051465,0.000000,0.004984,-0.044117,-0.102808,-0.004310,0.372324,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.481844,1.024895,0.844391,0.155609,0.121973,-0.001756,12.019917,0.000010,0.719902,188026.000000,1.892659,0.198618,29.948626,796.989990,29.948626,796.989990
7578,0.917717,0.310318,0.146968,-0.070645,-0.015560,-0.014533,-0.096690,-0.003852,-0.003154,-0.049126,0.000000,0.004893,-0.040490,-0.070241,-0.005745,0.342002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.439723,0.948138,0.844340,0.155660,0.116275,-0.002768,12.029414,0.000114,0.720775,190675.000000,1.866182,0.196038,27.855465,756.729980,27.855465,756.729980
7579,1.065030,0.361460,0.169922,-0.044128,-0.015094,-0.015842,-0.110461,-0.004261,-0.003510,-0.056562,0.000000,0.005591,-0.045726,-0.074602,-0.007131,0.399249,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.496506,1.058906,0.844818,0.155182,0.111150,-0.000943,12.046286,0.000010,0.721268,184193.000000,1.929985,0.204810,31.494587,828.630005,31.494587,828.630005
7580,1.104447,0.370530,0.172518,-0.045268,-0.014327,-0.014779,-0.112370,-0.003940,-0.003527,-0.057451,0.000000,0.005803,-0.045673,-0.077341,-0.003462,0.410309,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.465690,1.046121,0.844889,0.155111,0.122023,-0.003424,12.059946,0.000015,0.722371,186872.000000,1.909932,0.194259,32.628384,843.770020,32.628384,843.770020
7581,0.962898,0.323683,0.153214,-0.065294,-0.016730,-0.013536,-0.101583,-0.004256,-0.003270,-0.051580,0.000000,0.004947,-0.041775,-0.081040,-0.005003,0.360397,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.440052,0.984750,0.845123,0.154877,0.113721,-0.000963,12.075413,0.000010,0.722640,187800.000000,1.898162,0.195631,27.597359,748.609985,27.597359,748.609985
