step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/base_height,Episode_Reward/flat_orientation_l2,Episode_Reward/action_rate_l1,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/energy,Episode_Reward/dof_pos_limits,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_contact_number,Episode_Reward/feet_slide,Episode_Reward/feet_clearance,Episode_Reward/stand_still,Episode_Reward/undesired_contacts,Curriculum/terrain_levels,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/base_height,Episode_Termination/bad_orientation,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
50,0.007563,0.007123,0.008839,-0.015826,-0.022742,-0.017579,-0.002892,-0.012843,-0.004587,-0.014242,-0.000267,-0.000324,-0.007866,-0.010460,0.006428,-0.001469,0.025239,-0.038106,-0.000036,0.000000,0.100000,0.100000,0.119115,0.122376,0.000000,0.000000,1.000000,0.110300,-0.044808,17.082308,0.000010,1.004728,361.000000,3.790117,0.464387,-1.883438,30.370001,-1.883438,30.370001
51,0.005288,0.006323,0.008397,-0.012947,-0.023669,-0.017215,-0.003046,-0.012160,-0.004720,-0.010543,-0.000267,-0.000307,-0.007598,-0.010576,0.006163,-0.001452,0.024733,-0.022787,-0.000217,0.000000,0.100000,0.100000,0.118424,0.127248,0.000000,0.000000,1.000000,0.101196,-0.045049,17.086092,0.000010,1.005094,345.000000,4.027184,0.422169,-1.730892,29.690001,-1.730892,29.690001
52,0.010591,0.006875,0.009218,-0.022810,-0.023661,-0.018779,-0.003478,-0.012983,-0.004897,-0.012041,-0.000283,-0.000394,-0.007760,-0.010654,0.006672,-0.001453,0.024648,-0.048114,-0.000075,0.000000,0.100000,0.100000,0.115093,0.131394,0.000000,0.000000,1.000000,0.095446,-0.039699,17.091688,0.000010,1.005613,343.000000,4.033908,0.438589,-1.987705,30.309999,-1.987705,30.309999
53,0.006447,0.006384,0.008301,-0.011608,-0.020751,-0.016925,-0.002910,-0.013169,-0.004509,-0.011817,-0.000262,-0.000638,-0.007269,-0.010211,0.005509,-0.001532,0.024856,-0.028012,-0.000050,0.000000,0.100000,0.100000,0.112407,0.110434,0.000000,0.000000,1.000000,0.139267,-0.042907,17.102331,0.000010,1.006692,333.000000,4.240684,0.370384,-2.023930,30.420000,-2.023930,30.420000
54,0.012870,0.008479,0.010118,-0.032809,-0.025488,-0.020554,-0.003276,-0.012745,-0.005065,-0.014345,-0.000310,-0.000528,-0.009644,-0.013475,0.007412,-0.001689,0.023933,-0.047314,-0.000782,0.000000,0.100000,0.100000,0.119265,0.129610,0.000000,0.000000,1.000000,0.138610,-0.046085,17.108070,0.000010,1.006892,260.000000,5.463077,0.441360,-1.961862,31.180000,-1.961862,31.180000
55,0.008740,0.006990,0.009225,-0.019590,-0.021744,-0.018801,-0.003173,-0.012952,-0.005084,-0.013542,-0.000284,-0.000306,-0.008135,-0.010496,0.006427,-0.001457,0.025713,-0.040232,-0.000206,0.000000,0.100000,0.100000,0.117467,0.131360,0.000000,0.000000,1.000000,0.130831,-0.038606,17.109577,0.000010,1.007015,339.000000,4.067558,0.459795,-2.124014,32.240002,-2.124014,32.240002
56,0.006396,0.007002,0.008669,-0.013852,-0.022306,-0.017702,-0.002554,-0.012214,-0.004567,-0.012543,-0.000267,-0.000410,-0.007470,-0.009967,0.006404,-0.001435,0.025277,-0.031242,-0.000124,0.000000,0.100000,0.100000,0.119381,0.116216,0.000000,0.000000,1.000000,0.080813,-0.046298,17.111908,0.000010,1.007233,347.000000,4.018705,0.395840,-2.014706,31.080000,-2.014706,31.080000
57,0.011280,0.006464,0.009347,-0.020700,-0.023630,-0.018983,-0.003289,-0.012729,-0.004953,-0.012280,-0.000288,-0.000416,-0.008380,-0.012098,0.006313,-0.001440,0.025199,-0.037394,-0.000063,0.000000,0.100000,0.100000,0.112544,0.139069,0.000000,0.000000,1.000000,0.093276,-0.042555,17.114767,0.000010,1.007494,342.000000,4.031390,0.452896,-1.871841,31.480000,-1.871841,31.480000
58,0.008058,0.005756,0.008587,-0.023818,-0.022056,-0.017195,-0.003731,-0.013026,-0.004702,-0.010256,-0.000264,-0.000420,-0.007741,-0.010082,0.006198,-0.001583,0.021785,-0.031925,-0.000042,0.000000,0.100000,0.100000,0.112499,0.137168,0.000000,0.000000,1.000000,0.106083,-0.047538,17.115980,0.000010,1.007500,335.000000,4.117405,0.467399,-1.776134,30.520000,-1.776134,30.520000
59,0.007108,0.006219,0.008864,-0.015730,-0.024230,-0.017981,-0.003194,-0.012470,-0.004609,-0.010932,-0.000270,-0.000656,-0.008248,-0.010915,0.005928,-0.001364,0.025451,-0.048019,-0.000103,0.000000,0.100000,0.100000,0.118220,0.134817,0.000000,0.000000,1.000000,0.089984,-0.048739,17.115416,0.000010,1.007454,341.000000,4.095048,0.398628,-1.896186,29.740000,-1.896186,29.740000
60,0.006638,0.006986,0.008346,-0.022025,-0.022063,-0.016992,-0.002697,-0.012268,-0.004451,-0.010706,-0.000251,-0.000405,-0.006935,-0.009770,0.005832,-0.001336,0.021868,-0.030501,-0.000083,0.000000,0.100000,0.100000,0.112765,0.110979,0.000000,0.000000,1.000000,0.095520,-0.041797,17.116770,0.000010,1.007624,363.000000,3.830800,0.397823,-1.828826,28.629999,-1.828826,28.629999
61,0.004641,0.005995,0.007858,-0.013184,-0.020268,-0.015902,-0.002857,-0.013314,-0.004342,-0.008170,-0.000247,-0.000349,-0.007252,-0.009274,0.005930,-0.001309,0.022735,-0.035692,-0.000209,0.000000,0.100000,0.100000,0.113668,0.114226,0.000000,0.000000,1.000000,0.117842,-0.041064,17.116661,0.000010,1.007537,370.000000,3.752995,0.391464,-1.831342,26.980000,-1.831342,26.980000
62,0.004460,0.006585,0.007965,-0.015478,-0.021772,-0.016280,-0.002312,-0.012033,-0.004297,-0.009079,-0.000246,-0.000505,-0.007201,-0.009095,0.006342,-0.001379,0.022730,-0.038328,-0.000122,0.000000,0.100000,0.100000,0.112364,0.109560,0.000000,0.000000,1.000000,0.128317,-0.044802,17.121691,0.000010,1.008202,357.000000,3.885585,0.413494,-1.925212,27.750000,-1.925212,27.750000
63,0.011388,0.006066,0.008933,-0.017855,-0.023190,-0.018012,-0.002797,-0.012276,-0.004589,-0.011199,-0.000263,-0.000572,-0.008007,-0.011014,0.007010,-0.001341,0.024960,-0.038591,-0.000168,0.000000,0.100000,0.100000,0.109208,0.134394,0.000000,0.000000,1.000000,0.091439,-0.041282,17.129440,0.000010,1.008809,354.000000,3.959633,0.373594,-2.014748,29.850000,-2.014748,29.850000
64,0.007372,0.006871,0.008576,-0.016529,-0.022678,-0.017627,-0.002857,-0.012667,-0.004591,-0.011529,-0.000262,-0.000337,-0.007786,-0.010342,0.006570,-0.001388,0.024295,-0.043392,-0.000133,0.000000,0.100000,0.100000,0.114007,0.116112,0.000000,0.000000,1.000000,0.108714,-0.043644,17.135693,0.000010,1.009300,343.000000,4.097277,0.377991,-1.968560,30.110001,-1.968560,30.110001
65,0.005487,0.005672,0.007968,-0.019907,-0.021307,-0.016452,-0.002686,-0.011976,-0.004366,-0.010168,-0.000247,-0.000318,-0.007178,-0.009457,0.005875,-0.001387,0.021453,-0.032201,-0.000144,0.000000,0.100000,0.100000,0.107654,0.113218,0.000000,0.000000,1.000000,0.089699,-0.044212,17.139091,0.000010,1.009516,351.000000,3.978321,0.391241,-1.756752,27.870001,-1.756752,27.870001
66,0.003952,0.006306,0.007920,-0.024047,-0.020961,-0.016217,-0.002589,-0.012541,-0.004299,-0.009555,-0.000246,-0.000406,-0.007371,-0.009490,0.005818,-0.001327,0.019816,-0.038597,-0.000118,0.000000,0.100000,0.100000,0.117391,0.108865,0.000000,0.000000,1.000000,0.083924,-0.042748,17.139509,0.000010,1.009471,342.000000,4.085208,0.393250,-1.796498,27.280001,-1.796498,27.280001
67,0.009282,0.007565,0.009441,-0.024365,-0.024557,-0.019472,-0.003034,-0.012306,-0.005127,-0.015358,-0.000303,-0.000481,-0.009150,-0.011470,0.006692,-0.001446,0.024443,-0.032554,-0.000038,0.000000,0.100000,0.100000,0.116253,0.129098,0.000000,0.000000,1.000000,0.086779,-0.041654,17.140335,0.000010,1.009618,332.000000,4.154355,0.459694,-1.854340,29.190001,-1.854340,29.190001
68,0.008028,0.005809,0.008113,-0.023213,-0.022132,-0.016729,-0.002834,-0.011597,-0.004367,-0.010571,-0.000255,-0.000323,-0.007108,-0.009640,0.005679,-0.001374,0.020759,-0.014841,-0.000111,0.000000,0.100000,0.100000,0.106242,0.121304,0.000000,0.000000,1.000000,0.081007,-0.038348,17.141636,0.000010,1.009687,341.000000,4.069568,0.427179,-1.681591,28.730000,-1.681591,28.730000
69,0.003770,0.005641,0.007394,-0.009382,-0.019842,-0.015212,-0.003845,-0.015269,-0.003998,-0.008761,-0.000232,-0.000413,-0.006684,-0.008883,0.005234,-0.001138,0.022315,-0.031207,-0.000044,0.000000,0.100000,0.100000,0.105584,0.107226,0.000000,0.000000,1.000000,0.106494,-0.040889,17.142336,0.000010,1.009760,338.000000,4.135059,0.406196,-1.649774,27.120001,-1.649774,27.120001
70,0.009044,0.006247,0.009164,-0.018783,-0.022952,-0.018897,-0.002839,-0.012887,-0.005098,-0.010331,-0.000290,-0.000348,-0.008661,-0.010966,0.006501,-0.001520,0.025645,-0.041805,-0.000120,0.000000,0.100000,0.100000,0.111233,0.145211,0.000000,0.000000,1.000000,0.104178,-0.041274,17.141647,0.000010,1.009638,335.000000,4.141889,0.435649,-1.799669,28.780001,-1.799669,28.780001
71,0.006712,0.006075,0.007854,-0.020496,-0.020602,-0.016115,-0.002740,-0.012087,-0.004242,-0.013571,-0.000239,-0.000395,-0.006832,-0.009677,0.005806,-0.001262,0.020716,-0.025559,-0.000036,0.000000,0.100000,0.100000,0.106106,0.110602,0.000000,0.000000,1.000000,0.111310,-0.033948,17.140099,0.000010,1.009534,349.000000,3.944697,0.450863,-1.854517,28.760000,-1.854517,28.760000
72,0.009709,0.006930,0.009022,-0.020614,-0.022646,-0.018462,-0.003019,-0.013990,-0.004956,-0.014955,-0.000284,-0.000356,-0.008583,-0.011036,0.006512,-0.001384,0.024798,-0.033020,-0.000089,0.000000,0.100000,0.100000,0.110600,0.124155,0.000000,0.000000,1.000000,0.092860,-0.046620,17.140949,0.000010,1.009690,328.000000,4.252600,0.421049,-1.877659,28.709999,-1.877659,28.709999
73,0.009208,0.006814,0.008684,-0.016773,-0.021813,-0.017633,-0.002536,-0.012302,-0.004669,-0.012566,-0.000262,-0.000322,-0.007948,-0.010310,0.005774,-0.001323,0.024644,-0.026447,-0.000148,0.000000,0.100000,0.100000,0.110490,0.120852,0.000000,0.000000,1.000000,0.098058,-0.039347,17.143816,0.000010,1.009930,346.000000,4.075093,0.362213,-1.807340,29.049999,-1.807340,29.049999
74,0.010396,0.006929,0.009128,-0.011995,-0.021852,-0.018821,-0.002872,-0.012564,-0.005110,-0.010981,-0.000288,-0.000332,-0.008696,-0.011274,0.006131,-0.001460,0.027507,-0.045268,-0.000050,0.000000,0.100000,0.100000,0.110878,0.124689,0.000000,0.000000,1.000000,0.107727,-0.045944,17.145763,0.000010,1.010104,349.000000,3.939342,0.450902,-1.745583,29.910000,-1.745583,29.910000
75,0.004383,0.006272,0.008053,-0.024478,-0.022069,-0.016651,-0.002780,-0.012244,-0.004625,-0.011680,-0.000248,-0.000387,-0.007288,-0.009283,0.005452,-0.001393,0.020201,-0.026041,-0.000072,0.000000,0.100000,0.100000,0.111965,0.114646,0.000000,0.000000,1.000000,0.107357,-0.043918,17.149483,0.000010,1.010437,338.000000,4.109262,0.428328,-1.789537,28.500000,-1.789537,28.500000
76,0.012531,0.006862,0.009123,-0.029695,-0.022230,-0.018787,-0.003044,-0.013145,-0.004961,-0.011151,-0.000282,-0.000448,-0.008098,-0.011396,0.006318,-0.001419,0.022218,-0.026670,-0.000071,0.000000,0.100000,0.100000,0.105098,0.129995,0.000000,0.000000,1.000000,0.092682,-0.038997,17.151527,0.000010,1.010515,344.000000,4.019810,0.437325,-1.873694,29.049999,-1.873694,29.049999
77,0.009246,0.006266,0.008634,-0.014043,-0.022584,-0.017590,-0.002775,-0.012756,-0.004551,-0.013174,-0.000260,-0.000359,-0.007401,-0.009971,0.005836,-0.001183,0.025229,-0.037972,-0.000267,0.000000,0.100000,0.100000,0.110439,0.130143,0.000000,0.000000,1.000000,0.150463,-0.039047,17.151632,0.000010,1.010522,339.000000,4.075654,0.446706,-1.939028,30.500000,-1.939028,30.500000
78,0.007696,0.006699,0.008732,-0.018309,-0.022634,-0.017823,-0.002675,-0.012497,-0.004811,-0.014853,-0.000273,-0.000419,-0.008186,-0.010903,0.006236,-0.001418,0.024499,-0.037411,-0.000250,0.000000,0.100000,0.100000,0.117427,0.126689,0.000000,0.000000,1.000000,0.098539,-0.044088,17.154936,0.000010,1.010904,290.000000,4.879440,0.406910,-1.907054,29.959999,-1.907054,29.959999
79,0.008419,0.007538,0.008654,-0.022778,-0.021447,-0.017977,-0.002793,-0.012756,-0.004778,-0.011318,-0.000273,-0.000376,-0.007699,-0.010210,0.006131,-0.001293,0.022575,-0.034998,-0.000106,0.000000,0.100000,0.100000,0.107689,0.115641,0.000000,0.000000,1.000000,0.106625,-0.036986,17.159012,0.000010,1.011230,424.000000,3.221001,0.393455,-1.898512,30.549999,-1.898512,30.549999
80,0.004395,0.005687,0.007564,-0.013343,-0.019664,-0.015657,-0.008361,-0.014281,-0.004209,-0.012966,-0.000240,-0.000423,-0.006683,-0.009261,0.005534,-0.001215,0.021529,-0.031923,-0.000067,0.000000,0.100000,0.100000,0.105664,0.109671,0.000000,0.000000,1.000000,0.103217,-0.036572,17.161976,0.000010,1.011419,363.000000,3.799359,0.423852,-1.831208,28.520000,-1.831208,28.520000
81,0.004700,0.006293,0.007985,-0.023034,-0.019983,-0.016403,-0.003110,-0.013181,-0.004439,-0.011861,-0.000255,-0.000393,-0.007413,-0.009897,0.005359,-0.001511,0.020445,-0.030955,-0.000011,0.000000,0.100000,0.100000,0.111060,0.111531,0.000000,0.000000,1.000000,0.089843,-0.046537,17.162115,0.000010,1.011415,259.000000,5.507620,0.404680,-1.866520,26.370001,-1.866520,26.370001
82,0.010514,0.005922,0.008460,-0.017842,-0.020931,-0.017541,-0.002542,-0.013136,-0.004496,-0.013791,-0.000260,-0.000559,-0.007487,-0.009821,0.006554,-0.001364,0.023708,-0.041977,-0.000465,0.000000,0.100000,0.100000,0.103414,0.123187,0.000000,0.000000,1.000000,0.100961,-0.041266,17.162533,0.000010,1.011422,358.000000,3.915749,0.369206,-1.853145,29.059999,-1.853145,29.059999
83,0.005874,0.005638,0.008379,-0.018783,-0.020832,-0.017437,-0.002807,-0.013077,-0.004756,-0.012783,-0.000269,-0.000531,-0.007605,-0.010641,0.005672,-0.001354,0.023031,-0.043946,-0.000156,0.000000,0.100000,0.100000,0.108859,0.125162,0.000000,0.000000,1.000000,0.121669,-0.039970,17.159786,0.000010,1.011112,343.000000,4.061046,0.415728,-1.877678,29.020000,-1.877678,29.020000
84,0.006097,0.006017,0.008132,-0.018604,-0.021505,-0.016623,-0.003093,-0.012968,-0.004474,-0.009713,-0.000258,-0.000534,-0.007205,-0.010625,0.005507,-0.001225,0.022223,-0.042435,-0.000052,0.000000,0.100000,0.100000,0.109375,0.119495,0.000000,0.000000,1.000000,0.107877,-0.033970,17.157337,0.000010,1.010956,338.000000,4.133163,0.398099,-2.073848,28.209999,-2.073848,28.209999
85,0.006755,0.005928,0.007943,-0.014348,-0.020623,-0.016542,-0.002618,-0.012896,-0.004325,-0.011495,-0.000251,-0.000522,-0.007116,-0.010164,0.005602,-0.001185,0.022837,-0.036361,-0.000114,0.000000,0.100000,0.100000,0.105211,0.117835,0.000000,0.000000,1.000000,0.117546,-0.040854,17.156168,0.000010,1.010871,347.000000,3.992357,0.422616,-1.923234,28.180000,-1.923234,28.180000
86,0.004510,0.005879,0.007830,-0.018438,-0.022015,-0.016059,-0.002651,-0.012019,-0.004300,-0.010353,-0.000247,-0.000720,-0.007132,-0.010974,0.005417,-0.001269,0.021494,-0.026228,-0.000167,0.000000,0.100000,0.100000,0.104212,0.107886,0.000000,0.000000,1.000000,0.093715,-0.041981,17.156128,0.000010,1.010921,344.000000,4.036756,0.421236,-1.781040,27.490000,-1.781040,27.490000
87,0.007344,0.006219,0.008324,-0.026732,-0.021742,-0.017421,-0.002423,-0.012639,-0.004498,-0.010620,-0.000264,-0.000554,-0.007377,-0.010737,0.005802,-0.001301,0.020418,-0.034806,-0.000138,0.000000,0.100000,0.100000,0.109859,0.117627,0.000000,0.000000,1.000000,0.131603,-0.042975,17.156815,0.000010,1.010963,352.000000,3.969138,0.389274,-1.878383,28.400000,-1.878383,28.400000
88,0.007466,0.005958,0.008047,-0.016607,-0.020236,-0.016920,-0.002825,-0.013231,-0.004483,-0.011470,-0.000260,-0.000637,-0.007113,-0.010256,0.005318,-0.001285,0.022404,-0.032895,-0.000139,0.000000,0.100000,0.100000,0.100220,0.119787,0.000000,0.000000,1.000000,0.105227,-0.038478,17.155373,0.000010,1.010760,336.000000,4.169042,0.400994,-1.869339,27.530001,-1.869339,27.530001
89,0.004083,0.004935,0.007261,-0.011731,-0.020303,-0.014838,-0.002353,-0.012686,-0.003844,-0.007631,-0.000225,-0.000726,-0.006691,-0.009481,0.005238,-0.001167,0.021253,-0.034018,-0.000033,0.000000,0.100000,0.100000,0.101266,0.106417,0.000000,0.000000,1.000000,0.105746,-0.043132,17.152563,0.000010,1.010532,357.000000,3.876588,0.418901,-1.814098,25.290001,-1.814098,25.290001
90,0.006002,0.005649,0.007903,-0.018247,-0.020713,-0.016264,-0.002623,-0.012751,-0.004293,-0.010873,-0.000247,-0.000948,-0.007041,-0.010639,0.004961,-0.001161,0.021804,-0.025483,-0.000108,0.000000,0.100000,0.100000,0.102544,0.111891,0.000000,0.000000,1.000000,0.098286,-0.042444,17.150497,0.000010,1.010368,404.000000,3.454722,0.342958,-1.760099,25.809999,-1.760099,25.809999
91,0.006040,0.005923,0.007534,-0.018951,-0.019658,-0.015533,-0.002367,-0.012442,-0.004095,-0.009793,-0.000234,-0.000538,-0.006481,-0.009630,0.005577,-0.001254,0.020274,-0.023416,-0.000082,0.000000,0.100000,0.100000,0.096324,0.104343,0.000000,0.000000,1.000000,0.082917,-0.043228,17.150412,0.000010,1.010432,358.000000,3.905635,0.383432,-1.669529,26.240000,-1.669529,26.240000
92,0.007985,0.005869,0.007935,-0.022672,-0.020201,-0.016253,-0.002343,-0.012769,-0.004301,-0.010439,-0.000246,-0.000704,-0.007118,-0.010346,0.005340,-0.001327,0.020264,-0.031542,-0.000122,0.000000,0.100000,0.100000,0.097022,0.114517,0.000000,0.000000,1.000000,0.094605,-0.039865,17.151752,0.000010,1.010570,458.000000,3.013218,0.333930,-1.709291,27.360001,-1.709291,27.360001
93,0.003847,0.005972,0.007487,-0.012045,-0.019859,-0.015609,-0.002491,-0.012061,-0.003874,-0.008836,-0.000230,-0.000681,-0.006856,-0.009187,0.004342,-0.001109,0.021984,-0.021659,-0.000088,0.000000,0.100000,0.100000,0.109447,0.101513,0.000000,0.000000,1.000000,0.112256,-0.040864,17.152458,0.000010,1.010563,384.000000,3.590087,0.404399,-1.636353,26.850000,-1.636353,26.850000
94,0.004489,0.005739,0.008125,-0.028087,-0.020823,-0.016986,-0.002804,-0.013049,-0.004502,-0.010354,-0.000259,-0.000562,-0.007896,-0.010574,0.005545,-0.001221,0.019196,-0.043533,-0.000083,0.000000,0.100000,0.100000,0.114483,0.121156,0.000000,0.000000,1.000000,0.079219,-0.042008,17.152136,0.000010,1.010580,359.000000,3.848530,0.420917,-1.874325,26.469999,-1.874325,26.469999
95,0.006736,0.006481,0.008290,-0.010848,-0.021065,-0.017134,-0.002763,-0.013056,-0.004535,-0.011839,-0.000267,-0.000640,-0.007853,-0.010606,0.006116,-0.001326,0.025096,-0.037593,-0.000114,0.000000,0.100000,0.100000,0.108529,0.113128,0.000000,0.000000,1.000000,0.099906,-0.046053,17.153032,0.000076,1.010599,365.000000,3.772652,0.425868,-1.847078,27.850000,-1.847078,27.850000
96,0.006000,0.005579,0.007446,-0.013474,-0.019766,-0.015410,-0.002810,-0.014203,-0.004136,-0.010616,-0.000240,-0.000757,-0.006770,-0.009514,0.005145,-0.001154,0.021566,-0.029274,-0.000092,0.000000,0.100000,0.100000,0.099920,0.111510,0.000000,0.000000,1.000000,0.102187,-0.035989,17.149494,0.000010,1.010280,361.000000,3.775819,0.473056,-1.700605,27.559999,-1.700605,27.559999
97,0.007005,0.005792,0.007658,-0.021264,-0.019874,-0.016127,-0.002469,-0.012668,-0.004322,-0.009593,-0.000248,-0.000578,-0.006566,-0.010193,0.005660,-0.001325,0.019934,-0.046906,-0.000021,0.000000,0.100000,0.100000,0.095257,0.102914,0.000000,0.000000,1.000000,0.101744,-0.044180,17.149481,0.000010,1.010334,356.000000,3.897667,0.408720,-2.057725,27.209999,-2.057725,27.209999
98,0.004031,0.006105,0.007300,-0.015522,-0.019133,-0.015207,-0.002576,-0.012177,-0.004117,-0.011551,-0.000231,-0.000839,-0.006622,-0.009135,0.005253,-0.001186,0.020582,-0.030927,-0.000064,0.000000,0.100000,0.100000,0.101893,0.101258,0.000000,0.000000,1.000000,0.098798,-0.046544,17.155127,0.000010,1.011172,352.000000,3.941352,0.413747,-1.957096,26.799999,-1.957096,26.799999
99,0.003246,0.005288,0.007120,-0.018269,-0.018993,-0.015089,-0.002569,-0.012494,-0.003954,-0.009727,-0.000227,-0.000720,-0.006447,-0.008857,0.005129,-0.001200,0.019010,-0.032438,-0.000147,0.000000,0.100000,0.100000,0.103956,0.107503,0.000000,0.000000,1.000000,0.120457,-0.043782,17.162136,0.000010,1.011500,362.000000,3.854066,0.379577,-1.837977,25.020000,-1.837977,25.020000
