step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/termination_penalty,Episode_Reward/flat_orientation_l2,Episode_Reward/base_height,Episode_Reward/action_rate_l1,Episode_Reward/dof_pos_limits,Episode_Reward/energy,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_air_time,Episode_Reward/feet_slide,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/feet_contact_number,Episode_Reward/feet_clearance,Episode_Reward/stand_still,Episode_Reward/undesired_contacts,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/illegal_contact,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
52,0.000000,0.000000,0.147667,-0.200000,-0.029354,-0.001787,-0.047133,-0.001237,-0.001877,-0.025062,0.000000,0.000487,-0.029057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.352180,0.766056,0.000000,1.000000,0.003079,-0.004153,17.918961,0.001317,1.079523,211784.000000,1.658936,0.197747,-3.806912,226.710007,-3.806912,226.710007
53,0.000000,0.000000,0.136646,-0.200000,-0.025870,-0.001603,-0.043301,-0.000802,-0.001543,-0.021544,0.000000,0.000041,-0.026917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.288753,0.687415,0.000000,1.000000,0.008571,-0.000315,17.879538,0.001317,1.076328,211199.000000,1.668666,0.193152,-3.796946,230.929993,-3.796946,230.929993
54,0.000000,0.000000,0.107708,-0.200000,-0.020229,-0.001770,-0.034023,-0.000601,-0.001185,-0.016956,0.000000,0.000065,-0.023207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.242742,0.505033,0.000000,1.000000,0.003330,-0.002213,17.804037,0.002963,1.074126,208491.000000,1.692729,0.193280,-3.773212,241.779999,-3.773212,241.779999
55,0.000000,0.000000,0.168313,-0.200000,-0.024766,-0.001784,-0.053396,-0.000681,-0.001748,-0.026843,0.000000,0.000280,-0.033002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.270207,0.805287,0.000000,1.000000,0.003329,0.001629,17.788517,0.002963,1.069496,210030.000000,1.664946,0.207240,-3.752063,247.630005,-3.752063,247.630005
56,0.000000,0.000000,0.128209,-0.200000,-0.024097,-0.001538,-0.041331,-0.000547,-0.001309,-0.019726,0.000000,0.000128,-0.025350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.226680,0.596870,0.000000,1.000000,0.002094,0.002244,17.743065,0.000878,1.064029,215489.000000,1.619548,0.205209,-3.745379,248.610001,-3.745379,248.610001
57,0.000000,0.000000,0.136761,-0.200000,-0.018582,-0.001616,-0.043510,-0.000467,-0.001323,-0.020762,0.000000,0.000489,-0.028077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.230231,0.638141,0.000000,1.000000,0.001321,-0.006754,17.640976,0.001317,1.055862,211728.000000,1.672913,0.184261,-3.706089,259.720001,-3.706089,259.720001
58,0.000000,0.000000,0.208814,-0.200000,-0.034484,-0.001704,-0.065636,-0.001198,-0.002556,-0.034526,0.000000,0.000150,-0.039766,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.456868,1.068288,0.000000,1.000000,0.001794,0.004422,17.595287,0.000390,1.050749,217192.000000,1.602085,0.208366,-3.695664,265.510010,-3.695664,265.510010
59,0.000000,0.000000,0.324294,-0.183333,-0.037019,-0.001223,-0.102016,-0.001208,-0.003275,-0.051104,0.000000,0.001415,-0.060411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.459768,1.589975,0.000071,0.999929,0.001430,-0.005494,17.473930,0.001317,1.041340,213704.000000,1.630200,0.209800,-3.595901,286.709991,-3.595901,286.709991
60,0.000000,0.000000,0.294335,-0.200000,-0.028807,-0.001318,-0.092185,-0.000998,-0.002829,-0.043230,0.000000,0.000920,-0.057877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.390610,1.287712,0.000244,0.999756,0.001801,-0.000012,17.365700,0.000585,1.032431,215182.000000,1.612190,0.215172,-3.596484,286.450012,-3.596484,286.450012
61,0.000000,0.000000,0.404546,-0.066667,-0.029021,-0.000567,-0.126500,-0.001384,-0.003920,-0.063889,0.000000,0.000644,-0.075096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.416243,1.850432,0.000814,0.999186,0.001915,-0.001423,17.299658,0.001317,1.022774,214606.000000,1.642532,0.189731,-3.197927,333.609985,-3.197927,333.609985
62,0.000000,0.000000,0.488694,-0.008333,-0.027999,-0.000319,-0.151845,-0.001418,-0.004412,-0.079327,0.000000,0.000496,-0.092727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.354090,2.260842,0.002614,0.997386,0.002913,0.000480,17.169432,0.000878,1.013492,210883.000000,1.675745,0.188869,-2.592233,410.559998,-2.592233,410.559998
63,0.000000,0.000000,0.451131,-0.020833,-0.025715,-0.000373,-0.140253,-0.001444,-0.004104,-0.070592,0.000000,0.000860,-0.086055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.342837,2.041752,0.004679,0.995321,0.001252,-0.005863,17.025801,0.001975,1.006133,208115.000000,1.699081,0.190330,-2.069698,471.040009,-2.069698,471.040009
64,0.000000,0.000000,0.493930,-0.009722,-0.027978,-0.000322,-0.154034,-0.001662,-0.004486,-0.076698,0.000000,0.000452,-0.093259,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.365312,2.226510,0.009043,0.990957,0.001784,-0.000811,16.962017,0.000585,0.999530,196190.000000,1.814158,0.190102,-0.320469,675.960022,-0.320469,675.960022
65,0.000000,0.000000,0.496136,-0.001667,-0.026655,-0.000270,-0.154196,-0.001603,-0.004445,-0.076662,0.000000,0.000578,-0.092418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.354305,2.203400,0.016317,0.983683,0.001285,-0.003813,16.895451,0.001317,0.991427,194245.000000,1.818806,0.205520,1.915312,918.590027,1.915312,918.590027
66,0.000000,0.000000,0.480807,-0.008264,-0.024994,-0.000276,-0.149788,-0.001516,-0.004333,-0.073338,0.000000,0.000415,-0.090111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.356266,2.144252,0.027507,0.972494,0.002743,0.001074,16.837826,0.002963,0.991546,198766.000000,1.772846,0.205439,2.518970,953.580017,2.518970,953.580017
67,0.000000,0.000000,0.482453,-0.010913,-0.024800,-0.000313,-0.149818,-0.001481,-0.004303,-0.072251,0.000000,0.000552,-0.089874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.354876,2.134483,0.047028,0.952972,0.003440,0.002341,16.865191,0.000878,0.994772,199227.000000,1.784301,0.189399,2.531169,957.780029,2.531169,957.780029
68,0.000000,0.000000,0.488951,-0.005390,-0.024068,-0.000314,-0.151670,-0.001564,-0.004347,-0.072737,0.000000,0.000518,-0.090503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.352946,2.160084,0.076253,0.923747,0.002937,-0.003139,16.898371,0.001975,0.998028,195441.000000,1.822051,0.189888,2.663851,962.159973,2.663851,962.159973
69,0.000000,0.000000,0.480328,-0.008871,-0.023227,-0.000282,-0.148770,-0.001517,-0.004255,-0.070381,0.000000,0.000492,-0.088444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.354518,2.108609,0.116923,0.883077,0.004226,-0.000958,16.942703,0.000878,1.002064,193833.000000,1.837475,0.191152,2.604050,951.270020,2.604050,951.270020
70,0.000000,0.000000,0.475094,-0.011500,-0.022335,-0.000314,-0.146968,-0.001482,-0.004183,-0.068805,0.000000,0.000540,-0.086929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.344846,2.078217,0.169546,0.830455,0.006304,-0.001866,17.019556,0.001975,1.010613,191227.000000,1.867120,0.189153,2.584552,943.080017,2.584552,943.080017
71,0.000000,0.000000,0.460302,-0.017913,-0.021597,-0.000374,-0.142142,-0.001442,-0.004043,-0.065718,0.000000,0.000335,-0.083133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.340553,1.998161,0.228902,0.771098,0.009236,0.001256,17.076584,0.000390,1.013354,188337.000000,1.897686,0.190144,2.692232,943.169983,2.692232,943.169983
72,0.000000,0.000000,0.471226,-0.012283,-0.020944,-0.000316,-0.145483,-0.001455,-0.004102,-0.066270,0.000000,0.000505,-0.084781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.339274,2.037415,0.285950,0.714050,0.006368,-0.004314,17.154791,0.001317,1.021350,189619.000000,1.881449,0.192266,2.822710,952.400024,2.822710,952.400024
73,0.000000,0.000000,0.460886,-0.017084,-0.020316,-0.000348,-0.142034,-0.001450,-0.003995,-0.064248,0.000000,0.000612,-0.082648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.338266,1.994234,0.354909,0.645091,0.007304,-0.002768,17.248075,0.000878,1.029922,190889.000000,1.861263,0.198657,2.622429,924.960022,2.622429,924.960022
74,0.000000,0.000000,0.452645,-0.020868,-0.019661,-0.000386,-0.139636,-0.001412,-0.003906,-0.062096,0.000000,0.000527,-0.080693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.325631,1.943494,0.418630,0.581370,0.009275,-0.002346,17.347473,0.001975,1.040297,198347.000000,1.799248,0.183207,2.529789,905.190002,2.529789,905.190002
75,0.000000,0.000000,0.466995,-0.014140,-0.019026,-0.000326,-0.143864,-0.001460,-0.004015,-0.063182,0.000000,0.000454,-0.082549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.331668,1.999604,0.483195,0.516805,0.009378,0.000224,17.466663,0.000878,1.048226,195633.000000,1.826153,0.183812,2.926463,953.469971,2.926463,953.469971
76,0.000000,0.000000,0.443438,-0.024957,-0.018461,-0.000471,-0.136824,-0.001427,-0.003810,-0.059534,0.000000,0.000514,-0.077613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.328109,1.887644,0.538706,0.461294,0.007991,-0.004482,17.529945,0.001975,1.054301,195313.000000,1.823170,0.190085,2.387140,881.159973,2.387140,881.159973
77,0.000000,0.000000,0.467643,-0.014295,-0.017832,-0.000299,-0.144131,-0.001458,-0.003995,-0.061525,0.000000,0.000524,-0.081338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.331207,1.972120,0.594645,0.405355,0.006877,-0.002264,17.618376,0.001975,1.062365,195465.000000,1.823766,0.187920,2.729839,918.200012,2.729839,918.200012
78,0.000000,0.000000,0.465008,-0.015277,-0.017372,-0.000349,-0.143432,-0.001485,-0.003953,-0.060395,0.000000,0.000470,-0.080650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.324162,1.958676,0.648651,0.351349,0.005939,-0.003581,17.713923,0.001317,1.070351,194366.000000,1.824635,0.198426,3.090509,955.369995,3.090509,955.369995
79,0.000000,0.000000,0.459121,-0.018456,-0.017196,-0.000409,-0.141649,-0.001489,-0.003918,-0.059199,0.000000,0.000575,-0.078842,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.328818,1.942578,0.701192,0.298808,0.005624,-0.003074,17.768639,0.000878,1.074180,189206.000000,1.887058,0.191181,2.636899,897.969971,2.636899,897.969971
80,0.000000,0.000000,0.448681,-0.023559,-0.016502,-0.000335,-0.138470,-0.001466,-0.003839,-0.056908,0.000000,0.000377,-0.076653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.323430,1.892639,0.746399,0.253601,0.004032,-0.003794,17.800289,0.001975,1.078013,190088.000000,1.878900,0.189690,2.697390,906.969971,2.697390,906.969971
81,0.000000,0.000000,0.445043,-0.024121,-0.016003,-0.000381,-0.137385,-0.001447,-0.003771,-0.055899,0.000000,0.000510,-0.075786,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.317456,1.861616,0.780406,0.219594,0.003592,-0.003158,17.859840,0.001975,1.082027,186996.000000,1.895092,0.207708,2.550200,881.719971,2.550200,881.719971
82,0.000000,0.000000,0.485439,-0.006746,-0.014850,-0.000213,-0.149840,-0.001531,-0.004063,-0.059567,0.000000,0.000440,-0.082486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.325092,2.013905,0.809102,0.190898,0.002542,-0.002289,17.881510,0.001317,1.084980,193401.000000,1.850321,0.182842,3.357259,974.369995,3.357259,974.369995
83,0.000000,0.000000,0.427853,-0.032996,-0.015314,-0.000498,-0.132174,-0.001469,-0.003678,-0.052419,0.000000,0.000417,-0.072056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.318042,1.795398,0.830414,0.169586,0.002776,-0.003713,17.882050,0.001317,1.082105,190145.000000,1.880438,0.187537,2.690535,893.969971,2.690535,893.969971
84,0.000000,0.000000,0.449923,-0.021528,-0.014443,-0.000376,-0.139123,-0.001494,-0.003811,-0.054655,0.000000,0.000489,-0.074472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.320048,1.880730,0.845998,0.154002,0.002517,-0.000805,17.850836,0.000878,1.080973,192027.000000,1.860200,0.187505,2.857106,906.960022,2.857106,906.960022
85,0.000000,0.000000,0.452995,-0.021329,-0.014483,-0.000437,-0.139993,-0.001469,-0.003845,-0.055102,0.000000,0.000495,-0.075124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.315960,1.891097,0.861349,0.138652,0.003014,-0.001111,17.859922,0.001317,1.083723,193173.000000,1.847871,0.187685,3.052077,930.640015,3.052077,930.640015
86,0.000000,0.000000,0.442614,-0.023704,-0.012939,-0.000370,-0.137050,-0.001492,-0.003745,-0.052436,0.000000,0.000519,-0.072657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.302460,1.845623,0.875285,0.124715,0.001747,-0.003123,17.832293,0.001317,1.078877,191572.000000,1.861465,0.191104,3.012642,920.119995,3.012642,920.119995
87,0.000000,0.000000,0.437617,-0.027778,-0.014276,-0.000625,-0.135543,-0.001540,-0.003715,-0.052089,0.000000,0.000552,-0.071415,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.329752,1.827854,0.884674,0.115326,0.001275,-0.004655,17.749439,0.001975,1.071163,191798.000000,1.847228,0.202928,3.014256,915.409973,3.014256,915.409973
88,0.000000,0.000000,0.432547,-0.034722,-0.014410,-0.000462,-0.134076,-0.001593,-0.003733,-0.049897,0.000000,0.000199,-0.068970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.339999,1.801261,0.890310,0.109690,0.001432,0.001293,17.689180,0.000390,1.066274,201569.000000,1.753744,0.197031,2.798802,893.000000,2.798802,893.000000
89,0.000000,0.000000,0.468041,-0.016667,-0.012668,-0.000293,-0.144961,-0.001709,-0.003992,-0.053868,0.000000,0.000606,-0.075760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.357917,1.892731,0.894775,0.105225,0.000784,-0.005655,17.572195,0.001317,1.054006,197414.000000,1.796738,0.195088,2.589541,872.299988,2.589541,872.299988
90,0.000000,0.000000,0.468881,-0.016667,-0.012013,-0.000276,-0.144599,-0.001601,-0.003912,-0.053518,0.000000,0.000659,-0.075309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.327465,1.896792,0.898946,0.101054,0.001132,-0.002733,17.467854,0.001975,1.047378,203341.000000,1.739814,0.193961,2.551210,866.969971,2.551210,866.969971
91,0.000000,0.000000,0.472058,-0.012500,-0.012095,-0.000267,-0.145823,-0.001611,-0.003996,-0.053414,0.000000,0.000244,-0.075005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.333547,1.930223,0.901733,0.098267,0.001729,-0.001599,17.374767,0.000878,1.040155,205205.000000,1.718453,0.197757,2.560420,866.679993,2.560420,866.679993
92,0.000000,0.000000,0.329129,-0.091667,-0.014811,-0.001164,-0.101904,-0.001588,-0.002985,-0.038136,0.000000,0.001000,-0.052706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.328778,1.407984,0.903575,0.096425,0.001424,-0.003680,17.287132,0.001975,1.032013,204321.000000,1.731869,0.192625,2.198231,828.820007,2.198231,828.820007
93,0.000000,0.000000,0.480402,-0.008333,-0.011454,-0.000417,-0.147161,-0.001678,-0.003913,-0.051409,0.000000,0.000693,-0.076593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.334547,1.973591,0.904154,0.095846,0.001988,0.001016,17.224237,0.000390,1.025154,200822.000000,1.747377,0.210653,2.200561,829.080017,2.200561,829.080017
94,0.000000,0.000000,0.422255,-0.075000,-0.023477,-0.000672,-0.130495,-0.002531,-0.003942,-0.046889,0.000000,0.000737,-0.067999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.392159,1.793870,0.905060,0.094940,0.000373,-0.006325,17.024502,0.001317,1.011421,199377.000000,1.782032,0.190182,2.139807,825.869995,2.139807,825.869995
95,0.000000,0.000000,0.470423,-0.016667,-0.013840,-0.000389,-0.145994,-0.001420,-0.004310,-0.052233,0.000000,0.000246,-0.063255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.467751,1.981663,0.905263,0.094737,0.000512,-0.003536,16.858706,0.001975,0.998935,204763.000000,1.719723,0.200620,2.154787,825.929993,2.154787,825.929993
96,0.000000,0.000000,0.500007,0.000000,-0.009152,-0.000158,-0.153290,-0.001593,-0.004098,-0.054010,0.000000,0.000107,-0.076054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.319699,2.001089,0.906301,0.093699,0.000753,0.001019,16.839052,0.000585,0.992567,200504.000000,1.756427,0.204708,2.325509,839.549988,2.325509,839.549988
97,0.000000,0.000000,0.490527,-0.008333,-0.010516,-0.000193,-0.151808,-0.002022,-0.004099,-0.051421,0.000000,0.000001,-0.074432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.330028,1.945835,0.907908,0.092092,0.000638,-0.005519,16.638670,0.001317,0.979123,204732.000000,1.730010,0.190622,2.271767,835.010010,2.271767,835.010010
98,0.000000,0.000000,0.460173,-0.016667,-0.010005,-0.000531,-0.140100,-0.001881,-0.003810,-0.047386,0.000000,0.000857,-0.072017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.347585,1.764906,0.908529,0.091471,0.000669,-0.003310,16.560461,0.001975,0.970586,206099.000000,1.716533,0.191365,2.201005,825.460022,2.201005,825.460022
99,0.000000,0.000000,0.424380,-0.050000,-0.013719,-0.000549,-0.130251,-0.001798,-0.003815,-0.045430,0.000000,0.000463,-0.064052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.460947,1.729705,0.909780,0.090220,0.001738,0.000954,16.417137,0.000585,0.960278,200162.000000,1.779367,0.185114,2.418687,849.619995,2.418687,849.619995
100,0.000000,0.000000,0.273793,-0.158333,-0.026496,-0.001204,-0.086929,-0.001765,-0.003526,-0.033481,0.000000,0.001861,-0.042458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.700667,1.301931,0.910614,0.089386,0.000608,-0.004550,16.250011,0.001317,0.947909,207173.000000,1.709534,0.188470,2.275715,836.419983,2.275715,836.419983
101,0.000000,0.000000,0.442068,-0.025000,-0.012692,-0.000775,-0.135050,-0.002218,-0.003802,-0.044828,0.000000,0.001209,-0.064518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.377508,1.713241,0.910482,0.089518,0.000759,-0.002560,16.149481,0.000878,0.936498,207791.000000,1.705291,0.187068,2.274283,833.830017,2.274283,833.830017
102,0.000000,0.000000,0.379421,-0.175000,-0.025590,-0.001575,-0.117092,-0.002529,-0.004094,-0.041264,0.000000,0.001067,-0.055862,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.633820,1.515856,0.910166,0.089834,0.000703,-0.001043,15.908741,0.000585,0.922403,207608.000000,1.707655,0.186368,2.181567,832.500000,2.181567,832.500000
103,0.000000,0.000000,0.486256,-0.025000,-0.009211,-0.000395,-0.147497,-0.001714,-0.003996,-0.048097,0.000000,0.001330,-0.071462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.357698,1.881076,0.909760,0.090240,0.000446,-0.002049,15.846766,0.000173,0.916610,205950.000000,1.723629,0.185645,2.301206,843.830017,2.301206,843.830017
104,0.000000,0.000000,0.472402,-0.016667,-0.008567,-0.000272,-0.142687,-0.001456,-0.003804,-0.046017,0.000000,0.000475,-0.067721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.315001,1.841255,0.909597,0.090403,0.000761,-0.004158,15.683602,0.000051,0.903786,208019.000000,1.705267,0.185016,2.196124,830.599976,2.196124,830.599976
105,0.000000,0.000000,0.487006,-0.008333,-0.007547,-0.000234,-0.147182,-0.001553,-0.003990,-0.047458,0.000000,0.000579,-0.069454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.328531,1.943274,0.909749,0.090251,0.000536,-0.004856,15.564224,0.000585,0.893015,198361.000000,1.793290,0.189032,2.359856,842.650024,2.359856,842.650024
106,0.000000,0.000000,0.500007,0.000000,-0.006945,-0.000160,-0.149553,-0.001610,-0.003959,-0.047623,0.000000,0.000573,-0.071403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.308974,1.911269,0.910441,0.089559,0.000902,-0.003509,15.354898,0.001975,0.885533,194096.000000,1.829393,0.196490,3.253855,918.659973,3.253855,918.659973
107,0.000000,0.000000,0.478551,-0.008889,-0.007734,-0.000324,-0.143041,-0.001621,-0.003848,-0.045906,0.000000,0.000492,-0.067342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.313275,1.831895,0.910482,0.089518,0.001319,-0.000276,15.362264,0.000585,0.882278,199052.000000,1.776607,0.198829,3.813371,942.080017,3.813371,942.080017
108,0.000000,0.000000,0.471090,-0.012500,-0.007540,-0.000259,-0.140299,-0.001599,-0.003722,-0.044272,0.000000,0.000772,-0.066419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.315263,1.785246,0.910329,0.089671,0.001498,-0.004003,15.231744,0.001317,0.872655,192766.000000,1.847763,0.192090,4.089429,962.369995,4.089429,962.369995
109,0.000000,0.000000,0.484265,-0.009325,-0.007687,-0.000250,-0.144122,-0.001622,-0.003876,-0.045448,0.000000,0.000708,-0.067221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.337594,1.848176,0.910390,0.089610,0.001935,-0.001324,15.234008,0.001975,0.876525,192259.000000,1.856121,0.189112,4.183146,974.489990,4.183146,974.489990
110,0.000000,0.000000,0.472202,-0.011474,-0.007576,-0.000259,-0.140033,-0.001648,-0.003737,-0.043899,0.000000,0.000643,-0.064623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.316899,1.786693,0.910400,0.089600,0.001484,0.002066,15.258039,0.000390,0.877856,192158.000000,1.846374,0.199940,4.073791,951.460022,4.073791,951.460022
111,0.000000,0.000000,0.491102,-0.003706,-0.006745,-0.000217,-0.145236,-0.001643,-0.003847,-0.045083,0.000000,0.000578,-0.067017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.323989,1.840457,0.911509,0.088491,0.002184,-0.002110,15.303077,0.001317,0.883230,187115.000000,1.902658,0.198802,4.181909,961.510010,4.181909,961.510010
112,0.000000,0.000000,0.488205,-0.004881,-0.006653,-0.000230,-0.143843,-0.001601,-0.003815,-0.044605,0.000000,0.000641,-0.066013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.324214,1.833608,0.913269,0.086731,0.001802,0.003819,15.371448,0.000010,0.886033,191102.000000,1.863595,0.194023,4.028810,942.159973,4.028810,942.159973
113,0.000000,0.000000,0.480523,-0.009354,-0.007101,-0.000284,-0.141227,-0.001686,-0.003770,-0.043462,0.000000,0.000687,-0.064135,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.322514,1.797352,0.915141,0.084859,0.002661,-0.002771,15.397177,0.000384,0.889739,185811.000000,1.904689,0.211518,4.440811,980.539978,4.440811,980.539978
114,0.000000,0.000000,0.486132,-0.006260,-0.007080,-0.000241,-0.142388,-0.001643,-0.003811,-0.043678,0.000000,0.000813,-0.064141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.341659,1.820051,0.918243,0.081757,0.003294,-0.001474,15.464655,0.000010,0.892815,181046.000000,1.982552,0.189351,4.403822,979.450012,4.403822,979.450012
115,0.000000,0.000000,0.480071,-0.008320,-0.006961,-0.000272,-0.140077,-0.001598,-0.003725,-0.042675,0.000000,0.000699,-0.062954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.323392,1.783921,0.920746,0.079254,0.003263,-0.002584,15.498300,0.000577,0.898366,182338.000000,1.970773,0.185742,4.382699,970.799988,4.382699,970.799988
